log_sigma,mu,xi
3.0994831292047227,81.39898919298605,0.21505370315220484
3.10339616741438,83.24243733225826,0.22795618397012016
3.1341974696797354,62.43161158663578,0.26749014751884903
3.5112994355073317,96.04608815334511,0.09852745278200059
3.5777197514818972,91.80027825735549,0.034865773959115345
2.947228568550432,69.33265608992005,0.40419214976233886
3.8396823391809076,96.92779465505245,0.042622447644072636
2.8584617934726673,70.90050659794063,0.5054372418730811
3.250840205574098,66.58103088809632,0.3836629351686641
2.9481277348548174,77.22671295129418,0.242596023544942
2.9180094202691853,77.31817676004793,0.2668690691149088
2.9677773745615093,57.893456345283184,0.417735534000018
3.7764565370145395,83.71982356107152,0.17029173835584158
3.2132512329003515,86.8231353819583,0.037262940229063214
3.2914617003399202,76.67404124199979,0.3937639347202093
3.48784403455656,84.24363879286575,0.1620812116147713
3.527742699709376,75.73279591199731,-0.04671772934272774
3.577131296601188,64.02238958451485,0.20947060897889458
3.37623061289679,63.670352793194525,0.09473843950293433
3.712872474586276,72.71010758269293,0.2771580114261277
3.6833557579333918,78.21797015100486,0.24621576936747128
3.473527683320805,69.22258684380733,0.24015341073290536
3.3501482855110543,75.2338100156116,0.5135772195678695
3.4255163387148833,82.87477881378504,0.4847792472913055
3.0750189451597443,70.66173039460699,0.20145026964998017
3.5714041906301865,84.26585614242133,0.2300266520796921
3.46926103939503,80.683250028395,0.3037289540026836
3.1057406524783384,80.99752771832047,0.14792188480221785
3.5293359220312177,84.20141542760211,0.25377999108549715
3.0188104202468713,75.53891757879961,0.2774633913914463
2.929983088660484,67.76154752518676,0.30179282854212186
3.463359808827098,88.49135988243586,0.148050291132152
3.3575080444087293,72.7911070457745,0.13772417263467376
3.435894068766049,90.91689577835297,0.29886938175173555
3.3289716690720894,80.51521652843408,0.2805492820233158
3.3888258400057225,83.465805886307,0.3832726560814931
3.2838026695515166,82.68668349869944,0.34873560282724425
3.4531295889111724,84.80487638528732,0.23811021888814068
3.2715060746275597,83.69185368663925,0.09433130766526195
3.6314658169409295,71.9704275154273,0.4070164056044118
3.26455663472989,95.21762223028638,-0.018017138979208962
3.9523664267747116,88.94290495036005,0.07179248372580625
3.878172413611108,97.26703762480722,0.13255823550212437
2.818155604353276,70.72070003147074,0.2085672620625891
3.5034724554043892,79.04038766518254,0.3649532491885692
3.566034094078402,81.96432294328505,0.298645804430298
3.720749158482203,69.28967212563921,0.4117846315094923
3.722015303863621,60.8540650417131,0.39625338758447504
3.671865953369998,63.834334514022785,0.4008669459560831
3.936185513613443,50.58206308881096,0.25255270768776705
3.9346966168715447,51.64589672191182,0.295739564830717
2.9603787515018247,91.41887468408592,0.044277056784647675
3.3543649980543306,73.84772712005308,0.11832876506566703
3.6382748004437784,80.33213730411032,0.4460253415263524
3.6067660547882063,80.76405142764195,0.4405224113943326
3.500186861166639,93.10401144826587,0.512841336510684
3.377179773969463,68.06052704132975,0.01607022806590191
3.4408271383084776,61.66152031311039,0.044386069159071825
3.476029216310211,61.27978066901679,0.033678782601817066
3.7776984516981496,67.60341210044575,0.1523353099178236
3.0130536907600742,70.37982204198077,0.26320159903364293
3.1549145580265483,72.12477901417817,0.471779027418642
3.2711556580822534,74.57364362239784,0.5581944915708166
3.0692743907521747,76.14955947261603,0.11501707827878013
3.293321665974139,75.62953786762363,0.21934366923098308
3.10211724967569,79.11248709681911,0.24293722181385105
3.3016315164750347,70.70697836524585,0.11360726459671246
3.3190507939696845,89.36946820244064,0.26325872659266303
3.2044707049495904,88.57176584243658,0.26349160782439024
3.4944224147540437,81.53825381914203,0.13395893458344404
3.3733188645477536,86.38462361826332,0.34738230460452935
3.2652454788762793,80.81246459423856,0.20612670650537637
3.362319325112463,93.74108643856044,-0.0022979719172476717
3.2129719159763104,66.93636058940953,0.3969058112715744
3.74765392478234,75.44522921582399,0.3979645226210339
3.3877451974395045,79.02693709344479,0.4289167711998866
2.9631453705215316,73.8250546394874,0.16084683294910535
3.0539241363877383,71.61929432053653,0.16411318608206812
3.1396554014823934,76.79098229894831,0.11109132632870898
3.434915104726997,73.84410556076378,0.17073243566998536
3.076246856642373,71.32085617299668,0.21369259647692468
3.543274680262721,87.73347920707522,0.23997181676167229
3.486554205365037,87.75086858112223,0.1705116588852515
3.4831972388063144,90.20681096563546,0.19489800201708937
2.9526725807468486,71.83769972985809,0.2718251068530643
3.2268410944949415,63.31334647253696,0.4601866869638734
3.505070259495358,91.45575533713158,0.06543126921382453
3.1316655543223235,73.3100136987644,0.1433118835145407
3.2249841190031803,85.79712041210179,0.25152116218689313
3.361539198940156,65.75181456137585,0.3078989535214184
3.579731700067256,96.1538059806305,0.33197840175755683
3.5622846288395773,90.51224566882233,0.3191129145101072
3.5410584946206023,89.84960111278748,0.3301488896733918
3.1324264651975238,76.54935907106363,0.204495805264483
3.052362455857978,74.62069401362953,0.22021021953396086
3.434828644226829,82.59759883182325,0.1630531477111649
3.562878319025011,73.40021039992432,0.10437652072791598
3.0424097445332303,74.59110640446121,0.32812617595341437
3.2518952218141437,64.002799607742,0.17427405715354496
3.3249838804476117,72.79202181274766,0.003909694768642145
3.4825217022004193,79.63441380472823,0.3745340379988905
3.227449318306759,77.934128073274,0.1017319965988029
3.162816122162187,76.90048748400962,0.1327853316109249
3.5035746088967015,86.66738756444508,0.3235300358804226
3.4705713822749007,82.8858351467573,0.15216599816325124
3.327197809685512,83.57310236244136,0.34541527215492895
3.331631414935364,83.90975738885149,0.3406136671712839
3.2514399054435614,77.39511091205657,0.33665970657971744
3.4701869291123746,82.59204675684677,0.4451981250370884
3.434368370418892,77.35767251162814,0.505209042972088
3.302199057407717,81.05366492443763,0.24733826101075918
3.326194955830595,74.85313655863366,0.15492690901847114
3.53938498605451,69.38499897603052,0.4304903686939937
3.4723827345838165,68.93909134688467,0.365043678666817
3.49078085040357,70.77900195726038,0.14177019696629484
3.244478298019025,61.28063450070945,0.22634873755337104
3.6239109404455547,75.32918038341691,0.050505126757026175
3.651286101763805,90.52799949161165,0.06339644063000575
3.6642403113524913,85.86772714938701,0.08740735640829557
3.564231712875924,74.80242954257793,-0.09860351982358052
3.425134956981541,101.40487754768448,0.1497993897263054
3.5652712093673955,74.1906437100109,0.0974866287794065
2.865910970911849,69.68038350308166,0.35025620579308736
2.9505167466054205,71.65314252674919,0.33377139061577793
3.246229757957705,72.13259434544358,0.44041278408143475
3.278100542490906,74.73052140237496,0.3522862574076213
3.820560925975512,78.200104416334,0.28309222591869976
3.802421869617523,78.75024015778045,0.2715202457305637
3.5518773912912436,77.72717394448148,0.21821219809520517
3.3480415007211737,79.82147346729002,0.38740879192514627
3.492987363044311,79.46095907226363,-0.047590850143573685
3.364161759415496,81.94148887818122,0.3551569800191354
3.3336408626437386,90.36188028799178,0.1515156600734183
3.083521748394689,64.3473363068507,0.2654767601570728
3.4111717582852314,94.22226619156613,0.19923937900418037
3.41585688880526,80.45725131883165,0.19016488831093153
3.3216539665418607,80.12430532230906,0.3267415644355979
3.0896443251607417,69.20834390207477,0.2959599647682399
3.1200406510796443,76.28446227648033,0.3978227934807877
3.2272720851378325,69.99212063701763,0.3826304705132025
3.4420431878394155,90.95740391217274,0.11146244990870029
3.263880001686223,83.96422922581952,0.2156444939908216
3.232237748075222,86.84232236639423,0.27428419098379564
3.5799363366480286,81.37647464947254,0.27431708628817475
3.2265435455537195,83.65577216286255,0.20996772286201917
3.25185834539476,78.1493125101843,0.08078621191138652
3.3403278425805496,71.30634400027166,0.06967963265879429
3.3265171802989806,67.45471818327515,0.24212883327930296
3.54381805709728,72.04185655594229,0.23806606663241633
3.2278807943979997,91.43146961234214,0.129428948822242
3.2454225529551968,84.72209043396371,0.1407320015973159
3.191451295326883,79.02368298076121,0.1981438590400468
3.1410904475970782,76.6111373281936,0.33977174231047935
3.1617355121075343,73.9739076711301,0.3012579949517646
3.4596109918097326,88.73774156252453,0.05511637984130376
3.7170865737600782,94.74683417781188,0.2671710898503572
3.661565734183025,98.25861969164511,0.3348882818767332
3.6791030902383426,99.0432968835286,0.33057946265201643
3.805534220679238,99.34991802174682,0.4800295482714352
3.5363024498217857,84.37614650550208,0.3494694830000103
