log_sigma,xi
2.5575829804788692,0.36039756613131996
2.5399779109260328,0.3022485384857884
2.6572023893892323,0.2894643436910397
2.735588104589721,0.33541210682038397
2.69079050129883,0.38514692128536393
2.449866788740733,0.4019058013051435
2.4304911792997546,0.44470916638444774
2.671633172903437,0.2947526516570064
2.76395456595936,0.3360415583634503
2.5351071140694317,0.39638448584590125
2.519566374211366,0.3079829507816452
2.722200926010301,0.2919834410021166
2.451999438768814,0.509350518825604
2.443483180877281,0.48186261162155336
2.6074408443011103,0.47705848067136186
2.571191836477875,0.4725685253848306
2.5731801053471415,0.4109021687236903
2.5743113354601777,0.29411604366535665
2.659281511191716,0.30891024190199456
2.690630184395168,0.3543570553389769
2.4723061101677253,0.3448487060535132
2.595362901817786,0.33329398881974837
2.577111904148001,0.33855923135261556
2.5844374074205336,0.35406089403392993
2.6150744157186665,0.259029384109791
2.619736638476386,0.15628684304275733
2.6380716486887144,0.3950283756606466
2.642395560498385,0.21133343852672884
2.527691809718299,0.3533180936641535
2.431917542349207,0.4753785314125284
2.35921430407293,0.5012056993589293
2.6361481172620547,0.3447945186830808
2.5258010170093663,0.39869322184117933
2.502903468420519,0.36327828038213517
2.6413497105545574,0.32921876660075816
2.4941568115897,0.28492904280920045
2.4750230753339886,0.44474397289098117
2.587947516236639,0.3870540164490308
2.4887266005681057,0.41718297704602275
2.5720616969829644,0.35995693976776805
2.60874533474818,0.3535842211184436
2.3754824541481168,0.43163953113429687
2.4438698225990416,0.48165642671962067
2.356600872009269,0.5283335277246731
2.5428996733080425,0.470951557272732
2.539705340232323,0.4644150566380801
2.678574161045296,0.3171239014158653
2.7631202524909027,0.2236329961778396
2.7503887241521046,0.24633118105905513
2.6741937986816118,0.1893407550158381
2.2667315216025163,0.6047638507542409
2.2507814008742155,0.5952045925715974
2.5206554568415176,0.31282089296045396
2.788115969818395,0.21793066244987572
2.524002679654406,0.4635510721960892
2.4864237305691077,0.4093019966942155
2.44723700961556,0.31671859755021375
2.414420430253917,0.3733994735657044
2.464119932671422,0.3383071245944505
2.4609904715360216,0.5382251720848582
2.3796703355142923,0.5745204384574438
2.396744796110959,0.5327842336974424
2.481835037712136,0.5636346592902308
2.4687725013282162,0.51551233934056
2.580909321082825,0.2330585300669539
2.5927763948311378,0.3495655150468689
2.571158964176385,0.38549680470412273
2.496494225764763,0.40477304074414533
2.4429796429748896,0.40375443821100016
2.4473570104526483,0.32210464680237383
2.4520589667625057,0.3347645049271125
2.4763307489077113,0.3253224672413309
2.4300414900601,0.3538670174188238
2.5860208732600922,0.44731460416030255
2.6811120521563487,0.35852158683974333
2.650228897442916,0.3523228435348547
2.588266848589067,0.2740001235847514
2.656334708372576,0.20052597968089572
2.5007516439847306,0.41810943401427564
2.4909902773741277,0.3470976976607655
2.527194538483063,0.4112158482100082
2.5461856938080762,0.39268245075689745
2.582429475416084,0.2730151022181787
2.639225471434034,0.34444864427532157
2.4115693034930596,0.38255143465824626
2.530952545102897,0.48848435249431893
2.3919339977028917,0.451578973244368
2.6722703103088055,0.30923320753271677
2.434627882055678,0.38930815065837315
2.3784189257379555,0.39922615100019077
2.538468586444689,0.38551766094300366
2.7955353686397473,0.23295312371878882
2.7855057300639294,0.2552445757701383
2.725028241312322,0.27792181029988966
2.474984147957505,0.30499986570170584
2.595781649907342,0.3392137427128987
2.567936048045133,0.3368683405066734
2.340646037756298,0.4957314933916956
2.6595196286745555,0.2037681831483298
2.5339355771691277,0.4612473652789992
2.437612980833693,0.5005900569758218
2.3533943139723346,0.44717015495807594
2.583549356104367,0.4529396531465416
2.5639287830959825,0.30860912139023444
2.4947642379351893,0.30943503066829325
2.4765222218328575,0.30505782048588853
2.492690337112804,0.3149255534248858
2.559767689641506,0.48578769447191816
2.501148716862693,0.49578361939799226
2.547408259195349,0.3274473968522744
2.515192165014675,0.34875580956087754
2.6038823211544653,0.36241900307468333
2.5399639219412786,0.32278027930801184
2.531911642864174,0.23356424942338389
2.626434079518602,0.37911277135939103
2.5510447284748836,0.311664864792785
2.523492169733726,0.2383542633574335
2.766363920791748,0.2639106541079409
2.6693287921720996,0.25658185332265376
2.468887128710052,0.4528667682619706
2.482637544609617,0.46919414106607843
2.5631887871491026,0.4389905850447366
2.5761473447210306,0.44173211576382776
2.549729651470954,0.28765703696563094
2.5929462426809056,0.19543422862654664
2.828961364345843,0.39984819592962795
2.684911126439436,0.44055293624472197
2.6238491578624323,0.43625072974827245
2.525652201593159,0.44589502614242627
2.5251893872925595,0.32619090831665626
2.589887831190439,0.42365752678887764
2.542174606905291,0.43544491961356174
2.592984156852417,0.4831045192451073
2.576498709548545,0.419188685552294
2.5038086077119766,0.29374361489188905
2.517116485436627,0.34495864231024365
2.4554482862790024,0.4823858839211406
2.3596196524217694,0.43165096659169266
2.713014726942422,0.36637313576148234
2.489780078476376,0.48129932781903145
2.371216789990708,0.48616950430081496
2.57473303422892,0.41356433299555495
2.5299471338097446,0.397838094761299
2.5935677867452616,0.3220836048187169
2.571148923499541,0.3106545415574216
2.5048591227628245,0.36739578517852767
2.4960398986562473,0.29011274940579507
2.529177268318023,0.35578753060582197
2.576405678260119,0.37267998651775175
2.5503399227171037,0.3510448968920776
2.5805935954770898,0.3338667873623397
2.592584742868721,0.30988525726009597
2.5824641092390697,0.362262095135856
2.4442119678925605,0.46646667852780316
2.6238535318790337,0.407484057868125
2.5950035095862862,0.3867613432458749
2.652607812229478,0.34398775441623025
2.6746514788761444,0.382320156984941
2.458795834329414,0.4293556134093633
2.477624328562607,0.5148113336158174
2.4106273880823146,0.3056269770794862
2.4432049055317795,0.44787971438221463
2.3997161173949904,0.46031728580985315
2.3478594614334978,0.4298261089046488
2.4715486898523507,0.3326884299713122
2.518779862698586,0.33599689087710494
2.6465881729578906,0.3438425524915402
2.4406997871851277,0.3524562006205071
2.288269688500939,0.6065138470058147
2.4392168608399074,0.36746509408995126
2.6895989670628833,0.30105471673165085
2.4755076634157835,0.4389937755794087
2.592517693800812,0.3627086523714627
2.5128296407591617,0.3966003463426719
2.638358968187336,0.3029857560340034
2.3958475048788577,0.43469695842466705
2.4523798401188563,0.39820549157554624
2.6813800791633327,0.31139916645284327
2.695847248963982,0.3037542937748502
2.678659093732188,0.27617406663734967
2.4912865528085484,0.40859696945476676
2.6568118096697373,0.34667628935934053
2.7469835962896982,0.34321741578210413
2.6628613527351703,0.18846231484616835
2.7312001316143726,0.2670117579524724
2.5294008789646103,0.35405712297454506
2.508897115118614,0.2788787183033955
2.5037928516564243,0.35460744419508305
2.6976808710323485,0.30555857563100386
2.5576640666872437,0.3400188815961797
2.509818501160825,0.3661504457182753
2.5747260037048947,0.3416106156988747
2.499024864622389,0.38158114647154207
2.5295526671906443,0.37194826807312314
2.481786291895068,0.26886468405632624
2.6156275446199766,0.3229551160281524
2.63843630312141,0.3191887370352793
2.7651270431568222,0.22372706521879704
2.710749345663399,0.2913827489197893
2.7169506572237774,0.19704231484893744
2.5148874384352493,0.3972108134143809
2.452226475622494,0.3423433042796972
2.496765833281877,0.33887891952147825
2.493435755659493,0.3799217610829134
2.5351541307214482,0.3413595675740651
2.586837206711069,0.3299722141247168
2.528981179082296,0.3123971171714121
2.51893428783715,0.30428851001602136
2.525560728526801,0.277364652897547
2.594478486135003,0.3158832215120097
2.5063162125340894,0.38133816229470374
2.5319163040278747,0.44495766022044186
2.4919950132302136,0.4138483944397749
2.5902416763979903,0.3988439208410318
2.502669378031215,0.43372316517188303
2.628935534371579,0.32755145942629993
2.7306294567603815,0.24480004492567192
2.7333359846092673,0.245729936200669
2.7234796673799293,0.18727939489806303
2.730618540571428,0.2535152450047959
2.4707488277146727,0.41384043011983784
2.3315259446640213,0.34533701946379164
2.336570280307158,0.3418259952977237
2.404796700254949,0.32133686697979585
2.7651962622662354,0.351410872511983
2.7300014557627,0.35996704245196925
2.613090397004894,0.3639043775738816
2.6536981832686357,0.3189308697775668
2.479103192461547,0.330811679613207
2.5021503433362255,0.5765979107835967
2.871094180198452,0.2387486151326354
2.8938381444504424,0.27369231168040975
2.7666025208596547,0.13665433079187148
2.4806084083120394,0.48730891904533086
2.571152037879104,0.40736429549393227
2.588451300302632,0.4072109770141827
2.627425468960119,0.33748344325408114
2.3902375491596577,0.433995284994634
2.529028579685081,0.3609933796774107
2.506674006243012,0.2937542608206256
2.542028402113716,0.34127527843229916
2.604493512261035,0.3058618612438801
2.488388375074165,0.5110666245063723
2.538829995600124,0.5423785296751179
2.5050931775158056,0.473833142733017
2.281658460651311,0.4950789367211064
2.3002502046490574,0.495614308725689
2.29589577689186,0.4964790203235645
2.348031056724905,0.5420591551387824
2.5179225448492377,0.37185738479057373
2.4834496934543684,0.34823320070900826
2.672036865931852,0.32231060845101267
2.427521619461489,0.4039948914473568
2.420605322922446,0.39168032694097227
2.606555978389135,0.29754956722022385
2.5159822896071176,0.33408497593089737
2.532936336891226,0.30490552918462394
2.589530457366408,0.30058218830553324
2.3821386126757327,0.43723520404977867
2.4444403777530486,0.458411345680669
2.5209932165296203,0.4779260227094824
2.5518783184866844,0.30399432960395606
2.5732990483434794,0.3502148046434031
2.5868618236751044,0.32532920478525285
