z_20230701,z_20230702,z_20230703,z_20230704,z_20230705,z_20230706,z_20230707,z_20230708,z_20230709,z_20230710,z_20230711,z_20230712,z_20230713,z_20230714,z_20230715,z_20230716,z_20230717,z_20230718,z_20230719,z_20230720,z_20230721,z_20230722,z_20230723,z_20230724,z_20230725,z_20230726,z_20230727,z_20230728,z_20230729,z_20230730,z_20230731,z_20250701,z_20250702,z_20250703,z_20250704,z_20250705,z_20250706,z_20250707,z_20250708,z_20250709,z_20250710,z_20250711,z_20250712,z_20250713,z_20250714,z_20250715,z_20250716,z_20250717,z_20250718,z_20250719,z_20250720,z_20250721,z_20250722,z_20250723,z_20250724,z_20250725,z_20250726,z_20250727,z_20250728,z_20250729,z_20250730,z_20250731
-30.161064767724216,-25.217623278818515,-19.917649016506,-67.14275183435991,-56.09288949010451,-16.458141618324817,-17.225773494507145,-24.802927254491003,-37.529713634884565,-26.5172644744124,-20.23057632994012,-16.385693191534056,-22.838238419283094,-40.79986072228101,-228.70494811309098,-163.68409373843758,-29.04022024999261,-17.784201023504327,-19.54670583328884,-16.442367237258342,-16.345942086830227,-16.3395923460473,-16.481523609943984,-28.83101186365374,-42.82053150225144,-17.950808375591652,-16.720929528238155,-17.276709598410513,-18.190448439388994,-50.58479467607165,-16.358384239173482,-17.99288386211621,-17.824517882199157,-18.601764495202595,-31.22761748364956,-20.366936116925306,-22.332003857593552,-22.55458414157328,-26.0832700684725,-18.750600710358977,-28.480697923670384,-56.991419673273235,-50.20299068012859,-19.26024995143349,-21.138845079717314,-19.912448118938094,-21.402516002135552,-19.399735270631297,-17.810315028110423,-19.147618833688927,-19.365305783649237,-20.521021109674265,-29.756340871764863,-19.68424786826184,-21.932071179256006,-21.638200275319377,-30.407927983151318,-22.97809011086406,-19.643030973653854,-21.336553829856232,-20.394747521816132,-20.604874617621796
-30.545431395949883,-25.101644984763908,-19.958353512891698,-65.54545637334995,-55.814728160653225,-16.56390961768108,-17.31752483602241,-24.602654461928324,-37.07770055374435,-26.262816201733408,-20.176701745780473,-16.473882979868456,-22.812802485675082,-40.57002213719531,-228.08942105618024,-163.66034100379653,-28.759314901536207,-17.88866308795141,-19.612046277730116,-16.53159032988748,-16.43163446872996,-16.42557521644802,-16.564245745006005,-28.440094207871564,-42.41897196119463,-18.01190031405079,-16.818068688304436,-17.39778269715882,-18.345006513624178,-50.16066068293981,-16.445690055767308,-18.07829999663186,-17.908147057169636,-18.67319731442775,-31.882283222398172,-20.463417523766708,-22.404157228178164,-22.589896927236133,-26.09086392667947,-18.792600606130033,-28.35909850085401,-56.6507401763365,-50.227670549602465,-19.334354084758097,-21.341745366558644,-19.985382288396508,-21.547672647480812,-19.501324231160066,-17.90078026149001,-19.26632941262211,-19.444041465128986,-20.612286801766,-29.875305831025223,-19.805996268327753,-21.989317195856405,-21.69866819652242,-30.599508227531096,-22.9050448285427,-19.77470444408363,-21.33380166444764,-20.47182756518275,-20.652214596187576
-30.46079239470076,-25.38267952838268,-20.021191528646373,-65.50819583300387,-55.57757404693612,-16.62621651593401,-17.373262687970172,-24.361433239902972,-37.126692314317026,-26.323964625804518,-20.192580464508424,-16.548631563867655,-22.845667928051864,-40.99358312687473,-230.3618467382901,-160.94119213946993,-28.930941953291935,-17.920149917526526,-19.66773022459867,-16.60879442834894,-16.512713147370103,-16.505979221179437,-16.624319157515803,-28.04009277460294,-42.414573379422905,-18.053391147360355,-16.891175114473924,-17.444363932922947,-18.343022986395724,-50.17858296030943,-16.52570790814824,-18.179031338031955,-18.013219826327585,-18.752215182898258,-31.831962207284732,-20.521142277271238,-22.413453995034583,-22.587007246689506,-26.18689344664547,-18.86535346490953,-28.198140361721983,-56.4608776160555,-49.865741277567025,-19.39710590217649,-21.388350721493595,-20.05736987217242,-21.586033072926483,-19.56314200467475,-17.996395310724566,-19.33250840114788,-19.539613266384755,-20.665709509883254,-29.865719793560174,-19.8524144198026,-21.943033363239554,-21.751641983519693,-30.584580523626418,-22.828058208435625,-19.825846128934856,-21.525812960162703,-20.558741002310924,-20.71913235454488
-30.790344568271657,-24.90297014183682,-20.021543257795674,-64.77704492044181,-55.61379702807953,-16.687724682696278,-17.42942119425369,-24.811573107949858,-36.88993164580266,-26.158122322857714,-20.248356197285936,-16.586301445574595,-22.859527584611094,-40.15269069733711,-224.81741104667464,-164.1444538676131,-28.515877046374236,-18.014000171572444,-19.682924583987507,-16.642615775813734,-16.54194033253235,-16.536528031166135,-16.68507363314948,-28.659847594892014,-42.24257768317119,-18.118626437824933,-16.92811508157103,-17.5239191355277,-18.511462511643195,-50.01385625535265,-16.55636771014136,-18.177852271588865,-18.009296132437605,-18.774733014166436,-32.13564212144029,-20.56638838169891,-22.506634158244616,-22.69602054941544,-26.080556097979088,-18.891361014672484,-28.497402288711715,-56.614879072246616,-50.23892723988705,-19.433238930701595,-21.470433955944944,-20.068196210732363,-21.671380293511426,-19.61123729370881,-18.00844178661968,-19.380541978820975,-19.524362346313396,-20.708194084299947,-29.967492249921168,-19.92879078226742,-22.145023894899747,-21.772141153544258,-30.703986431310494,-23.04642362860755,-19.90021465318795,-21.303307339810324,-20.543238566607716,-20.726987654997423
-31.042511970419294,-24.861132914956933,-19.953528400084878,-64.2969006418854,-55.838543886255664,-16.607435096450377,-17.352426475963515,-24.578968331848138,-36.745248477053735,-26.010538746639842,-20.114130446867225,-16.491843506277952,-22.774446646893402,-40.230013050415955,-227.33454831137038,-165.83050202332745,-28.425011420330804,-17.95143941858268,-19.626824445400704,-16.5499075938723,-16.44432020936978,-16.438904405555416,-16.585226975118854,-28.32157046134071,-42.1951841418783,-18.028926749626653,-16.84636769631957,-17.468770273710263,-18.478805041850464,-49.9805444998843,-16.46015677072616,-18.079440663440494,-17.90448496335947,-18.671744597065498,-32.601736928368055,-20.501007591229843,-22.456994654809808,-22.61801153273995,-26.061230520684994,-18.77053324954433,-28.332703375261723,-56.63566638400222,-50.48082095437862,-19.34557499826658,-21.502119602072447,-19.990850545780475,-21.659284390681897,-19.54562832620814,-17.90794722781262,-19.32131185583829,-19.445616270403587,-20.64901119936531,-30.033628314534127,-19.878303112039738,-22.054012258626486,-21.714846722069524,-30.839755271915585,-22.885261757538203,-19.851048782376125,-21.21845094593821,-20.47969403806307,-20.648923243984243
-30.908489658182773,-24.863068884504045,-19.903612979990786,-64.82013431226133,-56.03811218148638,-16.523515697768005,-17.277631258704545,-24.63090808610196,-36.87705150123382,-26.069147220988953,-20.091352733361692,-16.411464889991034,-22.754734815762752,-40.266418715931714,-227.68870599631805,-166.45323981544536,-28.492635062002563,-17.876757435736458,-19.57097752701757,-16.468772406818957,-16.363094761825234,-16.357599483967643,-16.508634593914515,-28.457168074818643,-42.33235276610631,-17.96653870172369,-16.76595625280856,-17.385310710418658,-18.392980161851753,-50.1270878084366,-16.378813344890734,-17.994717396819944,-17.818374382514698,-18.59672729117795,-32.393300073888526,-20.430475969378325,-22.40094159195326,-22.571709630496255,-26.027744251101183,-18.703036931140005,-28.368648412765694,-56.77656062337958,-50.594338208287404,-19.27416825020954,-21.398945473732972,-19.92305591277459,-21.573442549427174,-19.465246200209975,-17.821126420692607,-19.23517940647999,-19.37010820709297,-20.578945983643035,-29.988553770124128,-19.794189867060688,-22.00813063520037,-21.65567947119881,-30.76887872131112,-22.873669817950216,-19.76471900630179,-21.168141934065503,-20.41026369965865,-20.587115996836403
-30.888655366080194,-24.924237496082092,-19.938570614873765,-64.69537838491414,-55.88433976672021,-16.57165494635965,-17.32143280405587,-24.571721131140702,-36.84357840018224,-26.079400334200784,-20.113781631593124,-16.462907151052587,-22.77287055474754,-40.33178794935316,-227.78133274807743,-165.44349657512112,-28.523516397499947,-17.913523038746813,-19.607085071072174,-16.520847496152125,-16.4163501905777,-16.410734847392952,-16.555672844084388,-28.347983172776352,-42.26913315055762,-18.0038656314352,-16.815658029320623,-17.427273568886623,-18.420708070435644,-50.03907148055266,-16.43182804145582,-18.05387291736232,-17.879432704182104,-18.648637012781666,-32.393273453562855,-20.47134245323471,-22.427003585521987,-22.593038021915476,-26.05984836038119,-18.75280262108988,-28.330832045866504,-56.652546959321214,-50.45671406022528,-19.321077340735062,-21.438511012990507,-19.969774845581565,-21.609347695159492,-19.511283826872795,-17.880170232653366,-19.283702977567852,-19.423541627772636,-20.620037648195574,-29.982149469350848,-19.836774456350803,-22.018485457984063,-21.693362420883496,-30.766346223428364,-22.87260566386008,-19.808315962263244,-21.233190964250785,-20.458371973741325,-20.630063625846027
-30.743788325324232,-25.00202213435893,-19.65390895215374,-66.04701706382215,-57.012204430146596,-16.127653637364453,-16.91867569016355,-24.268854491136512,-37.17791013588997,-26.11687332594778,-19.800126364828685,-16.01423444213248,-22.565466918447807,-40.82893511850975,-234.87126721099864,-169.7751050824741,-28.752588417333506,-17.524509458698862,-19.318830520110172,-16.073655680782775,-15.961573585125794,-15.955344628217674,-16.105518790441202,-28.118385100099914,-42.76016464648654,-17.620955974923383,-16.388385090752543,-17.022486962143585,-18.01930692930524,-50.59115121866216,-15.978618717134133,-17.5931159675559,-17.403308372829386,-18.209378503707462,-32.352652597237785,-20.105464347616795,-22.13477551313436,-22.27794077988715,-25.952770638502898,-18.310720002658147,-28.10521867641291,-57.16201903359397,-51.21486769809978,-18.91796407240661,-21.108853918772652,-19.603823704376037,-21.271551733543244,-19.10958952170092,-17.4046436462131,-18.87137197832559,-19.03427047800493,-20.268952739470027,-29.9147084824713,-19.438933538657544,-21.658421477849988,-21.392098310414646,-30.72596461111592,-22.521871573741734,-19.404513034155052,-20.97900661653129,-20.117561852157607,-20.285360049529256
-30.52819769700055,-25.193058624386836,-20.158182805567748,-65.01403138196585,-55.06937828904505,-16.853083483071664,-17.580677141716592,-24.722410070253552,-36.98309915383916,-26.321276009001835,-20.39322713816982,-16.775518102731425,-22.962031796763128,-40.49947054681202,-224.87309131560147,-159.79336354849664,-28.75310515736017,-18.130089616234155,-19.80874201333243,-16.83327150103683,-16.740582214011145,-16.73457293829282,-16.861242166244626,-28.483002214340978,-42.18683486405252,-18.261650128563648,-17.10323064988862,-17.65208053638599,-18.56836344537612,-49.885598864555206,-16.75284939400156,-18.399388708276916,-18.241592957323085,-18.974753085209294,-31.761418252437515,-20.703428108073055,-22.5847848280724,-22.784928588966295,-26.202030877355007,-19.0987384965845,-28.454318564574397,-56.32028788998041,-49.61210340193223,-19.606090405984354,-21.53372575720714,-20.23817635599013,-21.75249763776061,-19.76499386850767,-18.228489346079556,-19.535887976039863,-19.71937046994453,-20.84413625348949,-29.890462005895586,-20.0571000714202,-22.187920346258203,-21.905025298294618,-30.58876846405399,-23.1085949389564,-20.02994079318034,-21.57814505507075,-20.7134244432256,-20.893689673705428
-30.434696010273854,-24.979683036663047,-19.695950880446926,-66.92717065966993,-56.90553526448956,-16.1665623504448,-16.958556401193018,-24.642371442866065,-37.40766570016525,-26.300647302553802,-19.950730534876012,-16.067335376754766,-22.653296082328488,-40.661527631998666,-231.69256472883134,-168.9662658537303,-28.846667903322736,-17.555310420379747,-19.342437067876425,-16.12383435259121,-16.016432830648906,-16.010360504554665,-16.17020303237845,-28.704799991381112,-42.90550754738042,-17.68723742866723,-16.426814897716458,-17.037134891819154,-18.0206482392896,-50.73513283541473,-16.032003994665423,-17.642854062701357,-17.458764081781858,-18.273449391419067,-31.745972530208704,-20.131526531007935,-22.163576603574256,-22.353840358452196,-25.93866333690407,-18.402528441095413,-28.37063938809881,-57.310241785273746,-51.05783402906148,-18.97059299597694,-21.015427669599553,-19.642156476057682,-21.237793060057818,-19.134350920518415,-17.45706516937647,-18.883957360372253,-19.065757195747253,-20.290097625150686,-29.82601479104279,-19.4487245843583,-21.754819644401096,-21.41977309001711,-30.543072873819355,-22.732587346284753,-19.408370884761435,-21.00507141890568,-20.136033074242135,-20.33376673089063
