LE,gammaE,LElev
7.786136873904096,0.5798335989293523,1834.6669811553752
7.709003257735294,0.5626730898349422,1817.9934170052861
8.512148735169726,0.5618172143816679,1397.7058644629697
10.786148380167251,0.539590198957082,983.7396544559048
10.046121922365801,0.5189326779303388,1079.5777989465896
7.454925418216912,0.6598593419583324,913.0518447813685
7.078990379581437,0.61609464374327,824.1881951077398
7.3964837708816935,0.6400347454908466,884.7400659837267
8.638730473917391,0.6151919801504144,780.2615888408233
9.793941045613897,0.6231007316248983,653.5101940287547
7.9577236127496,0.636571946281404,1025.8354186364306
9.087809120481593,0.5744265061082717,876.9742014936819
8.643069469841752,0.6260920123515641,703.68380201911
9.528492683405043,0.5213439769643623,999.2194001031949
11.028707796619841,0.4893327325266851,864.2413296563544
10.656720233538207,0.5033587249445343,927.30162727163
10.460637222153952,0.5131200194839522,867.8085342777051
11.381658296473045,0.5369951755519815,810.3693511666714
8.176960070282348,0.594702845177765,854.4697643248101
9.758343293992294,0.5667555737050141,1038.8728863740425
11.697405487569801,0.5153476171404819,1024.8893540069562
11.45276099672347,0.5099314783069454,1003.9893595289311
10.460092963234013,0.46967128962099763,1141.7634669053477
7.498583675908673,0.7595936396014602,507.74552232365863
11.33568741432589,0.4842840973848541,1360.8523764890456
10.169175596052197,0.5113217395654951,943.0310351859441
10.395230248935734,0.5246304266203662,969.7550154675321
7.920718960585153,0.6075222415159359,997.0583376466619
10.968562052618385,0.5500730038171078,780.1872001539032
12.858115194815452,0.4503170212006606,1144.2640415028868
12.389218054891455,0.45526806373928497,1187.3283526979772
11.479310852659623,0.5017445154757455,1325.4559141216907
10.040904327249175,0.48443011414787557,1151.6380429273909
9.081937099535931,0.5696058699912588,1147.8930446778757
10.238069498121314,0.4851622567127801,1181.4045724572666
10.928104032173488,0.5423127850644133,678.5811425218127
10.73239511355523,0.5347702517979814,870.1733549084275
7.8166495973872605,0.6087303928379547,998.5061553577351
7.333437703046669,0.6117247374804641,940.3343655427764
9.854185746252837,0.6068846066308441,693.2723629617144
9.47296128797174,0.617794975521673,661.3534651994358
9.800455804999043,0.5030229685960955,1248.3131043962348
8.842394850275104,0.6525864213850804,688.2968948382832
10.846427789402199,0.515991069024865,1107.942845179539
9.759932068199044,0.6024697992173231,828.0802387644892
8.594505742073252,0.5806734319780832,776.7887695495032
7.8597593519041595,0.6400604219161832,936.5042803615564
9.614274260727672,0.4931204172302874,1222.31237109899
10.299874733011624,0.5047865039377132,1399.7669367101714
