z_20230901,z_20230902,z_20230903,z_20230904,z_20230905,z_20230906,z_20230907,z_20230908,z_20230909,z_20230910,z_20230911,z_20230912,z_20230913,z_20230914,z_20230915,z_20230916,z_20230917,z_20230918,z_20230919,z_20230920,z_20230921,z_20230922,z_20230923,z_20230924,z_20230925,z_20230926,z_20230927,z_20230928,z_20230929,z_20230930,z_20250901,z_20250902,z_20250903,z_20250904,z_20250905,z_20250906,z_20250907,z_20250908,z_20250909,z_20250910,z_20250911,z_20250912,z_20250913,z_20250914,z_20250915,z_20250916,z_20250917,z_20250918,z_20250919,z_20250920,z_20250921,z_20250922,z_20250923,z_20250924,z_20250925,z_20250926,z_20250927,z_20250928,z_20250929,z_20250930
-17.157575399058288,-21.898189861773417,-9.91051995087249,-10.46606847531155,-10.412004051357641,-10.075661591598223,-8.671487227602833,-9.802720675791402,-8.71459613379769,-8.741545313793342,-9.247945556106359,-9.259678075696499,-8.7223839139768,-8.671412471669326,-9.448233060763906,-13.629568537533078,-8.67116609185886,-8.67116609185886,-8.67116609185886,-19.130851366200996,-53.41703438615012,-14.730691200852903,-23.6492134754212,-18.5181122168949,-21.51188393232878,-14.006224424077077,-8.859566302816306,-8.863144040994461,-11.288532451957673,-36.533802192664936,-17.098649010666342,-19.361135628194205,-30.509968409365275,-13.764403028573192,-14.369259209537026,-19.98909575682014,-27.365682926447658,-18.390173314245253,-12.26722069165744,-13.099262907026166,-10.803704012637741,-25.22998085048878,-49.509489442117854,-97.82303562214499,-10.976260808290775,-9.234251409096185,-9.213411848234799,-9.48084593524264,-13.481806547731233,-99.56973371331298,-202.90894378984476,-9.899313433494356,-12.639443109479963,-20.66425600838755,-9.115359905224762,-8.990837582873134,-9.01824626715665,-9.69191409110849,-14.431396645348368,-29.859234552659515
-17.419916405408102,-21.950778302706,-10.60092277182345,-11.122921231056218,-11.065349555896454,-10.762487452395906,-9.437395389172192,-10.501931073649084,-9.477808010356156,-9.503238475091472,-9.97920196506301,-9.990939530655602,-9.485435075735486,-9.437325374790811,-10.169405624358124,-14.103633482993128,-9.43710095519,-9.43710095519,-9.43710095519,-19.27316770371793,-51.67757585416143,-15.133960800082281,-23.506406207745155,-18.712748998581926,-21.404757232723114,-14.441087868822173,-9.613896827634836,-9.617190831526056,-11.879556875716496,-35.779031295690544,-17.414992997950325,-19.572720791712875,-30.165095035348514,-14.268331958054773,-14.836936829796773,-20.11545217825235,-27.08863542312734,-18.664902948086628,-12.871815670423631,-13.613275962035578,-11.480793451253634,-25.064821386699144,-47.814805134620094,-93.45931254398252,-11.660543537957965,-10.01717681722407,-9.99300530775212,-10.248582407086328,-14.009637670390841,-94.40909309156834,-191.55118652412256,-10.642549308543675,-13.222884991895583,-20.74449680806287,-9.906443430532077,-9.789424224393848,-9.814928241746035,-10.437331195811202,-14.843855380100063,-29.42179449736329
-17.332357842243482,-21.91929324556563,-10.497894614078994,-11.021375621640068,-10.960909929574397,-10.66934236779416,-9.324787463476108,-10.405125387382398,-9.365774870887979,-9.391580371341556,-9.87220350072628,-9.885389701719937,-9.373657647499746,-9.32471373086798,-10.066185072409162,-14.04576573686873,-9.324479281273861,-9.324479281273861,-9.324479281273861,-19.204564375262844,-51.99327275461827,-15.077861536723084,-23.514236941790088,-18.725711135371007,-21.30561634766616,-14.365340448963309,-9.503665216002446,-9.506913321078514,-11.784720451403345,-35.854221221889404,-17.37421310340983,-19.551114949947426,-30.264093556712556,-14.201858298203929,-14.785821774415133,-20.10281520004979,-27.147197019428912,-18.695119341131505,-12.795700159153103,-13.519186277124081,-11.375275525037502,-25.073172887230776,-48.148188868867486,-94.44906026730777,-11.567489090623921,-9.904466464184265,-9.878081223259443,-10.138738147898808,-13.937700244848529,-94.94285107964785,-193.48897594439768,-10.54030512043061,-13.14942059547334,-20.72812099828321,-9.792716604326374,-9.67360593504322,-9.69933630523104,-10.326118670641513,-14.749267615357741,-29.426176685248603
-17.049755363809986,-21.545320758697827,-10.146783001543941,-10.681331329832366,-10.635075095935672,-10.332256487218505,-8.961093729935229,-10.075618705521,-9.003262917309257,-9.029289865734247,-9.52090779898972,-9.535243527706555,-9.011434175716516,-8.961000333640657,-9.721490955220741,-13.813811900121724,-8.960771527870266,-8.960771527870266,-8.960771527870266,-18.984265694743364,-52.301856626519935,-14.84400643122795,-23.528261849899565,-18.62909320919058,-21.41005081442775,-14.136039432167133,-9.144075072271066,-9.148524118679644,-11.524952162444553,-35.60022301054626,-17.169780137977334,-19.307654367168485,-30.070120400020166,-13.950845565001224,-14.585839954376997,-20.050456679822858,-27.17467958512964,-18.54225180784286,-12.495646376918824,-13.318767586239833,-11.053509649938244,-25.043373496625563,-49.25091250910845,-96.61133035480258,-11.221647548920746,-9.530045574599004,-9.509601790917019,-9.767037498887472,-13.673350659203422,-98.47320449675142,-201.08021776932708,-10.184838340890666,-12.844412329843108,-20.656050032799154,-9.414564662136366,-9.291150928505665,-9.317320145133923,-9.978534633665117,-14.620212375541172,-29.38149997297613
-16.82994842411797,-21.45034164070904,-9.912633001782277,-10.447918171310517,-10.391913870016893,-10.129309732684705,-8.705764599532836,-9.863280433631038,-8.749437477613796,-8.776465557817929,-9.279364312108173,-9.298640335627166,-8.758427246699346,-8.705660719920337,-9.490687462903066,-13.697663203116488,-8.705403288586826,-8.705403288586826,-8.705403288586826,-18.784532583034252,-53.13303130585482,-14.723557416173138,-23.546046367309906,-18.710576708873585,-21.10587306781811,-13.963943958110587,-8.89491194666195,-8.899245495922951,-11.307029096397365,-35.737925970577486,-17.09307794892595,-19.270454411599026,-30.369656627434033,-13.812735843104896,-14.497845967715275,-20.047507031453986,-27.351319209892743,-18.688912291114484,-12.337880842584283,-13.095904597864294,-10.81014786673078,-25.071858841375843,-50.134416475978604,-99.29119904819551,-11.019709546920653,-9.276991529042018,-9.249202322596338,-9.52115075441917,-13.519777913821397,-99.60005597063326,-206.135390543985,-9.960899652572714,-12.691613932093949,-20.631273280223574,-9.159365254193515,-9.029994480738182,-9.056624460275993,-9.726258546462894,-14.386125017884348,-29.35879613079033
-16.847576179754537,-21.355244824667153,-10.058882623543685,-10.585282399435334,-10.532707912961143,-10.277458598037573,-8.875890396892878,-10.018539543765234,-8.918907394134793,-8.94542380662476,-9.440482306921401,-9.459954672347752,-8.927913532358566,-8.875782225780446,-9.649736331743503,-13.798342585187939,-8.875535230873322,-8.875535230873322,-8.875535230873322,-18.77008831541564,-52.580097618197385,-14.798031480527168,-23.495627244889477,-18.746735979165422,-21.10706467804998,-14.054856416702366,-9.061919862741139,-9.066518941686184,-11.445079198356854,-35.38095578561684,-17.145077198356475,-19.270399363721758,-30.17903786223294,-13.919307758744235,-14.606225704085947,-20.07618693740604,-27.25369841670062,-18.73428220244132,-12.466204232084232,-13.224652237502895,-10.960906488503191,-25.002134248545254,-49.830034448538456,-98.29726690871428,-11.164260057762867,-9.449906826496042,-9.422906939672718,-9.689132047104897,-13.631229225974701,-98.78451239803434,-204.2399689024355,-10.124369935204724,-12.810250878042897,-20.63625861516475,-9.33415562707678,-9.206318393565134,-9.232367273450619,-9.893763711010086,-14.500490633879735,-29.189171211977012
-17.260441274984014,-21.88505680218909,-10.592724505378929,-11.10170055324278,-11.033303887932668,-10.78977863951891,-9.432101214561678,-10.521490859550132,-9.47325182013361,-9.499279927510338,-9.977285013684567,-9.994371665534787,-9.48177486842612,-9.432016746938189,-10.175812975875427,-14.15046977746354,-9.43176810981637,-9.43176810981637,-9.43176810981637,-19.110904756690047,-52.01541688861896,-15.152386133649765,-23.476457770098833,-18.883159203566194,-21.011117002624854,-14.405397200248164,-9.611463272981473,-9.614422471660182,-11.846520243272103,-35.70076920477484,-17.444707260357205,-19.619967307355076,-30.411005005740197,-14.298792859522163,-14.907101751199594,-20.152732888870254,-27.184837831311235,-18.944762348886698,-12.91969062333399,-13.547032740453883,-11.456414193561805,-25.03713192201397,-48.21845200005161,-94.927225376328,-11.688331921782389,-10.02064983382845,-9.98608844370937,-10.254916572028579,-14.033537095934708,-93.67552002830243,-192.80737094342197,-10.665157872846518,-13.26979517676478,-20.74239012880455,-9.91048556067823,-9.789458188313956,-9.814817939930075,-10.426284961043576,-14.72052502239769,-29.221802053687203
-17.33437599021765,-22.289257777001048,-10.461699153626565,-10.973369379505868,-10.89126167596905,-10.666787948853571,-9.253974922288375,-10.372925308975248,-9.296330805894033,-9.323643729982704,-9.816345370350321,-9.833943477070926,-9.305129173984191,-9.25389435584201,-10.01848760835063,-14.086379619274998,-9.253612678103767,-9.253612678103767,-9.253612678103767,-19.176677285466617,-53.42162728214448,-15.135908537939416,-23.587415477913105,-18.96706666575829,-20.769220816308355,-14.331285554726971,-9.439583446314506,-9.441072919275653,-11.670509924352562,-36.65957482105957,-17.466312463696013,-19.787185996451115,-31.14378612247081,-14.22055231530128,-14.819030854760133,-20.144103661109014,-27.44306375981884,-19.090235239898075,-12.82933662762386,-13.348498672187855,-11.29484314642876,-25.213772657545306,-48.63058822808993,-96.90088458442983,-11.576581518205806,-9.84492603862423,-9.800292196259992,-10.089949128789957,-13.94970425603929,-93.32682914691205,-193.621271338576,-10.511307018201078,-13.20212394399528,-20.774981533566034,-9.7329026336411,-9.608492394992798,-9.634804772288335,-10.241079129034357,-14.478156544165458,-29.54060334658816
-16.78959030842441,-21.232729789542056,-9.751864741693717,-10.299560794119003,-10.266868158390434,-9.952278479167978,-8.542848575085795,-9.699500457283065,-8.586511710440256,-8.613010124589286,-9.119935013644914,-9.135088746046769,-8.595004562176292,-8.542736411687674,-9.327630790439201,-13.560938873605584,-8.54250696381345,-8.54250696381345,-8.54250696381345,-18.768471158625626,-52.93550512068412,-14.597361826506003,-23.58495699907301,-18.5483089270566,-21.50496510554959,-13.89045881396932,-8.731376332741043,-8.736919219369085,-11.2263869553245,-35.53378589027259,-16.96642156647292,-19.08747578879293,-30.008245615588844,-13.675047160429822,-14.362032369485574,-20.00540344189899,-27.266139688902086,-18.403176798249966,-12.162418465249107,-13.081771684163094,-10.688508579919924,-25.063479439701656,-50.550463706120894,-99.35147138907104,-10.83431482478407,-9.10078360259858,-9.085423456573748,-9.342442381726492,-13.380640995155122,-102.38086576718828,-209.5879437267858,-9.779227486469097,-12.50909720568094,-20.596587807322088,-8.980811352225972,-8.852235016567112,-8.87904509696259,-9.577416027237465,-14.452280165590171,-29.433290394039595
-17.097307908504376,-21.33189251408342,-10.382966747541307,-10.905098679230028,-10.874648707431739,-10.56473293753796,-9.240117754177504,-10.325208236291449,-9.281005861518146,-9.305873399967012,-9.784298777385034,-9.797129628947367,-9.288966617390264,-9.240012320162766,-9.97903658019486,-13.968786847671497,-9.239814932849098,-9.239814932849098,-9.239814932849098,-18.982955213667132,-51.231224814546664,-14.957457334559951,-23.46191683071207,-18.648359806652053,-21.57688650637924,-14.297524446075503,-9.416965579196317,-9.422241287352861,-11.76960887085843,-34.92127401891646,-17.237513506070247,-19.26535585621927,-29.618304869883456,-14.11637641270407,-14.75035593439381,-20.095109609007963,-26.970917343086665,-18.53534254075634,-12.690249814596436,-13.569254709789195,-11.311335285809587,-24.926989150745737,-48.809342933660325,-94.71432754942683,-11.445205230293345,-9.809408008827683,-9.79484780728864,-10.036524729791354,-13.848770461533949,-97.80149529455844,-198.34011021958315,-10.443902840215987,-13.020138427172466,-20.666158467174768,-9.696643260540565,-9.57662039895656,-9.601808099893969,-10.256932599362514,-14.868679520654016,-29.112209572878236
