,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
modelEElev,0,-2678.498793316815,25.779497714071567,0.0,0.8254445242137447,431.90620691196295,0.0,True,log
modelE,1,-2706.4795658854464,13.724279824914902,27.980772568631746,0.1745554757862553,431.2601490320319,29.312915369159125,True,log
