,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
modelEElev,0,-1444.199288670531,42.27561177321081,0.0,0.7778452374299785,168.05720164593077,0.0,True,log
modelE,1,-1461.5424789394606,39.24662296920769,17.34319026893008,0.22215476257002154,170.78231846973853,12.970461699549533,True,log
