,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
modelEElev,0,-1918.725725757784,46.7288805190276,0.0,0.9294522798097913,272.97207929310815,0.0,True,log
modelE,1,-1927.0884705056603,37.16081487267547,8.362744747876246,0.07054772019020872,259.21459427531164,20.175904545323,True,log
