z_20220803,z_20220804,z_20220805,z_20220806,z_20220807,z_20220808,z_20220809,z_20220810,z_20220811,z_20220812,z_20220813,z_20220814,z_20220815,z_20220816,z_20220817,z_20220818,z_20220819,z_20220820,z_20220821,z_20220822,z_20220823,z_20220824,z_20220825,z_20220826,z_20220827,z_20220828,z_20220829,z_20220830,z_20220831,z_20230801,z_20230802,z_20230803,z_20230804,z_20230805,z_20230806,z_20230807,z_20230808,z_20230809,z_20230810,z_20230811,z_20230813,z_20230814,z_20230815,z_20230816,z_20230817,z_20230818,z_20230819,z_20230820,z_20230821,z_20230822,z_20230823,z_20230824,z_20230825,z_20230826,z_20230827,z_20230828,z_20230829,z_20230830,z_20230831,z_20250801,z_20250802,z_20250803,z_20250804,z_20250805,z_20250806,z_20250807,z_20250808,z_20250809,z_20250810,z_20250811,z_20250812,z_20250813,z_20250814,z_20250815,z_20250816,z_20250817,z_20250818,z_20250819,z_20250820,z_20250821,z_20250822,z_20250823,z_20250824,z_20250825,z_20250826,z_20250827,z_20250828,z_20250829,z_20250830,z_20250831
-14.804533340002902,-16.482631266868328,-21.40260239984279,-27.800569129473192,-18.65250828529552,-19.08877783014021,-18.578998522861944,-13.162515753522692,-13.75028208755859,-18.21810487178039,-19.894876717164724,-17.146957898044853,-23.264449253952087,-13.182048346585306,-20.39448066486071,-21.21881077633504,-18.683961593375255,-92.51795690575806,-41.35400299330476,-47.86538901571468,-22.82782802290525,-27.38105934579596,-23.010791966377653,-23.708555687477304,-14.844235794310435,-14.140763570871128,-29.064553324732362,-30.273301465906787,-12.82947333608087,-12.780100124699,-13.290416795165246,-23.6805100266657,-15.060517393657165,-16.016689288079835,-13.674946836943667,-14.815802851799878,-12.897460985560567,-79.86275782453157,-56.767050220797614,-13.314373217738787,-30.11001424035408,-23.71203974697534,-14.548568990619255,-25.178706295685878,-30.526297794713713,-32.57628021309685,-34.763668867688864,-22.47128654346403,-21.127451752030456,-12.79693943947972,-12.783656312915154,-12.783656312915154,-12.809661787193642,-13.7382759496987,-13.836913459934822,-15.08782821324866,-32.86668427905192,-40.42756275274252,-15.12797724237502,-18.824494405480717,-15.483395339128618,-15.741771642846036,-18.87755503605491,-14.836596914645657,-13.9538349892066,-16.94110445786658,-20.150614404618864,-14.980647828152549,-16.075914647040257,-15.704525203550087,-15.369933452265261,-15.445981658398482,-14.003579419337626,-83.25485563067396,-224.00101490721246,-21.877571039832596,-14.046709425582844,-13.93098263305541,-15.687891250625121,-14.204184157879519,-49.822735775350665,-14.75856628013367,-16.68613496963534,-21.654936112556925,-14.217668769570276,-15.226045978646656,-28.925371892245167,-29.32393972068384,-55.97103820346696,-21.49796535924576
-14.541174412715998,-16.228734711242588,-21.25798630728675,-27.920305775598848,-18.517577653151978,-18.95231681570893,-18.439339423454978,-12.871193326823889,-13.474899453969599,-18.07722357519011,-19.809137208789014,-17.010225864672442,-23.224738256394154,-12.895790538548638,-20.25729926963243,-21.12876894348492,-18.534484227604494,-94.10308518915427,-42.07608033973796,-48.14000749073402,-22.771577097708636,-27.30208815602898,-22.938061346559213,-23.72980686115819,-14.597142940459552,-13.900678077758275,-29.049012873873792,-30.522033552323546,-12.532136227602905,-12.481493314911788,-13.007896016389342,-23.660580704000253,-14.81611998430452,-15.76631281631655,-13.403242844126929,-14.563631228284796,-12.607809383035482,-81.2070916752928,-57.72250539237636,-13.031455665570006,-30.099041259422524,-23.601284778068724,-14.314574892203986,-25.221718265776076,-30.522440396195776,-32.84449262494273,-35.324705133228896,-22.42485260551167,-20.998010917265425,-12.498199340275558,-12.484356939373496,-12.484356939373496,-12.51117686582485,-13.46377536418055,-13.56575627381673,-14.846332774349257,-33.21929597550283,-40.99985718181806,-14.861052990583548,-18.62686424561408,-15.210867850388603,-15.494704271063604,-18.709606202081183,-14.524622240836782,-13.635296760657054,-16.726135840064238,-19.958828000178045,-14.677276346732398,-15.7996707601427,-15.428413143430962,-15.118850123334267,-15.170585952860845,-13.68412386606307,-85.08748002997623,-229.040048622899,-21.834741038202957,-13.725383326174907,-13.607981048176272,-15.415280655124795,-13.892948838269017,-50.62078271357357,-14.463531592407948,-16.478366686910988,-21.52444552741127,-13.903444870581541,-14.929863720844555,-28.926980668522802,-29.69109874249343,-56.878081799502304,-21.379321812318032
-15.020413354128348,-16.667272685835965,-21.448592560049825,-27.73561540434268,-18.79564802035892,-19.17131762987398,-18.726178889840384,-13.429990123521272,-13.999187389590018,-18.38455255527076,-20.003319728564374,-17.353904381441236,-23.247308250379117,-13.451756245473941,-20.460088146969774,-21.23566635675016,-18.810525411725443,-91.86421665326644,-41.277993052723865,-46.89527185951598,-22.843593714468312,-27.26015930424976,-22.91855639320253,-23.79754566252806,-15.064570734844105,-14.409676242538692,-28.84125182715654,-29.937810114614763,-13.110226431755619,-13.063183776001596,-13.562639248381856,-23.623526313941184,-15.285915155008139,-16.213641268314444,-13.935148972009655,-15.028784985211889,-13.182644997657853,-78.51125685338806,-56.096281941293554,-13.583062357102262,-29.81669541744482,-23.75420953306309,-14.794075796192612,-25.115932677619696,-30.26739698860343,-32.37026354155608,-35.00960270338628,-22.594898078426155,-21.136217419138696,-13.079037353876071,-13.066234984830693,-13.066234984830693,-13.091245286261243,-13.99414667686127,-14.086489892130475,-15.297224533418365,-32.783714620936294,-40.26067254689893,-15.343554533398876,-18.964003157863928,-15.733302518935107,-16.03179557573235,-19.028494693480155,-15.107351544938922,-14.249841364680051,-17.197278472549655,-20.290587350521193,-15.249628969541295,-16.299274422397737,-15.949737962251069,-15.668731803755119,-15.698835782683599,-14.295132361769753,-81.91374156179526,-217.50585207744908,-22.04728689523374,-14.336559333868355,-14.22538365098353,-15.929036257802618,-14.494976032954247,-49.54939462279714,-15.028624140126166,-16.9517442545981,-21.71722162641029,-14.500165103350056,-15.477180098835179,-28.74177380573358,-29.63632275898454,-55.77767239370476,-21.48932956030923
-15.443194826599612,-16.987033217705733,-21.544883276604004,-27.60795538179573,-19.0776859255272,-19.439820332209102,-19.003733152943532,-13.955523957582981,-14.506000334264318,-18.679866869675514,-20.238359989874102,-17.719007565108214,-23.29670766851656,-13.983454510560984,-20.621103451628436,-21.40481838013393,-19.068611811649852,-88.60136631657664,-40.72616309681291,-45.89203070014512,-22.951726292192006,-27.034294403835894,-23.012807605513622,-23.855843834257303,-15.503405114573795,-14.899053793898975,-28.579056439791984,-29.879322740453404,-13.657172797133345,-13.612157514274207,-14.080414386137015,-23.70182565323386,-15.707355171616678,-16.564679781445328,-14.439816504933725,-15.48047319867905,-13.724662111737755,-76.18940981004693,-54.76151211734393,-14.097677110350403,-29.600299892793856,-23.696900924669848,-15.252737662608096,-25.1496981673672,-30.015686591811267,-32.0674185321994,-34.67674224271946,-22.687279285108428,-21.282242604424944,-13.628760058995702,-13.61684618714836,-13.61684618714836,-13.640367805871014,-14.497843866319513,-14.591354289582002,-15.743218768545944,-32.62768777367775,-39.62623932573028,-15.738282248858358,-19.324193863649917,-16.244347817101666,-16.53347015126265,-19.413885487451292,-15.632902705758049,-14.833777268728257,-17.640643907664895,-20.542126258822513,-15.762567901679146,-16.775051064617813,-16.44483739573439,-16.200106453428752,-16.216107922014082,-14.883658050790352,-79.70433551976622,-209.14962160938603,-22.3010401326389,-14.91844675160723,-14.813457445311725,-16.429378156750573,-15.068549818908666,-48.57258636176981,-15.575900199587013,-17.419495717577124,-21.94749441198187,-15.077528769042855,-15.992961128344252,-28.621868662252552,-29.65102182987829,-54.34764235137345,-21.776718309819334
-15.112403218978873,-16.78959434091095,-21.628842922784578,-27.67688456518585,-18.816199071959478,-19.283420541195365,-18.744033285683994,-13.487679076378438,-14.061745275644856,-18.366361124915887,-20.003714409138396,-17.270149978288316,-23.35533116817561,-13.499052692783005,-20.588790874325298,-21.395714747006874,-18.871905518777115,-90.27680250456513,-40.3557880731768,-48.05059425034216,-22.93386481519109,-27.589226161421827,-23.208252540870895,-23.66185672131921,-15.124715788447908,-14.386473276960674,-29.236333045310836,-30.165150963796236,-13.157244696552452,-13.108401149991238,-13.597176688624959,-23.790217423209956,-15.336911343450906,-16.312528998577385,-13.973037912661376,-15.111320371848086,-13.210779919914176,-78.49888091073537,-55.7027179574583,-13.624609700286635,-30.33274436440449,-23.885410987776105,-14.798111247355127,-25.189964470870564,-30.733487272124265,-32.28759818487922,-33.77794809392461,-22.481339071056723,-21.3498693470507,-13.126383624559816,-13.11365410205459,-13.11365410205459,-13.138934690339065,-14.04470411151492,-14.1423947230922,-15.369288480214212,-32.472208137716045,-39.633825127083206,-15.43836759971423,-19.07661820213464,-15.787328517166593,-15.9932301186103,-19.089204347183454,-15.19043009281625,-14.305033649114616,-17.154079204940608,-20.393342038333934,-15.321156758672673,-16.403342090551213,-16.020171525118187,-15.626674095971833,-15.755298552029986,-14.359610957494903,-81.3037420966148,-220.02460615285787,-21.877553459059783,-14.406004427239365,-14.290149773199909,-16.00037290082748,-14.549026338253691,-48.78631536989646,-15.088475823493244,-16.882083367332463,-21.854655845809372,-14.57036761896337,-15.565914498062233,-29.066335861677416,-28.641702357392745,-54.75094090166074,-21.72176586394691
-14.967479069596575,-16.544287175976848,-21.30435935520085,-27.795053972390072,-18.827449669352205,-19.17230152076213,-18.74610898897042,-13.420455903876249,-13.995910386939865,-18.409249697025576,-20.063281384848572,-17.449253979662927,-23.208724671906158,-13.455105198604889,-20.371343458662352,-21.233416159558967,-18.79274874923411,-91.60537400822653,-41.95213519604396,-46.390912127918746,-22.829049955620864,-26.94556482310941,-22.852569911893752,-23.888111529396497,-15.047270814612723,-14.450609949745408,-28.57070087315546,-30.231064520773792,-13.109992969278144,-13.062802809929893,-13.559277090446919,-23.645231060542546,-15.265241586667786,-16.123033026536625,-13.937385204824771,-15.013255351140753,-13.19140468415299,-78.47514083583025,-56.3974211594587,-13.577475345592049,-29.585367435366475,-23.552260728390205,-14.819330461868832,-25.189879419538272,-30.041355519988006,-32.479362835803194,-35.60474928608491,-22.59347197871012,-21.04384175198676,-13.079131449009012,-13.06614134706939,-13.06614134706939,-13.091126073613282,-13.992036989919868,-14.088892129661826,-15.292349930041048,-33.219561963717,-40.577057050834185,-15.262424125927826,-18.9465766805797,-15.733266669628197,-16.080464323764968,-19.08134415716068,-15.064859750481677,-14.244716537101688,-17.23597017632623,-20.20252619850598,-15.209880526190222,-16.26634304260562,-15.935054138123864,-15.738894539789193,-15.700668580152927,-14.29132774967283,-82.82411846991464,-217.74000868984282,-22.197792399595393,-14.324644914030356,-14.21603506758229,-15.922794279840208,-14.494354360947565,-50.004792806108284,-15.027554898243011,-17.01781437249729,-21.695733885085936,-14.494143316102807,-15.446390134703346,-28.62206754814153,-30.25126067821066,-56.04182499820395,-21.510830268650338
-15.16673988281409,-16.807395876995752,-21.49763424663549,-27.701749288972604,-18.90832966972598,-19.209679643628412,-18.839760649893748,-13.606103168435073,-14.159365624703463,-18.506166045525802,-20.084499710262385,-17.50305668681346,-23.22299076614125,-13.628818309174088,-20.507450769156673,-21.241397317523457,-18.90652542736819,-91.9672052365974,-41.37406706029354,-46.111634567832596,-22.843203941537595,-27.20886074206509,-22.80949512212348,-23.909176190017558,-15.209254497479327,-14.59787724744445,-28.684597673693357,-29.6012688312586,-13.295913523644174,-13.251055465279793,-13.746103804467552,-23.566101369105162,-15.444148544002049,-16.357155090471537,-14.108180116168008,-15.162486954404685,-13.375112660770117,-77.54886622882489,-55.709937020842915,-13.762809966449884,-29.569902757423645,-23.846789579553622,-14.963909180624427,-25.05894869256503,-30.071862197029404,-32.21671370753499,-35.41305515565419,-22.722833672259863,-21.12481559248228,-13.26560789765872,-13.253075377003926,-13.253075377003926,-13.277329946753785,-14.162631411198818,-14.248644062101688,-15.428105191993804,-32.791761925528135,-40.22049137136877,-15.4966442738043,-19.041181315560145,-15.891070043624687,-16.24792648633263,-19.116600139457905,-15.286558844852589,-14.441842250003585,-17.38059716261003,-20.402189642937028,-15.430883082165197,-16.439609891460236,-16.108482648188648,-15.886454178977916,-15.85917361439706,-14.480515409860702,-81.05040098193328,-212.3769772375404,-22.18323595805085,-14.52167143421676,-14.414001836210295,-16.082003605303132,-14.685071712153341,-49.520296177315984,-15.201442240849929,-17.14214810309063,-21.74631822275745,-14.678176077979927,-15.63595636519303,-28.580893842481625,-30.01164407280688,-56.06034312143251,-21.41741457343751
-14.425813552048,-16.152772496530307,-21.21829181050645,-27.991724437766187,-18.47294876353298,-18.830039687824325,-18.39771614712332,-12.736592547266113,-13.336549128397653,-18.03926231333888,-19.76783814213265,-16.975771371064088,-23.164564552957486,-12.761791311264314,-20.18778509235844,-21.02530702545512,-18.4739745388676,-96.23893456833409,-42.72070977275922,-47.77266192596548,-22.710089576488308,-27.30847065017517,-22.74216728649656,-23.842216608074544,-14.480555688345436,-13.814935721335857,-28.96642637121611,-30.26051213283491,-12.397161039194367,-12.347549935486246,-12.887749508366216,-23.55211984700808,-14.72363897262112,-15.684724208971115,-13.28159678929898,-14.427941555300546,-12.48519985859682,-81.67045402433813,-58.2340422828519,-12.908958192855318,-29.91193010290197,-23.687554649556603,-14.22359715139298,-25.16064030012336,-30.41242444867197,-32.91118097473928,-36.127327020140754,-22.51716918601073,-20.873797164610192,-12.362589595582522,-12.348487856802942,-12.348487856802942,-12.375409726373599,-13.337287895612398,-13.43209848566015,-14.714410767031264,-33.439896629647386,-41.47088384049663,-14.763773546267467,-18.485566170186736,-15.069283773760244,-15.432511892341772,-18.58094701939393,-14.386528334452557,-13.484342455064969,-16.666732687694218,-19.902359345173114,-14.549146813946486,-15.652216227255888,-15.294023109528219,-15.046058897227212,-15.028917514419176,-13.524001793840169,-85.76011971879556,-228.71562036192555,-21.87267318768977,-13.56703928767851,-13.450240976468098,-15.273456271869673,-13.747308386651198,-51.34205524058381,-14.315363740832083,-16.416344815792225,-21.406606038387842,-13.74146518708464,-14.77909692215736,-28.802455250371867,-30.270307887132354,-58.10931061712706,-21.128073035084206
-15.460160825529112,-17.13251296462013,-21.726921201749356,-27.597195915961997,-19.03038896244423,-19.35725996260413,-18.976398905276486,-13.901838250854423,-14.436601176718248,-18.64853524867207,-20.15540787235614,-17.605083129767127,-23.31568845992249,-13.913118166778188,-20.710789474389365,-21.338093715144915,-19.070257442114414,-90.85640134514796,-40.36770545919063,-46.215244171425674,-22.93841254247726,-27.47811277376765,-22.94188435507168,-23.864752455336454,-15.469714361029256,-14.817758829590485,-28.89077122039517,-29.288741178139947,-13.591398672596295,-13.547561327091874,-14.028357794584394,-23.604597191545146,-15.703477033267774,-16.659389134550324,-14.380075954940184,-15.426245659030151,-13.658128706532933,-76.44610875248486,-54.719833181662615,-14.048614735120182,-29.7290656643141,-24.078584168360273,-15.187066489611967,-25.00303329718298,-30.24537114018965,-31.953310612762454,-34.57999604193927,-22.785797430580836,-21.319017887740415,-13.562214866461137,-13.550288998141584,-13.550288998141584,-13.57385623140974,-14.439703406007895,-14.518380467213442,-15.676312216586346,-32.24686580178183,-39.58848344733857,-15.809677047310345,-19.257354074669728,-16.168904728509574,-16.467326046303363,-19.268872349863535,-15.624277665218576,-14.762278290149087,-17.584991263783227,-20.654489909301365,-15.75623970349944,-16.73535736232838,-16.39720198154179,-16.10100927554992,-16.138057350858563,-14.80214494889328,-78.93024826443258,-207.97137677155342,-22.180588060697602,-14.849445268101238,-14.741539590890548,-16.3605397444885,-14.996891558929107,-48.61531234765311,-15.498377942300973,-17.317812641049166,-21.917868305762653,-14.99637160480202,-15.949451148807825,-28.694856166909794,-29.35501235406805,-55.094277321489145,-21.5525549977849
-14.501155093742689,-16.261851117598784,-21.348001814825327,-27.935453373320534,-18.462316540878156,-18.897576551903683,-18.394127891120053,-12.781209654801561,-13.382129447431655,-18.01970052474099,-19.74068801894864,-16.90007047499049,-23.247618819483893,-12.796587871640162,-20.29065199520216,-21.100833302777897,-18.508570291522915,-95.35747062312568,-41.88230723876489,-48.57498646472105,-22.765353323696996,-27.577343041471686,-22.935036022051634,-23.708948560873345,-14.529542442933957,-13.793629018564094,-29.273787948033792,-30.308230512181368,-12.432449392301681,-12.381699599766515,-12.91642307908677,-23.630931940745075,-14.762271546239862,-15.771932477360956,-13.311078492598151,-14.488524917432194,-12.506001738763938,-81.67971854842403,-57.85900762657751,-12.94275530001361,-30.26780095383011,-23.79301354230531,-14.222881275281845,-25.16856707422682,-30.72981985537165,-32.83367693202729,-35.15880955064821,-22.443002515990838,-21.02635523777106,-12.397839930093443,-12.38386744397294,-12.38386744397294,-12.410979189403909,-13.37457070769741,-13.470923425659311,-14.765441823342078,-33.03362056036984,-41.002987848013795,-14.848282774651144,-18.564725697700126,-15.113629595452021,-15.390270814710785,-18.600921846214064,-14.457143066175842,-13.529164947729505,-16.633838351658138,-19.984856828203966,-14.611439441121082,-15.730624041576863,-15.347641484869989,-14.996214618808342,-15.071505103849686,-13.574350044880417,-85.01059368859397,-230.18294064075968,-21.72925414554636,-13.622477601529184,-13.502290273253502,-15.325825551589126,-13.787939014963703,-50.694091163089986,-14.360880620190985,-16.358995710784455,-21.49722747631906,-13.796248588680783,-14.851276744029771,-29.026512697717656,-29.425495262297925,-57.228369107381106,-21.27580290262738
-15.56783234344455,-17.22399960710866,-21.8613939227604,-27.54992118872704,-19.08144189460921,-19.512013791750665,-19.020836801129885,-14.003224769264435,-14.546828585351504,-18.658327316373555,-20.196045027786877,-17.579448666335978,-23.428698779300355,-14.009864187402503,-20.81647718160521,-21.53186085646154,-19.14367114748998,-88.37628244328515,-39.55248057997494,-47.22615038945697,-23.047903897004666,-27.663943781937242,-23.257593338714386,-23.729905603938654,-15.563162417673759,-14.843973888866104,-29.173131668241684,-29.714054934303107,-13.686867478924595,-13.640777939121634,-14.103865735412889,-23.810744555133088,-15.778232522898971,-16.748293367464207,-14.461918179516768,-15.55027500504819,-13.734133561639274,-76.28684392612239,-54.28934249550743,-14.131577918732699,-30.20944704219579,-24.09526462137965,-15.23547766854954,-25.130760002209456,-30.65301647241008,-31.897417752154297,-33.33430159813274,-22.64241142792981,-21.533361788702187,-13.658513592237046,-13.646695122068117,-13.646695122068117,-13.670454611856595,-14.535433591774744,-14.623152976201208,-15.793666512777069,-32.07271413417546,-38.96056825860687,-15.900716554230602,-19.408750846987452,-16.271758371584728,-16.474357915349678,-19.393762874524857,-15.736896825545626,-14.86891235509241,-17.58327803345817,-20.733572325878015,-15.854961123770291,-16.877140842020722,-16.509017402750697,-16.11953675836202,-16.245387120645503,-14.922179289325104,-78.50173798726509,-210.59303512083127,-22.071128449929418,-14.970375137750413,-14.858713474279329,-16.479618939363824,-15.10270572198684,-47.83209908079625,-15.609965523620037,-17.300062558172204,-22.076274968246445,-15.121333143785714,-16.078176122484134,-29.0090959126269,-28.467684557337474,-53.710720675135875,-21.86947887136501
-14.63023843184517,-16.317437495578638,-21.25628163266419,-27.926466823426775,-18.67136938347195,-18.901113838255895,-18.58402290172463,-12.999589658574486,-13.579174844806321,-18.219568180022797,-19.91052261114052,-17.220837412376994,-23.10635074270143,-13.030493354040537,-20.22593437369265,-21.07197769072589,-18.620544137156717,-95.81809125059297,-43.0379662304923,-46.54266505939467,-22.7007888981497,-27.13351645873693,-22.585217253347828,-24.032788917448663,-14.690208826576374,-14.105708321812871,-28.651226041762346,-29.916417496109677,-12.677555755388434,-12.63089826187641,-13.16022980873468,-23.50869302421726,-14.956425708582081,-15.867653438824949,-13.54103309769716,-14.627427071413841,-12.776873650984355,-80.0975463901053,-57.67851109020795,-13.175758887518047,-29.524363676731276,-23.764826845686663,-14.48586801318071,-25.118876555719556,-30.087373310335487,-32.68202716297732,-36.768674022497,-22.680971267886548,-20.843718479837566,-12.64470317277375,-12.630880829666491,-12.630880829666491,-12.656696504315814,-13.590985395547996,-13.680245849523123,-14.912132479796572,-33.67430937294819,-41.3805921917651,-14.96344771758433,-18.605586440271118,-15.302391289011863,-15.779052745238312,-18.742088060727895,-14.640007765933357,-13.770123724094347,-16.939826752129964,-20.035164167464927,-14.805648110989566,-15.858967788666625,-15.527245341106168,-15.4057204414701,-15.26823239510313,-13.801962551597802,-84.8313835146366,-221.27803806397085,-22.112282637928793,-13.841776163608959,-13.730498660862736,-15.5031251027156,-14.035011564575237,-51.41153299191305,-14.576337443614339,-16.711279437926972,-21.451043357938687,-14.007948022655468,-15.008145942748575,-28.538505323313544,-30.94785929472035,-58.49988430404279,-21.050752145862614
-14.517105808202498,-16.23232224345089,-21.23370436876864,-27.96929157039179,-18.601067127063622,-18.83197960516889,-18.513869898744133,-12.859352748949844,-13.444425983565313,-18.14589716729335,-19.85418979308693,-17.128111238612433,-23.09545429036172,-12.888891793772977,-20.185593313065528,-21.030602915816097,-18.555156698487167,-96.75165389369297,-43.229599002083,-46.81514922954002,-22.677675100729118,-27.193591488080052,-22.562407586007996,-24.029080733493117,-14.573397609898944,-13.977451277659014,-28.722259252743665,-29.940918510851397,-12.531811357039327,-12.484654718353093,-13.022848325547285,-23.49320598212969,-14.844614083624354,-15.773810139443912,-13.407168200949473,-14.507258741240053,-12.632716518185497,-80.76015506049669,-58.0741285216109,-13.03880246823318,-29.584024735141696,-23.78461824216176,-14.364708347838242,-25.118569108544268,-30.155294150373976,-32.7782841965387,-36.905848185295014,-22.666858812264344,-20.805899166415593,-12.49822992442496,-12.484186318096283,-12.484186318096283,-12.51039613072786,-13.457140784303428,-13.546279715551792,-14.794003485197202,-33.745994960494734,-41.57934763061881,-14.858020752095271,-18.511559182487762,-15.166930570661192,-15.648842680081152,-18.644114044312836,-14.499899695282577,-13.614708259798336,-16.825520384726854,-19.970925278175777,-14.669009116206283,-15.732313763381292,-15.395785929806127,-15.266936560278412,-15.13156578107878,-13.645386374132265,-85.4820908534781,-223.54581063525958,-22.051521973317243,-13.686785748547015,-13.573925350705005,-15.370306693979568,-13.882607961331773,-51.703355735863965,-14.431099337023898,-16.59211659294744,-21.39300851176391,-13.85426036262749,-14.870638219285642,-28.57144112812538,-30.981902237646473,-58.94797382824991,-20.975718353621225
-14.69114836480524,-16.481645382596103,-21.61470475112108,-27.866468178555152,-18.559908805673444,-19.08353603898953,-18.4868768830238,-12.941632613778019,-13.543248898836685,-18.05304653834057,-19.80639089143471,-16.86861390743682,-23.394289591204966,-12.945273557522954,-20.483972746117722,-21.35858759850138,-18.64615805954933,-93.05163986885121,-40.76338585351429,-49.80768356149649,-22.896153208175768,-27.98955688256597,-23.296609420946055,-23.600166259067702,-14.6788185051841,-13.854612675802633,-29.737932904953208,-30.57786360072554,-12.58344995191948,-12.530942778952127,-13.046706871637117,-23.867731273370126,-14.906905235498918,-15.96557867712534,-13.44368375693498,-14.665431490530686,-12.635502145910591,-81.14340556777904,-57.214830558343166,-13.082255112088163,-30.87104683329976,-24.006762296100497,-14.31303118868247,-25.280187100615613,-31.311175360272888,-32.65022731838908,-33.70971049377009,-22.328318625054273,-21.3192669045188,-12.549761071918146,-12.535883667718966,-12.535883667718966,-12.5630688809931,-13.52338190636561,-13.625216192870655,-14.92848467277869,-32.704664476686375,-40.138443239534325,-15.039813703356657,-18.756751301681398,-15.259239600259312,-15.44635679856371,-18.744747549452295,-14.647838057372056,-13.691184281231884,-16.66254223057916,-20.177770373945574,-14.787922927682438,-15.937459090657455,-15.519134959891709,-15.053451115269198,-15.224361794593847,-13.7464617212329,-84.01029626173967,-231.7816092870799,-21.57577119508872,-13.799965355817376,-13.674848526773998,-15.497122787736815,-13.949363833025245,-49.6824849474841,-14.521914387156249,-16.356571652814278,-21.714868342871135,-13.972821701828241,-15.042317953693932,-29.42656771566855,-28.31539126818044,-56.033136905092476,-21.58557273069303
-14.61581684763916,-16.279843864029157,-21.277760776934603,-27.880197884859562,-18.561188243022073,-19.015736478015,-18.479342998006246,-12.962712765922365,-13.566010332787002,-18.116527061862087,-19.846576317582706,-17.055820851438114,-23.2423103060591,-12.987954670796604,-20.291795837481196,-21.18076129377289,-18.578316384051764,-93.06743709083901,-41.83890891617625,-48.15821365870802,-22.798652720789853,-27.26993178660976,-23.008408535706273,-23.703581676810686,-14.673685132212741,-13.97442113397917,-29.043514538541274,-30.60771789659234,-12.626162725485667,-12.57542089162702,-13.094322821158105,-23.70531806028534,-14.884233685739718,-15.822015325175983,-13.488794959703416,-14.647995037131295,-12.697646647171984,-80.81177127324386,-57.43543764572797,-13.11800753334862,-30.133263046450764,-23.565415921239193,-14.386410563443484,-25.246670766433915,-30.527823347578313,-32.79087984664261,-35.05411186944064,-22.40255224951855,-21.048239006479932,-12.59273353067461,-12.579055785859415,-12.579055785859415,-12.605691234973857,-13.550668206899905,-13.655484687292201,-14.929117589667722,-33.15808780815464,-40.78254284214554,-14.926652276810895,-18.70438449636877,-15.302374930413988,-15.564140360673921,-18.789277586984113,-14.616174914750326,-13.737324571517123,-16.786007125466302,-19.998564642549596,-14.764479143718955,-15.889792382402419,-15.516325380423808,-15.194552304734069,-15.263306023670019,-13.789531071871775,-84.68728012518488,-228.29315024472717,-21.84570918009686,-13.829364288318567,-13.712430752955838,-15.506278216455344,-13.99279093266183,-50.30091535690965,-14.561381049787963,-16.543238038895602,-21.582970038568316,-14.008256340460436,-15.024344764210548,-28.94853061750857,-29.52552050891815,-56.387075306543686,-21.485588603801467
-14.868042176322165,-16.507081450127284,-21.382953662540285,-27.774592753377945,-18.70307072793076,-19.144144602430636,-18.62446738610534,-13.25533804256788,-13.842819050962065,-18.269271199735073,-19.945401071787195,-17.222662790013054,-23.264323352375595,-13.278699349336762,-20.403775340019997,-21.254576446022956,-18.722591947566144,-91.5635705682742,-41.316690354625614,-47.65670187951248,-22.84535993554127,-27.25984377684163,-23.039376148048227,-23.71238820365115,-14.91900670167374,-14.23197266945226,-28.967323400002936,-30.371312758504597,-12.927857663895571,-12.878627112114302,-13.381785084396043,-23.709518730105337,-15.12685175509504,-16.053817651645037,-13.76547644737765,-14.896470901865644,-12.994985884498808,-79.43087484743647,-56.54940171552464,-13.40454569969798,-30.047124658611498,-23.630122270567682,-14.63158049721642,-25.207033086548698,-30.43881468377626,-32.54518997456644,-34.721511557774065,-22.464850828812992,-21.14183755240016,-12.895897967774955,-12.882774262758243,-12.882774262758243,-12.908526182378921,-13.82806676263853,-13.929631420069247,-15.169704330887859,-32.9042552571435,-40.32205611054832,-15.17759859994535,-18.89277275764695,-15.577891844844498,-15.8315717448681,-18.964919398403893,-14.92175764169275,-14.059379431291037,-17.02008071043679,-20.169858206440413,-15.062953361483956,-16.157731186561005,-15.791077254887387,-15.469778625204377,-15.542023902608777,-14.111772373656782,-83.01878730016011,-222.8290309888307,-21.93379764822604,-14.151593867462784,-14.037395437621733,-15.778754130676095,-14.308030811165011,-49.637452312982255,-14.859266521541187,-16.777882276714056,-21.6973927100269,-14.324033363871003,-15.315182748766652,-28.88878033157402,-29.369245184865242,-55.61441946780721,-21.58502901464696
