z_20250401,z_20250402,z_20250403,z_20250404,z_20250405,z_20250406,z_20250407,z_20250408,z_20250409,z_20250410,z_20250411,z_20250412,z_20250413,z_20250414,z_20250415,z_20250416,z_20250417,z_20250418,z_20250419,z_20250420,z_20250421,z_20250422,z_20250423,z_20250424,z_20250425,z_20250426,z_20250427,z_20250428,z_20250429,z_20250430
-20.68133784877267,-20.861304600273744,-20.768566476590166,-22.22072971072536,-33.24652919208038,-20.71417795236404,-22.1011162929782,-48.91569913558677,-53.29512204820951,-21.337918690131087,-20.68254178341403,-20.9076102471369,-20.755955396403685,-21.105812837890756,-38.14388844888367,-20.730532799846944,-20.727041366069116,-20.678110355568148,-21.805492886781213,-23.09770555815078,-27.071318772265357,-47.63685353973813,-223.4288677369152,-101.99621018203901,-22.23127224055774,-27.496013658861273,-22.928100913197202,-21.994522302783654,-20.781197775539106,-20.752265095533517
-20.06007864968325,-20.243955735849372,-20.11040633981949,-21.93119342484473,-32.225439656672066,-20.077415157251238,-21.810180119021137,-47.38387134131408,-54.54769394461422,-20.659623593193523,-20.108337105002747,-20.303489672723487,-20.20026071196567,-20.547260022731464,-35.24483002906261,-20.26866171140617,-20.15805381532037,-20.069669820439646,-21.28964243483738,-23.053535679993722,-26.980947850230233,-52.120421181110814,-233.87317937504753,-101.55778140818401,-21.697883223770415,-27.678264823538235,-22.697050582035974,-21.227506752294783,-20.152681766259946,-20.099833659129335
-20.6902635484306,-20.85356356460462,-20.741052795074538,-22.52054754579615,-31.96086318984036,-20.709745004079593,-22.371537174356433,-47.017740200519846,-53.961167050411305,-21.230899050401348,-20.735643432680984,-20.911243752731597,-20.814941178574845,-21.112099227995053,-34.00119510847839,-20.865283459806506,-20.783824648961353,-20.699948525560547,-21.815617554317715,-23.56535915401777,-27.396601435227197,-52.64734306341389,-226.46386494032052,-97.87092282181537,-22.1572647610365,-27.970556914722565,-23.207116698710742,-21.7186319069727,-20.778040238596674,-20.73122917585548
-20.618488884746483,-20.783442497025,-20.667012654869982,-22.473015915787254,-31.932460900168987,-20.636940574471883,-22.324058480216035,-46.97048158875617,-54.0799540889997,-21.15893717369406,-20.666558465055882,-20.840813526926965,-20.74778288680948,-21.047447515799355,-33.9415934690848,-20.802849413373835,-20.715568717142144,-20.628637825212184,-21.753599353371456,-23.533019477204366,-27.382815272722905,-52.90160856070527,-227.65754922692446,-98.05745103616174,-22.09924975945021,-27.96665889053824,-23.163751040976752,-21.65046336149223,-20.70571722908595,-20.657442347854577
-20.482391364317998,-20.64523658890271,-20.530369995768528,-22.305079109230505,-31.769305693728295,-20.50351000829691,-22.16881486354965,-46.76750433453047,-55.21535933820505,-21.038637731945855,-20.52656705145827,-20.710267479460796,-20.613917548272802,-20.922417913796167,-34.12324322486712,-20.664101722656444,-20.574661588257474,-20.489714166741592,-21.62551820092675,-23.420049632405522,-27.31547058657519,-53.92255921950799,-227.1011161403951,-99.49164741101964,-21.996954212836314,-27.84504369860791,-23.03072148753041,-21.53819028238179,-20.57082640191428,-20.521525837110133
-20.911134816069683,-21.092692647853855,-20.995098949160422,-22.49897211569532,-33.09167519152311,-20.939849858342555,-22.37971595208885,-48.907646092974076,-51.79062266541677,-21.53129333100175,-20.919046649289715,-21.12756785008343,-20.984020091944664,-21.31288168456208,-36.820968710418235,-20.973076497343108,-20.965336681604974,-20.913241325758968,-22.021683692579586,-23.3461847453825,-27.222081426635405,-47.172592294745535,-223.7211269684839,-98.97493245787874,-22.383349735434507,-27.809702687172827,-23.1780184546154,-22.11589383332123,-21.006719688210154,-20.978490748998507
-21.386795998502205,-21.544952914490995,-21.47486109803412,-22.931630961017948,-32.88794300691546,-21.418774046927698,-22.785186506352378,-48.75912399691877,-51.468308299941384,-21.961522043712307,-21.391583378120814,-21.587360938668514,-21.441584505959554,-21.727217327580366,-35.80491330055386,-21.41726431167865,-21.434595951536526,-21.389287972508196,-22.41698621183437,-23.71580930553993,-27.4490005537856,-47.56245771334031,-217.90187745303732,-96.7260860508118,-22.71932311649196,-27.991986134226053,-23.552324830451067,-22.467347572744295,-21.48172206728479,-21.458640564976175
-20.424444575114187,-20.605466834335182,-20.4955739464708,-22.094263722012787,-32.7439709650931,-20.450620355926688,-21.97954421834976,-48.13564135193045,-53.785588536100164,-21.05676365171082,-20.44598961352538,-20.661448803215617,-20.528411910068147,-20.877202218778198,-36.778731347904426,-20.54814935220454,-20.491568737019286,-20.427200555228175,-21.600099055961525,-23.0868862704485,-26.98775060996121,-49.45415052539043,-226.84002641374937,-101.65588172538855,-22.01607382650067,-27.564899195730742,-22.839579828847736,-21.660488415930697,-20.522066174423138,-20.481950155190003
-21.239121177991116,-21.395628730422164,-21.31381674964888,-22.881175640637487,-32.52236583337357,-21.266435588158053,-22.730404172151324,-48.04703847883952,-52.1379241087657,-21.791850665071607,-21.260021529183778,-21.446353196915883,-21.318045706472915,-21.600546235835353,-34.91947982633821,-21.32452030913962,-21.30335771072583,-21.24532781062059,-22.295023307887078,-23.751552711738256,-27.457846244396876,-49.26955836864755,-219.53943276678754,-96.48146838951999,-22.59784237028449,-28.025786735006655,-23.517976168037773,-22.27113890997288,-21.33194672857893,-21.300142239372533
-19.95012867456135,-20.159217210515408,-20.01491665819785,-21.712244155670867,-33.0099198559159,-19.9705466908913,-21.627907507322778,-48.46982515785663,-53.64655907996243,-20.618986361069688,-19.981185022375257,-20.202087964412378,-20.075869894667633,-20.467101948719012,-37.46033455793849,-20.122454826224114,-20.03113294188434,-19.955649150060644,-21.222118462299267,-22.775526554351437,-26.81941662716567,-48.9102574227978,-235.66880003677122,-103.42105522156353,-21.68105954993661,-27.525145900436346,-22.515511181449224,-21.28805252638317,-20.04728829004871,-20.000809767572143
-21.621365358005843,-21.779754657913408,-21.70717793709552,-23.217935283562795,-32.99315827482574,-21.649457506051363,-23.066592468021604,-49.05400190186283,-50.31936866939061,-22.163610369370968,-21.63411311533219,-21.810297910652963,-21.672435815671363,-21.940456405784772,-34.89523859708484,-21.661327770326324,-21.67858647023487,-21.62856598225866,-22.634846060593663,-23.97706042120239,-27.64755188678329,-47.32531016655281,-219.66797310326672,-94.36104127371698,-22.883595768411826,-28.286177773769694,-23.795635055547102,-22.619877347348044,-21.71287230037281,-21.69062679330271
-20.216072636850512,-20.400452926309537,-20.275108399580404,-22.005348298733253,-32.46077696499027,-20.236549884483058,-21.88938900907092,-47.718543896291166,-54.00934611406535,-20.829188844022596,-20.253956405284928,-20.45739313674861,-20.341478013901053,-20.690323568249827,-35.86124074951494,-20.392959689711805,-20.301835214979302,-20.22355884124158,-21.427840900763226,-23.07177136158133,-26.973594040951077,-50.74897862133572,-231.07848262981003,-101.39597422070611,-21.836389562382585,-27.64796805697776,-22.765441384048106,-21.40970136509946,-20.310888122083778,-20.263136134450228
-20.23696846780244,-20.44269366877942,-20.311442623932006,-21.905140422468783,-33.209494436781526,-20.26151043720954,-21.81697536256504,-48.799329542893446,-53.07676664726823,-20.909735960115093,-20.25440897419246,-20.479250692197294,-20.342188768025938,-20.724698647933792,-37.93920090800481,-20.358619973295713,-20.303483835386178,-20.2391355455086,-21.460652080107252,-22.881826564015498,-26.92771896544435,-47.78251404156665,-231.52059145335423,-102.64279495298696,-21.90809403865405,-27.540285228304555,-22.672964334993694,-21.586542488722007,-20.33452072011438,-20.295777011060217
-21.005508471499837,-21.177910179636235,-21.079229195831545,-22.690414208682284,-32.77408012964568,-21.029492040421346,-22.554715865167253,-48.43883256245533,-51.597023510778,-21.57883411401507,-21.030084420664007,-21.21800029050771,-21.09076342971695,-21.395691809565122,-35.35023393704107,-21.109436217142157,-21.076045675807258,-21.01331439804423,-22.109140348245766,-23.57490931741974,-27.338284026060293,-48.40963955400462,-224.3685308383057,-97.08590877096691,-22.426971177369857,-28.01155859314565,-23.34726372386283,-22.093765480327036,-21.098133186287694,-21.064571441505503
-20.73972899823535,-20.921659009032528,-20.811436072499227,-22.44295672489917,-32.82110971534166,-20.762746657729984,-22.319993750563157,-48.44464602488374,-51.994964231502976,-21.336753732766812,-20.76562879081763,-20.96170462636788,-20.834518560100996,-21.16076724849192,-35.84881760554281,-20.85997871021792,-20.812624523614627,-20.746996413748505,-21.884699465505566,-23.368008653996956,-27.197056938087492,-48.41722923215095,-227.0373854923558,-98.53477773697924,-22.23586254828166,-27.889790577702076,-23.135989711824138,-21.888983290820136,-20.833327866689487,-20.796819146554423
-20.61182929247371,-20.798996367281873,-20.682240263308888,-22.329675039046172,-32.85738486174378,-20.634048866598782,-22.213109454969874,-48.47481749905944,-52.13913552290677,-21.219420116005917,-20.639127462993017,-20.838122081016987,-20.711664134375308,-21.04826356979765,-36.05653367992953,-20.741756368567223,-20.686782515575363,-20.61913679079461,-21.778177309903842,-23.275393235861753,-27.137722997739278,-48.41618231583122,-228.68841335583747,-99.17060096844652,-22.143754030755574,-27.846390037876443,-23.039123979212732,-21.788720958584765,-20.705692578437958,-20.667635502603293
-20.81198862584764,-20.98501492236729,-20.889477037593924,-22.43534457886583,-32.7928765900062,-20.840010693335326,-22.3080027714681,-48.35457247374332,-52.69323567501665,-21.420092095875432,-20.827379242731674,-21.034410688384497,-20.89715297066001,-21.22070496808573,-36.358149536889954,-20.90065246316679,-20.872053835815535,-20.81496556577815,-21.93042981146498,-23.340737839331148,-27.169912475883297,-48.54567798897639,-223.1384829419511,-99.45070098526116,-22.29912199782697,-27.74398001071953,-23.129852189283557,-21.984624174397936,-20.90820563602211,-20.874787058531464
-19.896375659884495,-20.086576938030618,-19.95592572121951,-21.66278153724253,-32.57611551817552,-19.918728849170634,-21.564005626241645,-47.77891467727086,-55.3456379596112,-20.550091517581794,-19.93067737140662,-20.15143196065521,-20.02882356937022,-20.406307005687406,-36.86613097896547,-20.078265118153954,-19.978274467154822,-19.900451231032875,-21.15108277694068,-22.793258689352577,-26.782021709097087,-51.27832275649643,-233.12223974946454,-104.35366222615829,-21.618301396985576,-27.39809738093358,-22.474983200080654,-21.1850916700087,-19.994800890065886,-19.944171467255284
-20.976298126565343,-21.145973079239607,-21.054244301135256,-22.602928947186467,-32.76918480783849,-21.00384585298463,-22.469558962328883,-48.389987183374444,-52.16474255377639,-21.566923153791095,-20.99258134764043,-21.19215733634019,-21.05658877626747,-21.36700772291224,-35.916604360481635,-21.060034981918783,-21.03722490683969,-20.980668613523108,-22.073795541129552,-23.48154243080149,-27.26830502202652,-48.37023853430302,-222.22235880383462,-98.19879698888036,-22.415160780513414,-27.86584325129082,-23.27428899316247,-22.10377111940854,-21.071207561124012,-21.039391539172822
-20.742737887123646,-20.915634740725658,-20.81085796337274,-22.453356258627007,-32.56183485958412,-20.766347230651352,-22.321351333090025,-47.98567910896749,-52.7191791351556,-21.32779007229723,-20.77120816991641,-20.966254417296607,-20.842911441843132,-21.16018107148313,-35.49029206981174,-20.871002227274502,-20.81702995341259,-20.749760791538893,-21.877228407619995,-23.40589234190537,-27.20607677691709,-49.5197655366248,-225.2906344788808,-98.68205543057853,-22.230410968598374,-27.846588312563263,-23.14839330743217,-21.862288512714656,-20.836491798204058,-20.797582089824786
-20.79284474467107,-20.95830632404691,-20.868846326026667,-22.40858322528567,-32.63585991289146,-20.822373909671235,-22.275877731972773,-48.098665674101596,-53.485500343140316,-21.39837776276607,-20.80850365242344,-21.017148761161057,-20.880180143980482,-21.19950632432926,-36.217471867587875,-20.882464480394212,-20.851585727301764,-20.794539972119754,-21.903246465271792,-23.342589600773444,-27.158541492918527,-49.492593669761575,-221.87304596587973,-100.01429149378191,-22.279004174799084,-27.676944105259338,-23.108644744891876,-21.952972834970677,-20.889831227372337,-20.855175134941774
-20.83878082367842,-20.9994956754654,-20.904193076232744,-22.53537289239769,-32.25921326718828,-20.8644290462308,-22.394304918334235,-47.530705656975414,-53.6144699937219,-21.40802767393496,-20.867097306940106,-21.06010937890329,-20.93991284602555,-21.24228707543291,-34.98127266281836,-20.963310857142016,-20.911205313557332,-20.844410615449434,-21.944153382297557,-23.513726217284866,-27.292797016395305,-50.94430838370643,-222.41213864417477,-98.5667565017987,-22.292310439805817,-27.839987163862226,-23.224996896002914,-21.91234399653416,-20.93192874596524,-20.892395434168602
-20.35790494102881,-20.5387087243255,-20.4275522562452,-22.03590359079761,-32.70271755600073,-20.383959353412905,-21.922260852893693,-48.0528886010521,-54.11533489723563,-20.992987385517864,-20.3807688008068,-20.59747510795938,-20.465439670009054,-20.81723161058474,-36.79005867140117,-20.488106695045953,-20.42627621616754,-20.360498519118476,-21.5414606395399,-23.04933822906149,-26.95840011880815,-49.81782650614936,-227.2992131668502,-102.09980643201915,-21.965549492268792,-27.528417077719194,-22.790281656866668,-21.59970578079453,-20.45583435002179,-20.41430724539969
-19.823863895614316,-20.010896644247644,-19.869318035962632,-21.73760312503888,-32.121970648514726,-19.839936566630573,-21.622325206404785,-47.234611543767386,-55.32885913632943,-20.4321780605342,-19.87677699213161,-20.07393807996699,-19.97548969334789,-20.333564140645933,-35.252006038030956,-20.053586718513777,-19.927845523396783,-19.833538838113096,-21.083926075338887,-22.91868206128047,-26.90236543852801,-53.08939546708696,-236.72627971747985,-102.82048844172836,-21.514043281048956,-27.607058026125213,-22.530231171163106,-21.013919417546756,-19.916441995203375,-19.859536544698013
-21.21495641478512,-21.368440871149705,-21.284027483591064,-22.889490280216442,-32.32129986135,-21.241143136034122,-22.734779995565475,-47.68927401257637,-52.61941744231652,-21.75575149031793,-21.24123816099399,-21.42309108201138,-21.302713999792907,-21.580380684348828,-34.492453501845276,-21.317280225981015,-21.284696513990006,-21.221921717845646,-22.270727301984394,-23.795618644840303,-27.504382739435975,-50.27897265057524,-219.5878039661044,-96.35107344184257,-22.573481448513803,-28.045709246044932,-23.52906405976619,-22.22107464155015,-21.306367366828585,-21.27159970756338
-20.928780173289198,-21.088783204012806,-20.996610418488782,-22.610741568482585,-32.32911309477616,-20.954866894499464,-22.467482956828672,-47.656222175457245,-53.247066789790644,-21.495253904197938,-20.955109817142883,-21.147154533223834,-21.02460787977969,-21.32298494562781,-35.007042861787355,-21.04381811149153,-20.998966962067687,-20.934486601984368,-22.0233915592247,-23.56206400998164,-27.323299613784403,-50.47968848353633,-221.67911153771655,-98.10943242409358,-22.362016453471394,-27.87610479183988,-23.288715482493647,-21.995554102784904,-21.022003578465057,-20.984327060569886
-21.230721795820866,-21.38333579174675,-21.30145249860871,-22.888706815126802,-32.33959500188743,-21.257851667237645,-22.734495264774193,-47.73406177100039,-52.6505893675204,-21.77468315757262,-21.254725218880633,-21.43872761685614,-21.315626182327037,-21.593384466395413,-34.59520028442777,-21.326095443300662,-21.297711157965853,-21.23698243398067,-22.282671176124243,-23.78849586472244,-27.495666998065403,-50.16985888066205,-219.04564539884328,-96.4833026375481,-22.586720856400195,-28.027299895465184,-23.528774864835796,-22.241554933721215,-21.322685413906328,-21.288853219885123
-20.83218220346449,-20.988918294771736,-20.896692691671536,-22.517780949599597,-32.15008771201397,-20.85915868756758,-22.376941420976976,-47.38571899534443,-54.18124480066771,-21.401369225016,-20.859544892807666,-21.05397261859545,-20.934008074210713,-21.234418386426167,-34.8861638814582,-20.954282563400394,-20.902851147273473,-20.836529382413033,-21.930724711657437,-23.518913970649212,-27.306796220974675,-51.645692696065296,-221.65306370205508,-98.93644790337623,-22.283745195594477,-27.80930177054789,-23.213034960882993,-21.899398034287426,-20.92534087086409,-20.885521742530166
-21.02661637204026,-21.179720471916927,-21.099013323296784,-22.652657415882747,-32.33160924446739,-21.056397174178603,-22.506875597605188,-47.71893440383408,-53.61945898860523,-21.59750200640723,-21.04585778833145,-21.242809656138117,-21.112973613519145,-21.406162719276203,-35.17663686378002,-21.116776766189993,-21.087605077666748,-21.029509320818242,-22.096992379157797,-23.59074756074,-27.342479184668175,-50.59633569350268,-219.24025148428473,-98.45579397007283,-22.436507155040832,-27.82767834435785,-23.32570581031158,-22.09315727936299,-21.121171846691503,-21.086644566487784
-20.808580782624833,-20.98828709635229,-20.88181458514579,-22.496095197745877,-32.82569272100084,-20.83238724384133,-22.37100443071918,-48.467068844229516,-51.912321333336976,-21.402930937950185,-20.832468198021022,-21.02836573864025,-20.899490725007105,-21.221562790880856,-35.83262148013614,-20.920317717752305,-20.87909483521074,-20.815454264160042,-21.941977849916363,-23.406532645793057,-27.223807162965123,-48.31220067189119,-226.0514043647175,-98.28976279079029,-22.28767463072469,-27.903180133685908,-23.181589591554772,-21.949901798570835,-20.902247279488634,-20.867037139673513
-20.07436016689932,-20.267244792812388,-20.134825353437936,-21.859940231527727,-32.63671882381234,-20.094663045372567,-21.755364728997026,-47.94566986555423,-54.015018838814605,-20.708887942580812,-20.11074683290908,-20.32126880462867,-20.201794647183696,-20.567503210125988,-36.444571417802784,-20.25413434771567,-20.159264233926812,-20.081252896260285,-21.313793798563623,-22.935523772536914,-26.884496733674013,-50.21576658902623,-233.04283395494147,-102.38702931451655,-21.74455261732748,-27.578254702103337,-22.64163102955659,-21.322518737066645,-20.170430831248403,-20.122247499157503
-21.278755309700077,-21.439072804001018,-21.35045304461732,-22.97521329237747,-32.627945061755085,-21.302496794559318,-22.821529848910924,-48.223003551223215,-51.44508604225388,-21.81703446986083,-21.307038456082534,-21.481906358591363,-21.36093416556834,-21.63947551709366,-34.53835876537335,-21.379880807076425,-21.3520416959526,-21.288174533163325,-22.340299917624804,-23.839288675141905,-27.528996343417585,-49.04798534178447,-221.9722104520228,-95.4282710152607,-22.62148224035987,-28.165536758860654,-23.59167726340798,-22.2838859053959,-21.369491915015598,-21.336615079603817
-20.0603152385505,-20.266569829577197,-20.11976584772018,-21.91001148205145,-32.910165066736106,-20.07643016851819,-21.810519784715396,-48.530724129630514,-52.74002241363836,-20.69146967270382,-20.10348181822207,-20.30272779125247,-20.188751034338942,-20.55943421898529,-36.212308619776614,-20.254588280517137,-20.15430879781785,-20.070770627660437,-21.32107598428519,-22.969859915861754,-26.94689106204022,-49.168952391260476,-237.9847383535268,-101.31102799920296,-21.72668385045654,-27.776488472812993,-22.676776647290527,-21.303526624074358,-20.153539363630447,-20.10612595208163
-20.497397020454724,-20.694346172922387,-20.56132326348839,-22.330176232974168,-33.036651230996696,-20.51372756182057,-22.21246182058755,-48.929226282833184,-51.48689499713521,-21.09264748601775,-20.539183956537755,-20.72078768540609,-20.606749822633738,-20.94604021192662,-35.40671848261734,-20.66273416890969,-20.589088772947722,-20.509215854173025,-21.694849210849256,-23.310476317634823,-27.19347940507307,-48.56916022906578,-235.70146839071484,-98.47605067452005,-22.034799249021123,-28.03931238561155,-23.023478002485408,-21.64626856390195,-20.58777977298905,-20.546846311833814
-20.697677040658338,-20.888426589456532,-20.765307725173994,-22.487160048267175,-33.0271082450901,-20.715878797116254,-22.364452902770175,-48.927433359274445,-51.215213593773186,-21.283708599241063,-20.73434527798263,-20.915050939956696,-20.79698662157549,-21.124273032260707,-35.32150274466029,-20.841580444915436,-20.78334674624509,-20.708734884886645,-21.862834843802514,-23.427239264606563,-27.269134600587755,-48.27818182586833,-232.64604032245092,-97.63501513114417,-22.186851457618026,-28.08056793667212,-23.160252757371513,-21.820714003391014,-20.788150804314004,-20.750445617065644
-20.062715436561383,-20.261336887218075,-20.118574049110308,-21.936493649108616,-32.70476940860929,-20.07836212399081,-21.826038866064156,-48.18060163585295,-53.123233647247005,-20.678656624382736,-20.109903243415374,-20.304911955275887,-20.196037694757273,-20.55672418910772,-35.79505071446805,-20.26667426871166,-20.16043177807823,-20.07387320802611,-21.31524804326879,-23.012133750918032,-26.954896021140286,-50.019114832954415,-237.17355203629603,-101.1686143396995,-21.715206474328866,-27.76717591768828,-22.69668499401849,-21.2724410345638,-20.15556687779258,-20.105931213197547
-20.698225951826867,-20.88476705672692,-20.761652716172527,-22.53461901983033,-32.95178041556728,-20.71462312608733,-22.401009411497153,-48.795850000768496,-51.30835037436506,-21.267892121107298,-20.74186975804567,-20.914358516445372,-20.803600624504217,-21.122283483870017,-34.87674329828673,-20.85754672626569,-20.790935068527215,-20.71095525783088,-21.86213783531197,-23.490259145981632,-27.303784039602206,-48.920870957522084,-233.63630195247512,-97.28944932996116,-22.174139701428974,-28.12435429305303,-23.19255210711554,-21.788251795727785,-20.787658970452377,-20.747608077195245
-20.826534920949282,-21.005680170729164,-20.897552116388642,-22.541747360444603,-32.800433380868824,-20.848907253338727,-22.41317577256215,-48.44774379732769,-51.75795818932665,-21.410894923719074,-20.854555841072976,-21.044635179424986,-20.919935759446172,-21.237562148768568,-35.519473279396664,-20.9476050228409,-20.901497303339355,-20.834868005031723,-21.959870164791333,-23.45751259979942,-27.25869329030595,-48.49085680492075,-226.81991868911015,-97.81267521376596,-22.294155859711164,-27.964155041690994,-23.218937137822227,-21.94477983346009,-20.919210011954178,-20.88304598775864
-20.18120845587715,-20.36468557774233,-20.23663466545548,-22.005256734296275,-32.35660619882928,-20.200261730287362,-21.885690853076728,-47.57355960642775,-54.13049801525008,-20.7853229062676,-20.223706712347294,-20.42232996294769,-20.31209053013567,-20.657729677235903,-35.5260082702781,-20.370856708688503,-20.272258417786713,-20.18985085262262,-21.396540555785695,-23.089866198581646,-26.992315207618898,-51.27521976748167,-231.99782345313983,-101.22181826151217,-21.800157037883153,-27.67980978163159,-22.76339042263264,-21.355728555874524,-20.274892889714593,-20.225240108165533
-21.06886015205252,-21.229475383038615,-21.135934949254686,-22.779546928707465,-32.403360769344,-21.092707616488855,-22.629639199074784,-47.7863832539669,-52.41881096917909,-21.61702083361014,-21.099184822894486,-21.280761421483863,-21.162924545993583,-21.451173494727858,-34.62698113644874,-21.187500199506886,-21.144073826994727,-21.077184130337812,-22.152314364250316,-23.699504766887376,-27.4277938484451,-50.020524810923824,-222.1972440131097,-96.68816317712472,-22.463431652720523,-28.027258424692825,-23.42957770635978,-22.098916210260896,-21.160205247356334,-21.123288673894187
-21.243982062801614,-21.400388978309316,-21.312074955629157,-22.948120593270293,-32.41904098332164,-21.26801705975133,-22.791257322384137,-47.83651946953934,-52.07553691747408,-21.777422345357234,-21.274064041063504,-21.44962830111173,-21.332697269164303,-21.608616484445136,-34.347329320757815,-21.35376346531028,-21.318639884894125,-21.252912977414315,-22.30343697701865,-23.84110863897127,-27.53762661818525,-49.91668078316328,-220.9820931509231,-95.69513162213119,-22.59350675419475,-28.12531904562284,-23.574075436821982,-22.239021679069072,-21.33437641700947,-21.29932053303831
-20.752728658870627,-20.919566163462576,-20.82012767456504,-22.447341525838063,-32.41580037961505,-20.777934436010383,-22.312193577011005,-47.750161945899215,-53.34245466018521,-21.33575604518727,-20.7798580253733,-20.977086703177243,-20.853438734956487,-21.166530796326033,-35.39412902944222,-20.877527456169368,-20.824546021968892,-20.75837932816319,-21.87643799553022,-23.41723111404282,-27.2127613835352,-50.24702273747721,-223.7240799010219,-99.03604125471117,-22.23521054771715,-27.796200957112593,-23.146453968030613,-21.862454700250403,-20.846931689429805,-20.80758269220848
-21.063714711373628,-21.21468825287492,-21.139152160121938,-22.662480266483264,-32.388675184416385,-21.095194900751896,-22.515575801653885,-47.835006200194925,-53.68093046874078,-21.639378330656772,-21.079177140154936,-21.278904258253128,-21.144558666653165,-21.43706420151255,-35.36264276269223,-21.14046286145035,-21.120065460847915,-21.065275322920474,-22.12489007630553,-23.58741221517366,-27.336910804221144,-50.42580009473146,-218.3959476470036,-98.68504868333535,-22.465844032389313,-27.798753017491443,-23.332262040126082,-22.138136309963272,-21.159146754535428,-21.126484639014933
-20.322960461040005,-20.498932207348922,-20.391798952458803,-21.993192963247903,-32.618817975002,-20.350238089593024,-21.877603339773145,-47.92384634446505,-54.781207864508076,-20.959800776651637,-20.34552486748216,-20.564221907270873,-20.431732455392474,-20.782856500876633,-36.7612300787425,-20.45275911935442,-20.39003722757339,-20.324306758991117,-21.503085812010276,-23.032199262725744,-26.941083103917254,-50.557352476640844,-226.72440804004023,-102.72450088935304,-21.93566544109726,-27.467937856563942,-22.753951077958988,-21.56292436809524,-20.421601761836833,-20.37921770745521
-20.85104337208405,-21.005905753474106,-20.92423789861109,-22.463646860086563,-32.38654234575102,-20.882162971898495,-22.32418983263437,-47.778885242920076,-54.3189249518329,-21.443444465350023,-20.86809848357542,-21.07366207769514,-20.939721251893754,-21.246822586721052,-35.671161921991896,-20.9409370809035,-20.90931971318566,-20.851770424409462,-21.94037030850074,-23.43345366768454,-27.223897082811703,-50.8842802439665,-220.18723154835013,-100.02554490326632,-22.308523545471058,-27.680840525177143,-23.160477290046803,-21.965670301015688,-20.94750619938663,-20.911984650939083
-21.395119092161064,-21.557976199222107,-21.477626107791643,-23.007312109804314,-32.89453404190493,-21.422637700096082,-22.8620561274602,-48.783470501504944,-50.874158978972766,-21.952688025177746,-21.409841422213848,-21.593542081526266,-21.457466136557112,-21.73996162391654,-35.19780252396895,-21.45307967132555,-21.45449178187799,-21.40167798556534,-22.438981422759188,-23.80749250759174,-27.515036549909272,-47.641079894009245,-220.51077767980283,-95.54746028921188,-22.718524819013712,-28.148733675826264,-23.617823101078358,-22.43568998128141,-21.48756569259065,-21.46170404678344
-20.147753496971784,-20.32338315567768,-20.209018435671,-21.87282591791866,-32.377396542745956,-20.173006860102596,-21.760735618665027,-47.5745563745013,-55.57654451480259,-20.780004012241996,-20.178210734581633,-20.394016421978872,-20.270242989274813,-20.624364681809865,-36.28430756981498,-20.30680586069327,-20.22353976895836,-20.15034435464433,-21.35018525983347,-22.983864282097898,-26.909529815313675,-51.9814392890195,-228.8242282386706,-103.31335777300166,-21.790682686736314,-27.452178048059487,-22.655398506336585,-21.370998601559496,-20.245435077630923,-20.197875545251886
-21.599583201734514,-21.745851160512068,-21.68813986484663,-23.12886499687134,-32.74145647318464,-21.63322948649464,-22.96951171354725,-48.5917265641017,-51.59649913620405,-22.1521265369928,-21.60410221715128,-21.794059609393482,-21.64876878389132,-21.91392763944271,-35.26815446223953,-21.619709661948654,-21.645134386145912,-21.60212915735518,-22.59340238335623,-23.898873974951375,-27.572151996107472,-48.107815948969716,-215.15604113044242,-95.85076664373346,-22.871117860404972,-28.072086848105236,-23.726102942748795,-22.618979433874443,-21.694157314045732,-21.672578751700232
-20.600002084888537,-20.785429447444855,-20.678813866792208,-22.218500761683963,-33.021797881395614,-20.627812506061034,-22.10614503238758,-48.61936432468138,-52.84485812187052,-21.239297907461722,-20.612716398731404,-20.82965078235638,-20.689007960887846,-21.03713343281711,-37.2386262676294,-20.69050420791583,-20.658908522928584,-20.601498337753057,-21.75422806941395,-23.13724054541896,-27.060156513549188,-47.98933964334411,-225.80512430921658,-100.92904729042091,-22.159073262272184,-27.62687718778658,-22.939777201881622,-21.85847143954365,-20.69739035152997,-20.663352082576417
-20.98186738014687,-21.13957896234012,-21.057086575324746,-22.59729809830268,-32.48881382601795,-21.011668419769002,-22.455210327488082,-47.94169120122244,-53.31451190553726,-21.564525209931652,-20.998690473777078,-21.199566408663372,-21.065571228124337,-21.366713700982924,-35.589531199782996,-21.066820296947135,-21.04092853147033,-20.984471559645883,-22.062585012195946,-23.516746791843357,-27.281597797508958,-49.85644752367285,-219.92119618695875,-98.78018381392731,-22.410213260943898,-27.789678638610578,-23.274207577124713,-22.08076134472443,-21.077433066291167,-21.043882144623154
-21.281212958858163,-21.44791096410168,-21.36246342277571,-22.90335189366344,-32.895871016300916,-21.30817247688755,-22.762796500470152,-48.74854762294822,-51.03467390765432,-21.847722643784145,-21.296894623613195,-21.48369946728466,-21.34825187020163,-21.6392876674797,-35.37358902530097,-21.347409498157283,-21.34196973302882,-21.28761971896009,-22.342243505929684,-23.721437249992388,-27.453444437754058,-47.670797620527026,-221.5094679727493,-96.09472051397658,-22.63546458748412,-28.09605879986697,-23.528729602503688,-22.345456837163113,-21.3739480195612,-21.34663446521655
