z_20230701,z_20230702,z_20230703,z_20230704,z_20230705,z_20230706,z_20230707,z_20230708,z_20230709,z_20230710,z_20230711,z_20230712,z_20230713,z_20230714,z_20230715,z_20230716,z_20230717,z_20230718,z_20230719,z_20230720,z_20230721,z_20230722,z_20230723,z_20230724,z_20230725,z_20230726,z_20230727,z_20230728,z_20230729,z_20230730,z_20230731,z_20250701,z_20250702,z_20250703,z_20250704,z_20250705,z_20250706,z_20250707,z_20250708,z_20250709,z_20250710,z_20250711,z_20250712,z_20250713,z_20250714,z_20250715,z_20250716,z_20250717,z_20250718,z_20250719,z_20250720,z_20250721,z_20250722,z_20250723,z_20250724,z_20250725,z_20250726,z_20250727,z_20250728,z_20250729,z_20250730,z_20250731
-30.450350593436077,-24.467331396086784,-19.907626750966323,-69.46711617857096,-57.75010065060554,-16.422233538828774,-17.240466279264208,-27.266320475277908,-38.52833017952986,-26.92588471408505,-20.380863906515795,-16.315635190775048,-23.15251045957113,-39.23646906906156,-218.77313014693902,-171.61874222762737,-28.45533235504362,-17.816906230505246,-19.472050617519606,-16.36700825405264,-16.267339112121814,-16.262922000419962,-16.491028963224394,-31.696891604480452,-43.58244487189357,-18.000562120769473,-16.64051653969458,-17.24759862426341,-18.354183019863086,-53.06410592759333,-16.277771652033962,-17.794727156126292,-17.62571789308562,-18.484646705334427,-30.962602065920414,-20.380731089297733,-22.589709115034267,-22.706748405571624,-26.043381386795026,-18.719830079270917,-29.60497374689327,-59.30791295366641,-51.93839558044239,-19.138823810943663,-20.947339634040794,-19.74291677543757,-21.551623015171803,-19.293996172981146,-17.6292960063666,-18.99441658947676,-19.15186897142249,-20.42226538542556,-30.129570993044958,-19.602172200758964,-22.467574197520307,-21.513794991013818,-30.883094406014358,-24.17475892198267,-19.57430971179624,-20.83167907504277,-20.22068158918178,-20.434666855583302
-30.542906162863808,-24.484105454181453,-20.017596518832406,-68.68844509173218,-57.29810225332534,-16.59196440358498,-17.392401093624212,-27.247555741353157,-38.36838137471379,-26.88036654956157,-20.475438673488537,-16.486646850472937,-23.20838919783123,-39.13208719354942,-216.72461802036418,-169.71999929577208,-28.382109816282544,-17.96320936647424,-19.586028184756962,-16.53777522734235,-16.44088261217664,-16.43658754136636,-16.659368408247833,-31.587904894724396,-43.38824593347915,-18.13983065641559,-16.80603372621246,-17.404976134035458,-18.504303051216983,-52.82550832231652,-16.45078427600583,-17.974232834417673,-17.81015216581501,-18.65201907149971,-31.05676816379157,-20.52251887030249,-22.68900312045087,-22.810655625651926,-26.09442706152846,-18.87941468713676,-29.605771899663267,-59.01032799148567,-51.62030882526524,-19.291299437812437,-21.092498262623693,-19.885965128222512,-21.682707326678006,-19.45086062597544,-17.812828803154044,-19.15728712196413,-19.30733557520342,-20.560118111396395,-30.173261011548135,-19.755226098253893,-22.582377145360944,-21.62895688952298,-30.914270280383114,-24.23947492848458,-19.732206237508727,-20.95203717715957,-20.359917110842268,-20.567255138810186
-30.58455533941543,-24.47665333620965,-20.033452450073494,-68.48415861517057,-57.22922458150648,-16.61673218866575,-17.413997903084983,-27.240229288747955,-38.322635099246114,-26.85529523601955,-20.48371974553767,-16.510252517782774,-23.213076937714252,-39.09872252783951,-216.40232232333105,-169.5404467697115,-28.350685364072973,-17.985521264985476,-19.601691894680908,-16.561177865013047,-16.464475778366804,-16.46021066716032,-16.68288554720733,-31.557606258635595,-43.35417505371831,-18.15871728757209,-16.829780963819886,-17.429572728098577,-18.531757192588017,-52.813657427917995,-16.47437861469588,-17.997966815399035,-17.834296342672058,-18.67398848696415,-31.109678405023033,-20.54445715149569,-22.702046897048056,-22.82439232715028,-26.100249758077254,-18.898406994708754,-29.605717575022112,-58.98228123800064,-51.591445826127746,-19.310868601407744,-21.11981254219009,-19.904610120121017,-21.70576902488774,-19.473754978048667,-17.837346856100968,-19.181321399517554,-19.327653962235388,-20.58018439738447,-30.193674487287346,-19.77839732195485,-22.602979910347752,-21.64306297755962,-30.92924926855312,-24.242866960236938,-19.756956852875263,-20.963034784921085,-20.378832743256662,-20.583312735673783
-30.58681876721147,-24.502111878622316,-20.087934444121608,-68.25959971842833,-57.01995486979972,-16.699507543339053,-17.489124763920007,-27.240113918024473,-38.28450202897712,-26.86451573645436,-20.539475365879582,-16.595796241565957,-23.246944397811546,-39.07995349625609,-215.4784550296088,-168.48580360594724,-28.35040062729904,-18.055534322575703,-19.65926927199881,-16.646871780356694,-16.55184921424803,-16.54762537967598,-16.766667548523404,-31.530012920918423,-43.27408755298411,-18.22918431905202,-16.911186230531975,-17.503820294754682,-18.596326843770747,-52.66845080632798,-16.56137078371007,-18.08943950229294,-17.92864173367706,-18.7596424469463,-31.095228787583657,-20.611921436392954,-22.753515881186548,-22.878139253577643,-26.129188666893693,-18.983249461535905,-29.60816532242626,-58.81934165941637,-51.412998416192906,-19.389726223554828,-21.181242038462585,-19.97821752521622,-21.763956176772577,-19.550490355697196,-17.930451523262334,-19.26050149986248,-19.407453523550195,-20.64784929739408,-30.194594425466768,-19.851953661315328,-22.653407915554173,-21.70414071453394,-30.92947470645721,-24.285236665739124,-19.83140707584952,-21.0327789151504,-20.449323139987584,-20.653671563956898
-30.377367815439925,-24.654745075438775,-20.21993481787757,-68.59444154980615,-56.57686722359652,-16.896286783797226,-17.671696484999593,-27.28133705758533,-38.42959088830033,-27.05320998226287,-20.72565115618432,-16.811401461152816,-23.36015256847073,-39.240992194264024,-213.89641734554087,-165.2539780941645,-28.53993453622912,-18.21340863232837,-19.803702358802788,-16.86446413647275,-16.775713642782478,-16.77149782158874,-16.97527093280294,-31.595773498097373,-43.188748194439576,-18.40948461450781,-17.108087407977056,-17.665732981874907,-18.701544567858736,-52.20153270198563,-16.783474526992396,-18.329579264010594,-18.178992309141282,-18.98558183798809,-30.73897044026283,-20.760398271564213,-22.888707269052027,-23.02218329048958,-26.219454955414186,-19.22413522296027,-29.618740674347762,-58.361655211800354,-50.83090771236918,-19.60106232130452,-21.2746053100565,-20.172481047426466,-21.86940791081569,-19.73393925011265,-18.172938150696368,-19.446757659192084,-19.618648939960707,-20.80940534408388,-30.089784343499282,-20.020217217308016,-22.739416220176572,-21.874139365717916,-30.852512500100474,-24.442978280524443,-19.993533873610218,-21.258717551425065,-20.62970489693591,-20.853081162057215
-30.61182362565883,-24.56269787358646,-20.225008923869986,-67.66698207005325,-56.503692218693544,-16.907134194067353,-17.677302820398836,-27.239497243318556,-38.18566297169916,-26.88062783823782,-20.677509487938305,-16.80979809702217,-23.33154616784212,-39.032754632443414,-213.23343471816534,-165.92632434122828,-28.341942957876583,-18.231726020346773,-19.803601383426376,-16.86119714639467,-16.77033151728098,-16.76621983687655,-16.976411533315378,-31.456736250886173,-43.07976939477442,-18.405455697485724,-17.11522261293876,-17.690857794108723,-18.761202614102764,-52.328629319728044,-16.778917201243047,-18.317811674376358,-18.164166711012204,-18.973537076565023,-31.081923552788197,-20.78213328390895,-22.882731103842442,-23.013321022010107,-26.202837831498336,-19.19424244469127,-29.61683381262968,-58.43258607237429,-50.98042889402353,-19.586426158116286,-21.338830414196373,-20.16205018143313,-21.912501483568658,-19.743175664846,-18.16304774588078,-19.45943508106556,-19.606728247751647,-20.81794397761347,-30.207342604256592,-20.037117721316633,-22.782579711469538,-21.85671225935584,-30.938830032223848,-24.38976987321816,-20.01931386466964,-21.205223012225673,-20.625858615794506,-20.82908683160925
-31.004774184239732,-24.6499446807356,-20.62557300866146,-65.10646904034373,-55.065094601244795,-17.50569058000043,-18.21555127933301,-27.211988869690696,-37.7040142875365,-26.755419276738003,-21.026114384824655,-17.411868371479336,-23.552507163147755,-38.72765620534554,-206.90925670881103,-159.94420958905968,-28.124506370999434,-18.752912508437905,-20.215816871976823,-17.4623521167968,-17.38074492263454,-17.3771027398656,-17.569829603048404,-31.125061742640366,-42.518681773124136,-18.901676822985376,-17.699644208735545,-18.24917877507835,-19.299164732205,-51.68507482906517,-17.387591844733258,-18.949192401278864,-18.812232773339126,-19.564897369061217,-31.489833280280674,-21.290716677111796,-23.249935842837857,-23.397584932717198,-26.41582908783248,-19.757798817813505,-29.66371323012259,-57.55551401091167,-49.98877202425054,-20.12745802748334,-21.864879937619115,-20.67199538654162,-22.390077323138293,-20.301745071998873,-18.808417860424637,-20.03814449175719,-20.1581263498565,-21.312574999296963,-30.418776030723286,-20.583136445547723,-23.204458507771424,-22.27564015934306,-31.096050763842836,-24.640970003073182,-20.581621504640776,-21.638715404441797,-21.124299356497808,-21.304461635644504
-30.9641939298844,-24.638803202679476,-20.583787302554263,-65.3530906522866,-55.20664612390759,-17.444057154367233,-18.159984951175296,-27.2128294696476,-37.74783250769194,-26.765019247241966,-20.989003049204545,-17.34978604169404,-23.52845367152923,-38.75465860109982,-207.51917196069536,-160.53946909600143,-28.143123881398424,-18.699125573914717,-20.172879354859358,-17.400350352190273,-17.317790792991943,-17.314099528812854,-17.508638628202533,-31.1556729116461,-42.570333081353525,-18.85023523502061,-17.63940105357044,-18.19171071962587,-19.2439633622059,-51.744599507757975,-17.324819427262494,-18.88400628795839,-18.745326876588233,-19.503725948893415,-31.44833740397591,-21.23815716002571,-23.211307772306384,-23.357130915154297,-26.392343232735797,-19.69931722730957,-29.65713604904013,-57.64010268943959,-50.08760990926332,-20.071356744133965,-21.81072761282962,-20.619062660657097,-22.340662000536582,-20.243997655112665,-18.741818510914698,-19.978404767924523,-20.100996192661597,-21.26130384608021,-30.39593587614149,-20.526739477840028,-23.16074460136486,-22.231715659573055,-31.07897200209741,-24.613537906364336,-20.523689856385797,-21.593055972678904,-21.072545006502466,-21.254844896995852
-31.189674468088743,-24.40616935122589,-20.27582853205475,-65.79881253984544,-56.27420759132486,-16.984604940078736,-17.735699137287128,-27.153954573073346,-37.75202419760335,-26.544624553210753,-20.633270487897416,-16.862610640918653,-23.299552565497827,-38.68578694717909,-212.23604024637058,-167.07099102422288,-27.957402849065502,-18.317885614998687,-19.838650916117878,-16.91085425078378,-16.817164922186258,-16.81334445943437,-17.03332599343646,-31.16051562935875,-42.96869469175539,-18.44479889453251,-17.183005512635113,-17.793615146845088,-18.932365197344087,-52.76340266683733,-16.826910624430276,-18.355513041329267,-18.197969477950124,-19.00539110023391,-31.868615293602623,-20.867544760983105,-22.904236133988775,-23.04275746903796,-26.21160455901023,-19.19106619443938,-29.6159164315839,-58.62496377699776,-51.14097215504191,-19.608820201725322,-21.519810258543078,-20.187156343702828,-22.047601653673766,-19.818697414170895,-18.205631157513686,-19.54002096745541,-19.635997116317707,-20.881474332209304,-30.501523063495988,-20.12451604442107,-22.90343057704489,-21.864477761402622,-31.148691347660446,-24.321858863846323,-20.12090625596743,-21.14644385940642,-20.665584562835782,-20.837251543302102
-30.743262318026673,-24.599850477002175,-20.38181677807401,-66.69015073263816,-55.92089644317244,-17.143577371185106,-17.88997134079643,-27.227097923382658,-38.0008247451196,-26.838200484689672,-20.816672809614072,-17.04864971327059,-23.41832014607158,-38.91873364121119,-210.6623298797785,-163.4216815459688,-28.2638048076492,-18.436331167631927,-19.965844877727072,-17.099812222124054,-17.012837018420885,-17.00889877870648,-17.211570438897652,-31.328617248021523,-42.84765318828044,-18.601740071147447,-17.346264427775566,-17.90994253817938,-18.96925379272093,-52.0371675262931,-17.020661315666306,-18.569002642338706,-18.422292116235365,-19.208612617305363,-31.210134382807013,-20.981394692584505,-23.026764372646067,-23.16396289856109,-26.284135161334916,-19.419474650262718,-29.63089739875996,-58.059905835256956,-50.564432084619455,-19.801412819020037,-21.541189326187045,-20.36426728561128,-22.09697906351827,-19.963116506244074,-18.41969964951937,-19.68736610983527,-19.825682735805014,-21.012408144066953,-30.27596981971348,-20.251538940052793,-22.945083237584463,-22.02238764155682,-30.99005140351027,-24.489929020973094,-20.239885411177013,-21.37948255854515,-20.822795817943167,-21.017930816063046
