,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
modelEElev,0,-1317.0502738136124,62.70134121707201,0.0,0.5479203198956948,242.01089933014183,0.0,True,log
modelE,1,-1321.7915513864166,58.253388742461766,4.741277572804158,0.4520796801043052,243.9338972187739,7.93968827220421,True,log
