LE,gammaE
7.29400562684985,0.5422912220228615
8.34195279207191,0.4640290070283885
7.069608652383585,0.47648419429447425
7.279512263794444,0.4653915178774409
6.520382160198541,0.5055637216929746
6.785178000924868,0.5057424680279144
8.06941540392231,0.4466297454687083
8.298791731031478,0.43274436156353335
6.115469735761187,0.4775116544521044
6.595853810892543,0.5261019651109878
7.699904162227176,0.5099708951547619
7.4928183516379585,0.5025027444673934
7.530598594891033,0.49694624136842097
7.321462285551525,0.50037114239453
6.377056905715471,0.5501804599874343
6.854060564760585,0.5070548280145954
6.1666085404419375,0.4760312672029963
6.242732098175087,0.47898731241962444
8.008977691722754,0.42280647260784376
6.548694926980081,0.4983069472010287
6.755885374214862,0.48019411551989405
6.851872593346446,0.493253411946141
7.941045800653704,0.4738609221002006
6.318331431761535,0.5337185031630812
6.280296912485315,0.5193236953908941
7.472414756534333,0.5151497105940979
7.366045727590338,0.4919829440524086
6.79638341670277,0.484306349726873
8.906584009041156,0.4337345160650465
9.024300354369387,0.4378228471360875
8.282601137352238,0.4325637502548729
7.033791803922949,0.5093566263140342
6.496438186960257,0.5070308903363365
7.004356460016154,0.5273157516066087
5.280985087584254,0.5258475499844854
5.426553306423409,0.5233823644265679
6.317623499898382,0.54849127027441
6.547370423635614,0.5148945333420057
6.734370325108577,0.4780645505527084
8.061305512988149,0.5069481193627052
6.535245463299186,0.4653702939018208
6.81615702268876,0.4559017551198752
7.995550670264064,0.465457725327485
7.2297714145568825,0.4737610798915328
6.979528418710649,0.4743208140179517
7.496537126351929,0.4954823946548929
6.5608037235580845,0.5164696358324783
5.9389687748036115,0.564102777452419
6.67733408290695,0.5781360069367765
7.1884100859561535,0.44677291399088215
8.281547189781403,0.4225249530956969
8.24337746797953,0.4172109580918418
9.084570117493719,0.41500176806660327
9.158652564302622,0.41305241650731306
7.498204964507283,0.46559685762444214
8.581145709824288,0.4163146345412041
9.470681412699278,0.41514204317886033
7.863384857879175,0.4128812802195881
8.134866194855187,0.4715042741338627
8.907217248652357,0.457347260195025
9.03549275128604,0.4666146740717281
6.854581195400195,0.4841387531149717
7.46022019948613,0.49595163506836476
8.699547079723907,0.40393220079990066
7.483673833978767,0.5066299329274815
8.023245902608602,0.47726857529731237
7.701508334217784,0.4869915669169138
6.423210545834346,0.49053616177343534
6.80551178550205,0.5086188490872235
6.288310822945245,0.5031992524022736
6.5859587802062345,0.4945430284133883
6.192472260002665,0.4600840724186217
7.645867500282791,0.46116629443807095
8.308912294139688,0.42940764853785807
7.664161705613815,0.5000928140333659
7.557179824582685,0.5254408401459956
8.520708761511635,0.4288966003649447
7.391945424966258,0.5023269876684372
7.314575052656499,0.4988805476317375
7.975686402821965,0.4714995694280266
7.1952143728547115,0.45085368761894307
7.590073235655713,0.42441179251928396
7.177775188133481,0.48207177422884373
7.903802940182386,0.4830407953402895
7.640725901462382,0.4718967291890194
8.672836105492916,0.4259739714353753
6.8903312823020535,0.42734812859677795
6.102476450150997,0.4722051314234822
6.239926317348671,0.47741653705781406
7.598214764658926,0.4550786229874845
8.465603874464563,0.4499822876236981
8.42279205596483,0.48467199721873805
8.071443230433509,0.42165522190089155
8.232630093507941,0.46127692401763554
7.580724305182494,0.4550666071909475
7.544212542012598,0.4519344296905021
7.991715657043381,0.4731392673038656
8.194919963061523,0.46035486190614455
7.799023154387358,0.455301674621666
8.01838723488578,0.4701916396766585
9.284909621260663,0.40969021746097073
9.556949720917505,0.4243345707322809
8.611027564084603,0.4880267356483548
6.741083879515772,0.464475595300561
7.41660545692671,0.4699267295492309
7.551811044697729,0.4807726199570997
6.808937322295192,0.5041079626595814
7.419000253330308,0.5124524317961678
7.415725750639934,0.5092716825084387
6.775026885091467,0.4828410592872177
6.311515211694894,0.5105885938301752
7.352893369105127,0.5232027754067111
7.28413991904112,0.501511853665697
7.764358309241382,0.4774927953178082
8.53180343295931,0.412801401161626
8.141720712653601,0.44064952378739114
7.176343057647249,0.46796702518047256
7.0115152354781065,0.5099785351980186
6.5075420867107585,0.5315571216650069
8.321948702483343,0.443692976809917
