LE,gammaE
3.6387556254328777,0.5210173747053232
3.864133459808823,0.5571339268677012
4.081953887103994,0.48937519339827196
3.7147867291856564,0.547059364180657
3.912295127416876,0.5194459614515134
4.036984550637818,0.5071022744865206
3.873195683719859,0.539739618197056
4.143232728213182,0.49085317080656043
3.871453159460689,0.5248669358668501
3.938530293900371,0.5164358370724859
3.9331416853795855,0.49771277462114033
4.251143295980262,0.46281276281830647
4.344137662509654,0.4437133212485235
4.226044212620844,0.5381787581195365
3.660492087202992,0.5115275484508903
4.232628631699687,0.51750720864237
3.824513189401649,0.5017710429163152
4.014848170755861,0.5410115811914555
4.019370499783139,0.5449420668638089
3.743073305166239,0.5293678323100572
4.050544834638053,0.49823020861766887
3.7041496292593084,0.5172947131705233
3.970111097754251,0.48445942082640314
3.8472361302829006,0.48760892596764005
3.7689798415291413,0.56258385229587
3.575763366153437,0.5706146464201118
3.60971207736599,0.5725839435722295
3.938715020072493,0.5612441144975979
3.8989333492344644,0.481529529524583
4.107080207412144,0.49524352079085554
3.8758902765750456,0.5296640069501517
4.015050588533972,0.4975140609661254
3.8381391372801725,0.4854005391052298
3.8721892588729587,0.4924962817501518
3.8073611564418877,0.48108868959406426
3.916577454898785,0.4912792231244554
3.9399677623664493,0.4994916030415506
4.090791638224433,0.5297175192895363
3.6937267380461205,0.5210243624212416
3.7489103861048827,0.5424643748549254
3.683738666221979,0.5458995766478801
4.022065490456188,0.5510809803969806
4.1334719579143675,0.5468274647886024
4.049203392751239,0.49536121828166363
3.6502042891641713,0.5138895004516841
4.041212119322231,0.5577440570175508
3.9476644147821816,0.5507810779823124
4.095976013578445,0.5362088925639164
3.7854489303555234,0.5302058449828182
4.011088450761008,0.5201252085058042
3.5963572020359336,0.5230719072251455
3.9033610426270795,0.57907819733646
3.632673176185572,0.5245969135793924
3.9808623918434334,0.516029373239503
3.794215515974862,0.494532404435333
3.8245883606498685,0.5090289802482093
4.045618922677097,0.5246255638834645
3.9374812600625653,0.5004995682784019
3.7899331484927155,0.5564187696461314
3.822625408376315,0.5407756385501981
4.067964155101316,0.4757129420184995
3.814325201900058,0.5504708660731701
3.6990722600592405,0.45353630704347003
4.487551717303224,0.5097501104248289
4.613953462127515,0.517753332289573
3.7570460393225913,0.4917428990449029
3.746187235033286,0.48343804040436567
3.6361986573506866,0.4876195277201117
3.6361986573506866,0.4876195277201117
3.4458852782910876,0.48299293167606305
4.105319460727268,0.5083988581796803
3.8910259568575394,0.49441842508760897
3.870016151328084,0.5167276181843781
3.85346608093079,0.49420619731956383
4.266253130752374,0.48736505324937124
3.9448523126650232,0.4986821310337898
3.887576800572559,0.5555453680096587
4.104758436788331,0.5439045432779983
3.749304558489695,0.5444145844538373
3.7944517738795835,0.5366436929712854
3.755196430597174,0.5374604712360784
3.6523362632305267,0.5336704024182404
4.044736396634853,0.5484156580177341
4.0725658552178485,0.5629046583413441
3.524829303782776,0.4768040257544996
4.627742876626165,0.5213215499577022
3.667834577947839,0.5089311383773685
3.557599056730602,0.5087627627194529
4.00648415616041,0.5284446549548557
4.040429663814217,0.4792138783765111
4.083121550768381,0.5316893499965675
3.926985179510556,0.48533424743031756
4.163230874366932,0.4705202257765428
4.318302220280935,0.46849518181357624
3.9396188247109083,0.5113838923523879
4.039732066124255,0.5125980179108572
3.8036710716869533,0.5302860025493576
3.8187685379411906,0.5399235039486822
3.5823327411614887,0.5172215792236368
4.419857528074372,0.5104691651453127
4.363313722887745,0.5085404439473726
3.926817942148821,0.49523298425726225
4.247388304880335,0.5034611225733187
4.220125103995752,0.5417035625653057
3.917681471519305,0.49051934387685714
4.186283054615013,0.5280712114006019
4.182610602141889,0.5020423550717533
4.238757816173868,0.5056505042984666
4.076050773034094,0.4797007206513642
3.9161821249396622,0.49156784813638166
3.800525874027197,0.5003347750053894
3.5390051907966917,0.46439363327907673
3.9302315063514195,0.538861776633777
3.8793670067059316,0.5036055120770623
3.930005038872501,0.5241101009641354
3.503449259729031,0.5335465357176693
3.3448422081566105,0.5230231123952706
