z_20221201,z_20221203,z_20221204,z_20221205,z_20221206,z_20221207,z_20221208,z_20221209,z_20221210,z_20221211,z_20221212,z_20221213,z_20221214,z_20221215,z_20221216,z_20221217,z_20221218,z_20221219,z_20221220,z_20221221,z_20221222,z_20221223,z_20221224,z_20221225,z_20221226,z_20221227,z_20221228,z_20221229,z_20221230,z_20221231,z_20231201,z_20231202,z_20231203,z_20231204,z_20231205,z_20231206,z_20231207,z_20231208,z_20231209,z_20231210,z_20231211,z_20231212,z_20231213,z_20231214,z_20231215,z_20231216,z_20231217,z_20231218,z_20231219,z_20231220,z_20231221,z_20231222,z_20231223,z_20231224,z_20231225,z_20231226,z_20231227,z_20231228,z_20231229,z_20231230,z_20231231,z_20241201,z_20241202,z_20241203,z_20241204,z_20241205,z_20241206,z_20241207,z_20241208,z_20241209,z_20241210,z_20241211,z_20241212,z_20241213,z_20241214,z_20241215,z_20241216,z_20241217,z_20241218,z_20241219,z_20241220,z_20241221,z_20241222,z_20241223,z_20241224,z_20241225,z_20241226,z_20241227,z_20241228,z_20241229,z_20241230,z_20251201,z_20251202,z_20251203,z_20251204,z_20251205,z_20251206,z_20251207,z_20251208,z_20251209,z_20251210,z_20251211,z_20251212,z_20251213,z_20251214,z_20251215,z_20251216,z_20251217,z_20251218,z_20251219,z_20251220,z_20251221,z_20251222,z_20251223,z_20251224,z_20251225,z_20251226,z_20251227,z_20251228,z_20251229,z_20251230,z_20251231
-21.725180380129377,-22.71260627881914,-21.08925516512373,-26.769081373506353,-18.58604696605458,-18.878983118845102,-19.125821255660796,-18.852531431871036,-18.66291755670085,-18.53361415106386,-18.51405806332138,-19.539568783723098,-36.970749038312235,-20.235219225908846,-19.612021224846373,-18.643246767253427,-18.834156387793644,-18.52780269949643,-19.172596543254333,-20.52733429270153,-21.550356271713657,-66.5892599454199,-18.97882445986042,-20.90414261979148,-19.66325715324691,-21.233421983423064,-18.72854753068536,-46.62577012340837,-25.863867611259472,-19.836967626603705,-18.90282014459641,-19.366875211997232,-19.364045634344947,-21.339631051304448,-21.64647428077875,-22.225265055856923,-49.05302554211271,-87.43623191741266,-39.53438177221339,-22.456529287076545,-31.09703574175049,-19.513843682882435,-20.066357033518543,-19.381148672423613,-21.595071045053544,-22.38591270422856,-28.15354189282815,-43.711337255548926,-284.9200944733228,-139.13301131363778,-36.52293813390152,-25.514512382099035,-30.229038892049008,-28.89630708202139,-19.808159049895977,-19.80147621035752,-19.249687958889677,-20.258919777464726,-19.344760109762785,-41.87363135422032,-19.306362133234824,-33.44505409660823,-18.92544853874509,-61.09343501781288,-18.67372080070314,-18.63539646414728,-21.845883038584372,-25.33314112373511,-22.614292764472765,-19.818433898181407,-18.61890774818323,-22.73894462553459,-41.155501851130566,-28.2157681081816,-41.585311310749624,-84.58460919314048,-28.242224145578284,-28.41432149106732,-54.176088376445456,-149.16978251072382,-121.19725743362899,-52.702127170360285,-54.694020618584155,-19.083561526622074,-18.639155514014615,-18.508469389191557,-20.439837864007167,-18.940316417041934,-19.017646698972047,-18.494584156333396,-18.983684061312072,-22.76385159820708,-42.031779325736345,-110.26592503788639,-43.11829610395135,-45.32385353599116,-21.40950750993671,-23.012305195170825,-20.919157686522137,-30.965431991056576,-20.614846289940015,-21.303449255303725,-27.039143678692774,-35.14593957813755,-25.509323057957538,-21.805221208321957,-20.17212585282815,-22.269868823292047,-20.81253231393278,-21.66211734830567,-191.21308934807988,-22.014347452738463,-20.418280282603337,-20.32816310302338,-20.80002929728292,-20.20825369767526,-21.120268602719673,-36.63069805552988,-55.25996665568698,-89.42436784937686,-24.72308174497984,-38.77988708796582
-21.860102555515155,-22.82087875212858,-21.240004005149867,-26.80608560687083,-18.815676866373522,-19.102396252138192,-19.346099427319082,-19.07790426178042,-18.891477214410898,-18.76488742818245,-18.746030509134414,-19.73299503874654,-36.8274889324212,-20.39870409150624,-19.809696116270228,-18.86702072722528,-19.04834210501828,-18.758436361315248,-19.375907889067147,-20.692867263417565,-21.693714806916052,-65.983341831883,-19.188389204792806,-21.061421976461425,-19.862728275268914,-21.39100810164308,-18.942853395115893,-46.71321820164781,-25.983287323004404,-20.011116633592724,-19.120594463977604,-19.607251459680317,-19.597140944205194,-21.52881242632719,-21.831890179159586,-22.386299349414827,-48.66622005473003,-86.69236299527171,-39.37846829184649,-22.61607589960862,-31.081998286365966,-19.740129419173247,-20.268831427251776,-19.62298922519636,-21.750163721467178,-22.505309616353117,-28.19804239345821,-43.41387086526767,-283.6949093949607,-137.23696334825166,-36.47440066159941,-25.538619321927108,-30.2154598783505,-28.93314907445737,-20.039025191133906,-20.018900138935052,-19.493851299375347,-20.479593976704095,-19.58150189585032,-41.647272407702296,-19.549517435418235,-33.33824484621528,-19.128287687011895,-59.959402211307484,-18.901467189542434,-18.84628702783894,-22.002618169585155,-25.32387054869227,-22.734233180777373,-19.999275937515858,-18.843409277920795,-22.879035626629026,-41.01707651796927,-28.14416413883228,-41.448254545100724,-83.53554503475488,-28.184715881007193,-28.48824199248549,-53.70894298313687,-149.31039142110478,-120.33294660339287,-52.17969503209517,-53.714284969240325,-19.297393292644404,-18.86697599273252,-18.735663288159603,-20.62402879187185,-19.144355527622807,-19.22123613896922,-18.724964648930076,-19.19326493934663,-22.92353026046077,-41.79548662725335,-110.07955117787193,-43.189387311254464,-44.97477227470848,-21.605767364102483,-23.209307746129415,-21.126169030085904,-31.07058106451086,-20.858526943679724,-21.521988673442937,-27.11458791638866,-34.96837952764188,-25.64734707341465,-21.983489142956405,-20.42186775610338,-22.453157988837035,-21.038613591560257,-21.85625180716415,-188.56787159108296,-22.209383163212255,-20.667373650680496,-20.566192495124604,-21.02681250393428,-20.46045115579317,-21.330649655461908,-36.465207119223116,-54.77881906057765,-88.65590977672281,-24.892339481036863,-38.45264374041653
-22.071600351594775,-23.000325427915566,-21.454452347084327,-26.77787441814936,-19.080698195691983,-19.357133503417938,-19.595388447418017,-19.3351597661878,-19.15344924764046,-19.032916927736917,-19.014930759075867,-19.93508637859362,-36.87357432680629,-20.616212085360758,-20.049511859646163,-19.112488929961764,-19.298095560303715,-19.024396818421604,-19.590215495468108,-20.848952134023797,-21.89069774488916,-65.37786054277584,-19.415666130573207,-21.242419940490525,-20.073708410456746,-21.580672790316253,-19.176556785968792,-46.83834360394165,-26.07993973165523,-20.203683566918997,-19.36158301806507,-19.88647252825227,-19.86270066302519,-21.71928610121404,-22.012512252054346,-22.546742657417877,-49.31701498677069,-85.49464477035035,-39.20516593153678,-22.820817692466232,-31.10707483665218,-19.98863260466798,-20.509549706831063,-19.902338519479926,-22.001819008527768,-22.69251602008859,-28.183269137740357,-43.53727710445062,-273.131169559341,-134.90008107620224,-36.15638617413123,-25.876113861557243,-30.170306544161917,-28.690703482692708,-20.30931061367735,-20.319772424987974,-19.77408307393869,-20.71797489914864,-19.84161825408152,-41.39210432265404,-19.82868973735751,-33.10238413706705,-19.33323561231923,-60.772170096674586,-19.150908223888916,-19.055850786974837,-22.06912176367378,-25.74472743255457,-22.85665299679994,-20.180911430492188,-19.091476383049415,-23.022093682205426,-40.55255027266912,-28.389193771253495,-41.00098110457991,-82.26089623032516,-28.308781420592332,-28.34571469020522,-53.630595614194185,-150.04114482156254,-120.09146940041191,-52.06549449570554,-54.65200527299153,-19.510578229775874,-19.115083914971574,-18.981352597635727,-20.786291015883755,-19.35671983145411,-19.435097790993034,-18.97598121880582,-19.457531690773788,-23.158809929777952,-41.514416964515895,-110.248422217074,-43.55581426223206,-45.18905636602821,-21.821695745111356,-23.337573729912187,-21.35117777629721,-30.89058974071766,-21.123711052932663,-21.7640498884221,-27.192722885992723,-35.10309073586242,-25.71897178252872,-22.256293547623166,-20.691665175332865,-22.606787613906675,-21.27249630911846,-22.066459727050024,-186.6800419144505,-22.374759205557062,-20.943768047838653,-20.83576329541924,-21.27027621338794,-20.730878680257437,-21.5694799802688,-36.469528532188534,-54.41826709567796,-88.15011942490943,-24.997229401748676,-38.84730237686142
-21.937306635589195,-22.894842852878824,-21.328884939558954,-26.913928645982047,-18.977558972670156,-19.255398391353445,-19.491355268422623,-19.231818373843822,-19.05104154102919,-18.928678144541642,-18.910441738179347,-19.90037594027611,-36.61761731870631,-20.56105413587941,-19.95377183673517,-19.033595455612655,-19.20945030867774,-18.922212443632397,-19.531017008626705,-20.854770108757883,-21.783852101514118,-64.84230608154914,-19.35417622806261,-21.19947054790206,-20.002258702085257,-21.479580725391468,-19.106251300114042,-46.765808298237374,-26.146995177067698,-20.17931165175471,-19.276025688689863,-19.768464660765122,-19.762407702017054,-21.661274514865262,-21.97455465915189,-22.51867664655288,-48.34913756983098,-85.53713921464444,-39.26798242725812,-22.68397824051898,-30.960926809743,-19.89877928654014,-20.43988840868483,-19.784588267752493,-21.871566028130488,-22.621508942673884,-28.32675636150018,-43.43482914080815,-288.195774543051,-135.81946324627145,-36.41087730100266,-25.59827714371265,-30.26426080369866,-29.132791653346338,-20.187712697860494,-20.174834930251947,-19.660920080466628,-20.632223748103947,-19.748383217415686,-41.4099822687858,-19.7142475576496,-33.46601882843673,-19.295106476074068,-59.2512163998456,-19.06189723009952,-19.016954668691515,-22.138430714970152,-25.37713641618611,-22.89315694847334,-20.158711901050822,-19.00817243417675,-22.964232136671228,-40.95007428726557,-28.108110412599093,-41.4143155805384,-83.47222083062154,-28.256636704016465,-28.67742508804993,-53.40778101725819,-148.04600688621915,-119.78262802056913,-51.73779230718051,-53.11162844060958,-19.462820530304445,-19.031286622964114,-18.90388805252814,-20.76788015820466,-19.30281412118407,-19.38722147643059,-18.893185487194657,-19.352314599372544,-23.029459191875276,-41.58435566662684,-109.39506127284815,-42.75075839190943,-44.927041278553446,-21.770564505591143,-23.38058004943902,-21.29321696988671,-31.213184018895063,-21.01480054560621,-21.67518261864944,-27.27280725301555,-34.9423935077582,-25.79126110032865,-22.14587791083156,-20.58903853528969,-22.63776096822263,-21.19226881247961,-21.998994304438305,-183.06890502490057,-22.391857163742582,-20.820773443736524,-20.728757619436053,-21.177475828759253,-20.627801573038226,-21.489866220036912,-36.42015413418324,-54.446427437218176,-88.27531291150046,-25.00063636357669,-38.251845853840024
-21.925193596877804,-22.888340076676606,-21.30027769499928,-26.829435306569973,-18.883235346018264,-19.1624816785332,-19.3990851901571,-19.1380126120679,-18.95612045234689,-18.8342571806917,-18.815717170231242,-19.800939134659846,-36.84007143084107,-20.512111963675586,-19.880627609785225,-18.930844236272808,-19.12205584888352,-18.827196651494003,-19.43207089967676,-20.754970756160795,-21.749833058247592,-65.27441323008422,-19.255109420753843,-21.129144158673604,-19.90757135495796,-21.427605260346425,-19.006947579933726,-46.63483589892876,-26.031417453263074,-20.09215985666701,-19.178473191021222,-19.671920513003343,-19.66460427330319,-21.562271439212395,-21.870974270081646,-22.430511464399743,-49.308967193471034,-85.66949767671905,-39.33446943519204,-22.64167548625684,-31.017282349935996,-19.797845797507,-20.36079986192626,-19.6862207962009,-21.860484630801157,-22.605896320564305,-28.23786628344508,-43.81669740351228,-279.7684364439003,-136.4157488684139,-36.239338973763765,-25.825438960808608,-30.229054872886827,-28.869853783966832,-20.09783683755323,-20.121199214161223,-19.55963354540418,-20.529279845541943,-19.641584095295222,-41.506871216305825,-19.613943910137504,-33.388178757742125,-19.18719878926219,-61.24508370942975,-18.958040524609533,-18.902565207454934,-21.98565950575378,-25.692681569932276,-22.81287081478757,-20.059231561745165,-18.906206088835876,-22.8943393544125,-40.751010032919304,-28.37442234054885,-41.23388264521766,-83.63150576528966,-28.398000790235685,-28.430429182197727,-53.876983805600084,-148.1760154384213,-120.45681970711263,-52.271656479717265,-55.00831070530409,-19.34790406459207,-18.92585899333432,-18.79686467708378,-20.65400459192477,-19.20026973932614,-19.28496870350967,-18.786236606540594,-19.281163181535643,-23.00223528365622,-41.67360226797305,-109.58791168546998,-42.984079750300936,-45.479984581175756,-21.67625789388662,-23.212896418447944,-21.196465538610163,-30.907934779381357,-20.90453542538448,-21.575640521257757,-27.220487163592793,-35.25307692712094,-25.65577822101401,-22.120999838460495,-20.473503708628154,-22.50585830087759,-21.080136570530435,-21.909387342121683,-185.65820835729448,-22.257406347842522,-20.712949763997045,-20.628070410006618,-21.072960353036173,-20.50967805672906,-21.39801382083345,-36.615662895909,-54.76783495910982,-88.79391692422713,-24.857722970329842,-38.931699851274914
-22.11048042583962,-23.051182999482773,-21.505642200326967,-26.95289374737563,-19.20795292247739,-19.47348345323796,-19.700152350522817,-19.451439442085647,-19.277481364174257,-19.16228503129364,-19.14484314403816,-20.10227464515521,-36.601554959807586,-20.801658932002262,-20.16750982054803,-19.253157032050666,-19.43541246427501,-19.154543495444194,-19.727270741777478,-21.027363468398,-21.95145195627497,-63.77291952003162,-19.566435948602585,-21.378842341998716,-20.185403879405378,-21.632879337105045,-19.319089307332597,-46.723549628732314,-26.266402708912103,-20.380400864110435,-19.485537482992125,-20.003415356539605,-19.994527720858734,-21.82374130055873,-22.138185065186235,-22.67260549182823,-48.963152915479384,-83.98724272506821,-39.14445449440581,-22.82777007584666,-30.90495595822668,-20.114120388988148,-20.679010957581024,-20.01872357913535,-22.107569890978255,-22.822517196543288,-28.383452804539395,-43.72845919468085,-280.92035529965335,-133.68072117545358,-36.10656616866859,-25.979607881187803,-30.264340699734184,-29.03716672549374,-20.411143179298183,-20.441095646916246,-19.898976630476202,-20.834223729796015,-19.973084023443462,-41.12199382971248,-19.950294917488232,-33.42365336170002,-19.49111721172663,-60.153616615247735,-19.276937968018352,-19.21544586194598,-22.209920783121053,-25.831560505290025,-23.049815303167247,-20.34082418870974,-19.227380708727843,-23.07628943587179,-40.5212444659281,-28.3595571089431,-41.05079764752573,-82.78705111236147,-28.468470512109036,-28.61494982272164,-53.36708272707219,-147.09426843176269,-119.49464630469576,-51.54141538866744,-54.12486003896455,-19.658231661495883,-19.248540299842947,-19.122385873835157,-20.91890867739722,-19.4979948930196,-19.591739615843185,-19.114458676799785,-19.594076352746928,-23.231952943267903,-41.30516181186259,-108.85455793228084,-42.66314313310758,-45.36925216921201,-21.976017343903905,-23.49873936522485,-21.506992223116647,-31.05486006602223,-21.229533296016868,-21.87929828412056,-27.434088241952363,-35.179071514296645,-25.880322699332545,-22.42760521752882,-20.812722936694186,-22.804498745617384,-21.38775722123554,-22.18713787276677,-178.78889325117498,-22.563530951621686,-21.039779523833772,-20.95799805778236,-21.38003608357962,-20.850300527935236,-21.703766069287163,-36.49474935215823,-54.15629847104599,-88.01340111291387,-25.064831636588906,-38.64782657048012
-21.947308206891456,-22.900122100132194,-21.345271474810964,-26.928918786349513,-19.018471053003648,-19.296628402785952,-19.533688622638785,-19.27366219133264,-19.0925572232124,-18.96948534360959,-18.951346259761543,-19.935398548034073,-36.55080493996042,-20.571587258073116,-19.98532140436562,-19.075682623897126,-19.24531616652518,-18.96312363821566,-19.57019958865759,-20.887369128534964,-21.80022373441189,-64.85984630776817,-19.392430142099048,-21.22351479530178,-20.04277349920405,-21.50888154918514,-19.14555713182115,-46.8519608037838,-26.180672709947505,-20.206719060697235,-19.317298575648397,-19.812048375421845,-19.803999565050717,-21.702334109864033,-22.016374287646673,-22.551926106553037,-48.019042266195164,-85.6588122606799,-39.24327881300257,-22.71502627962566,-30.96705091846173,-19.941758683543657,-20.468030832311566,-19.82908668559647,-21.87712182508438,-22.624122711078098,-28.346545360363237,-43.255707149045755,-290.7005017089307,-135.62733326030903,-36.495417039059376,-25.509585208479717,-30.268355166292444,-29.200379343198918,-20.22991277610281,-20.20025095054548,-19.70563698713625,-20.676798154689962,-19.793913337601488,-41.407246740948885,-19.758981538174993,-33.45727775362385,-19.33524526561583,-58.50911514875819,-19.10594092542429,-19.059280112604487,-22.195755061263224,-25.255390980137246,-22.915786297450424,-20.19313863758032,-19.049910549118714,-22.996942485871983,-41.03369011029835,-28.006189028334013,-41.48903170030481,-83.325907292789,-28.190584719860965,-28.75479183867219,-53.21847265572485,-148.44146635872323,-119.63942685119162,-51.547532545111146,-52.40046314858215,-19.507655502918404,-19.075083193738987,-18.947229068693666,-20.812673132142272,-19.342482386249724,-19.42434645902125,-18.937107806119887,-19.381602080098137,-23.044202475400688,-41.55749492463662,-109.5214314188727,-42.78597814481415,-44.66630886857188,-21.80518637092232,-23.444574547985216,-21.330052453779132,-31.32989354039726,-21.065301770806144,-21.71813292778145,-27.2778217272709,-34.81481805257223,-25.83965476235345,-22.152303219688363,-20.63964622339171,-22.68153522473524,-21.24043031969651,-22.035433153180602,-182.84588384776424,-22.43814887240277,-20.871583524211225,-20.772486777471666,-21.223452009213872,-20.680003873757375,-21.52750626108248,-36.34563920040374,-54.328737000909314,-88.08014632903718,-25.06565790739839,-37.998387992042495
-21.534400337744216,-22.55364331717565,-20.865640989522884,-26.617161089521947,-18.19399990838899,-18.50229086769098,-18.760430720193327,-18.472978571476467,-18.274136224393047,-18.13800230630042,-18.11707261697882,-19.1731533320712,-37.41489007569529,-19.918078658664093,-19.27433325582223,-18.249496221567675,-18.459426059169033,-18.132563421966584,-18.810057944766356,-20.194457638052935,-21.33179348371202,-68.5246018518353,-18.59967959972725,-20.613856259919054,-19.321959998710014,-20.996564252100917,-18.347858100538733,-46.57875510710869,-25.58694128602738,-19.49468103302231,-18.52791236802417,-18.965398518118118,-18.963901012072103,-21.016991004361962,-21.314356882271984,-21.9295866608681,-50.10910854604347,-89.43622619605726,-39.83806053852753,-22.245405561967726,-31.273344591434995,-19.12603679862478,-19.694390943342636,-18.977463992892034,-21.341237006972737,-22.168946880681016,-27.974173165608853,-44.16296198299184,-280.32810522916145,-142.5584085977173,-36.620284277848896,-25.519973030038297,-30.208267120006088,-28.59231245056928,-19.430106066866422,-19.440821526652215,-18.83717971668204,-19.88325863475439,-18.937661062267388,-42.41195127004711,-18.897396846200344,-33.403571395681325,-18.54983632582781,-63.5977963336977,-18.282271529277008,-18.24539633391417,-21.53078981207522,-25.416168252674822,-22.342479874201853,-19.472803841398722,-18.226573680296397,-22.517181316375243,-41.33911361879511,-28.424448740217333,-41.75325747069744,-85.78516506795316,-28.296265268384268,-28.121365828150452,-55.120100433995134,-150.7413908617919,-123.00013801249929,-53.88016845352727,-56.90323348673836,-18.69625528800999,-18.242983288234587,-18.108224820791854,-20.103389493340888,-18.573070195629015,-18.64243884194788,-18.091534015630085,-18.620068668778888,-22.516426976725548,-42.51452290594634,-111.4350802115958,-43.61779048683411,-45.89783142340194,-21.04977549664083,-22.62913532062797,-20.543344565698664,-30.683369359434266,-20.211883219933966,-20.932768307038486,-26.8166200477639,-35.466044328317565,-25.22072576874907,-21.481359342113212,-19.750365205773058,-21.893681461874504,-20.427485229602894,-21.324693340247286,-200.1333733237525,-21.62359835343505,-20.013824624522638,-19.925827299463684,-20.419707126825152,-19.78342104571486,-20.752157800933524,-36.92648647479595,-56.17749813776602,-90.7778808623842,-24.440498911183706,-39.551986671709
-21.644338824269024,-22.65589210752235,-20.99844740260661,-26.799925751152415,-18.46332549217963,-18.755261938980503,-18.99871723955211,-18.727381928124426,-18.5391079664366,-18.410871583093027,-18.391066585590202,-19.457347286539186,-37.004411100918276,-20.201216793389392,-19.511029560313283,-18.527842782945466,-18.727505353786754,-18.405566068707135,-19.06813924526773,-20.469615803860812,-21.469346209552377,-66.35132887194852,-18.877830720310556,-20.840120115803916,-19.55085690015702,-21.13203503998355,-18.62026974937688,-46.588981638777014,-25.851692667091626,-19.775870910201515,-18.78438017019788,-19.231322441461273,-19.23905629177386,-21.23004435486941,-21.549468506026134,-22.146483511146226,-49.509805185674466,-87.26829502502679,-39.634935067316476,-22.336068929236497,-31.015362089616083,-19.388696016780138,-19.986832906015305,-19.244047991394655,-21.53544095979607,-22.36212211844073,-28.197443993062848,-44.17004941892702,-287.8486684419204,-140.02081814796313,-36.4841118506006,-25.626692190496012,-30.268312864907003,-28.960720288617686,-19.673113327691865,-19.69720136018194,-19.114189848608166,-20.13362207833879,-19.214816028150775,-41.924014011799954,-19.170231395478403,-33.65081353545117,-18.829201431582828,-62.20112919001698,-18.548210689947553,-18.532247969368814,-21.756260713642497,-25.493658254189306,-22.604359178402134,-19.740334692185204,-18.500789891924533,-22.644775364788337,-41.183880546567806,-28.32494389891371,-41.67443919897762,-85.66367008221299,-28.402307821586046,-28.42937371091505,-54.52434292663572,-148.13855605521695,-121.93436042179567,-52.978759579931605,-55.71585467390345,-18.973520614778955,-18.516513055963745,-18.38914391963561,-20.34258327533972,-18.83616272364912,-18.92244365061869,-18.372360777724733,-18.88563313461151,-22.678250058102794,-42.092882726403204,-110.05082055229747,-42.74633073006753,-45.84228409154731,-21.321068108867575,-22.908564862448884,-20.822875761075906,-30.897951304706577,-20.467063674018743,-21.180370782032593,-27.096629922981375,-35.401232731529674,-25.45659349927442,-21.760117625028684,-20.02584100848945,-22.200293482915658,-20.678048777219093,-21.557667365554458,-189.91887191624122,-21.93125989511895,-20.262865951091573,-20.193600291626552,-20.66543782374446,-20.059200773905015,-21.01359108642133,-36.81461317850329,-55.55088527153464,-90.15173954768716,-24.59914440055136,-39.115144055265
-21.610260370938683,-22.62215565611514,-20.967013096810664,-26.79099035628678,-18.429521141735716,-18.725235036779864,-18.972552456959825,-18.697494272758053,-18.50686224422499,-18.37615217260896,-18.356193572542406,-19.423781909913487,-36.98558571645412,-20.135726052639573,-19.475517654606595,-18.496494133692803,-18.690641905287222,-18.37112851279071,-19.040914869459925,-20.438293974187992,-21.439066008794,-66.70566409143512,-18.845038915956266,-20.805785792203675,-19.529281014370035,-21.112724445361756,-18.588608150907174,-46.631908154513155,-25.83297924152302,-19.73636441788829,-18.756318606915688,-19.199324835431835,-19.205508448549047,-21.214580617226368,-21.53155113796425,-22.126503862905622,-49.09652395808877,-87.80139541385554,-39.647398799170944,-22.32301776596002,-31.04941565751371,-19.360359389439026,-19.93700250828586,-19.212861506448498,-21.475907445268927,-22.305679792475924,-28.179841040577834,-43.93428942304433,-290.47976861092167,-140.48461034704695,-36.608227648116475,-25.449201467831926,-30.26651737905151,-29.00788508984582,-19.64410839197934,-19.643646061272644,-19.08178807154998,-20.110201140371405,-19.185578126963563,-41.998606310613795,-19.138423836092205,-33.629387771536635,-18.800779235536023,-61.44005287741473,-18.520921477966137,-18.505568664725473,-21.771764789534302,-25.27352952390151,-22.566647968699357,-19.711672632506225,-18.470268799934445,-22.639750259037545,-41.33879879211451,-28.19468620664407,-41.781931469357886,-85.64832383803653,-28.285505957583815,-28.47637651707096,-54.43062486564027,-148.765471358843,-121.86301251935517,-52.92363336721529,-54.94841419001537,-18.950027241887334,-18.488109333018667,-18.359665998998306,-20.329322203665544,-18.8095898213776,-18.890965786051705,-18.34271803087088,-18.840243227224295,-22.637769766209118,-42.168280585009015,-110.29636133552232,-42.84208389038632,-45.535729618478406,-21.286476755291467,-22.91388227423596,-20.78712730236695,-30.998031068787615,-20.445844508702002,-21.155285467341766,-27.033889285548643,-35.2329190616394,-25.455061047121536,-21.683295873497595,-20.001820637443785,-22.178113456627987,-20.660028445268264,-21.532094469807063,-191.32848290123144,-21.911541310740123,-20.241774395605255,-20.163740894540997,-20.64379607864854,-20.03649665870363,-20.980531376493385,-36.72998853375539,-55.55561273639369,-90.0210084730953,-24.624134924774733,-38.84313043217817
-21.66535245531782,-22.665799835721668,-21.014372841027896,-26.70868247785579,-18.443367510843768,-18.74039568256359,-18.989634835140787,-18.712698089028585,-18.520670413568684,-18.390009373082126,-18.369985097601923,-19.40667577378967,-37.15440450332448,-20.137620524652455,-19.492822639703103,-18.498406740549083,-18.70037001729277,-18.384154683800144,-19.038177375817668,-20.40637922303767,-21.475568005101504,-67.16943244704643,-18.840748009196,-20.80273268146502,-19.53419992289779,-21.145478022775606,-18.589162906421496,-46.57265969570847,-25.758025062198634,-19.717774203733537,-18.76403672119802,-19.219508617554954,-19.21790653919016,-21.214124746550695,-21.51890698942654,-22.11419126215234,-49.70240557992382,-87.93564559286983,-39.64070422285304,-22.37618077951662,-31.14822158822654,-19.369774187913233,-19.93942175302119,-19.232423503947903,-21.52334698126162,-22.325292823526553,-28.08765721817184,-44.01635382744806,-281.4766500478532,-140.27469042521642,-36.48191707249957,-25.609031262572383,-30.219352918701535,-28.74236238251065,-19.668694141850622,-19.68303020210284,-19.098007215321488,-20.1172478161653,-19.193385286110097,-42.046208179847284,-19.15579121947998,-33.43644415696365,-18.786154093623868,-62.55061383004434,-18.52763016586195,-18.4892525268254,-21.706545408520512,-25.48585116487776,-22.522475546356453,-19.691622535386536,-18.474299244389414,-22.650062826134192,-41.139463968174965,-28.374278563952938,-41.58069793968039,-85.08466639082707,-28.328727361330422,-28.265779872977156,-54.60880485808016,-149.4588703693395,-121.95677211228748,-53.218488679314014,-56.032116780128526,-18.93678381715217,-18.491745552597195,-18.360033525188562,-20.307626424631188,-18.80370803597764,-18.87998870056391,-18.345059475956475,-18.859072369507082,-22.684677450302903,-42.18816800855916,-110.58703922315625,-43.26871743657985,-45.71177283797237,-21.28019632110613,-22.850644573609667,-20.78369030279342,-30.787949401581113,-20.460869373098888,-21.16494522713249,-26.977292609038585,-35.36747385961422,-25.38769425484663,-21.712979468403283,-20.012061279724325,-22.12685037328395,-20.664159261654568,-21.53709635559558,-194.0345261387097,-21.86427277370878,-20.263729399931808,-20.179322142584464,-20.655442334218108,-20.046194332735876,-20.98711147180901,-36.798346298362965,-55.630839877691955,-90.01843145747159,-24.591395042185976,-39.25300065327787
-21.74949624214015,-22.734749694687373,-21.11394894884361,-26.775865298956607,-18.61839625168002,-18.909411049765687,-19.15458468797301,-18.883089567212554,-18.694613023321747,-18.566439377310303,-18.547003971033053,-19.568643953516744,-36.96073171325334,-20.270839952204287,-19.642258032053263,-18.67432420367172,-18.86631658031486,-18.56045625962868,-19.200493164704707,-20.552906440653814,-21.573482464893694,-66.40002571256653,-19.009197977015177,-20.93033827118471,-19.68867218404641,-21.253699282673757,-18.758954291471543,-46.616237882623366,-25.882085753546562,-19.8669274129573,-18.932343257715896,-19.399667324712947,-19.396699466629382,-21.36206187324439,-21.669393344443026,-22.247067783411666,-49.14502114440474,-87.17104756906984,-39.5111584675695,-22.47507960781497,-31.0831496872715,-19.544105294732393,-20.101023494555953,-19.41378903952508,-21.629464556313255,-22.414962710344422,-28.163595083298716,-43.76086334564443,-283.97135116909084,-138.8023592731426,-36.47104590367549,-25.571857343550555,-30.229469578530225,-28.88461510708221,-19.83901376233254,-19.839496360232253,-19.282983591223207,-20.287133395773363,-19.376314519098045,-41.82496206730538,-19.339324062223024,-33.442662988979265,-18.95376978681741,-61.24621379935299,-18.703829966291067,-18.663933903334442,-21.855171946032183,-25.403426611180343,-22.638570551778432,-19.845031205966862,-18.649915004434614,-22.75374106135133,-41.089916905200496,-28.2541295384039,-41.53009858161156,-84.49957935601815,-28.2766953099023,-28.4070629752113,-54.16641317424525,-148.95542721642872,-121.12648614180658,-52.67829586619655,-54.86222787001519,-19.111158212984137,-18.66967586445916,-18.539373289404722,-20.460948730671095,-18.968252976528785,-19.04699437225099,-18.525778352599875,-19.018177450257404,-22.792686367136913,-41.98728967253095,-110.15036490032291,-43.08684726500775,-45.38857307333784,-21.4395552850124,-23.028995263356784,-20.950093351889585,-30.940775881937938,-20.64433403216808,-21.332314705974103,-27.064976571533528,-35.18445963783688,-25.521664627289706,-21.84649945399903,-20.20325078047089,-22.29499945511922,-20.83962551180408,-21.688735861823453,-190.44071040885035,-22.039548882988576,-20.44823917513165,-20.360235300689432,-20.828196931228263,-20.239111574171556,-21.15095434710269,-36.64383301228456,-55.214295019599106,-89.37811311627897,-24.730118351835877,-38.844893879877645
