z_20241101,z_20241102,z_20241103,z_20241104,z_20241105,z_20241106,z_20241107,z_20241108,z_20241109,z_20241110,z_20241111,z_20241112,z_20241113,z_20241114,z_20241115,z_20241116,z_20241117,z_20241118,z_20241119,z_20241120,z_20241121,z_20241123,z_20241124,z_20241125,z_20241126,z_20241127,z_20241128,z_20241129,z_20241130,z_20251101,z_20251102,z_20251103,z_20251104,z_20251105,z_20251106,z_20251107,z_20251108,z_20251109,z_20251110,z_20251111,z_20251112,z_20251113,z_20251114,z_20251115,z_20251116,z_20251117,z_20251118,z_20251119,z_20251120,z_20251121,z_20251122,z_20251123,z_20251124,z_20251125,z_20251126,z_20251127,z_20251128,z_20251129,z_20251130
-25.777192681761676,-22.016616722962436,-20.162395389615877,-22.004554146133785,-31.160943252293205,-22.99948645909812,-21.489272225878118,-99.60942826839653,-289.1531368798985,-22.403698599096437,-118.79557944925764,-175.6209930292583,-269.2307835642046,-25.81508706267141,-38.47494894359356,-21.327127665455144,-35.00579603353774,-122.2103854469939,-207.2555768886861,-27.655423190303086,-20.15638614425382,-29.61628037657735,-28.069004582065524,-30.33431974534932,-22.491697455004687,-34.74565791183081,-23.459506421160583,-29.130675500618548,-35.163580779118334,-29.192525617942024,-31.58666634682878,-25.312937476903727,-21.619834922260765,-23.585116811547792,-23.86187114754987,-25.097171468558482,-22.797321653419484,-28.83521717452406,-24.80121804969785,-23.149578333498575,-22.900074798617606,-22.37741102885084,-25.1069655997978,-23.792093647109564,-31.194482885839527,-37.72734132844082,-23.126860420675303,-24.31311027419156,-27.77206006270127,-25.809816885182787,-22.873289332919818,-22.234185608231673,-26.63860390328917,-30.48290110220232,-60.81773187261406,-39.19900635984946,-36.496931840744736,-22.158635761107572,-23.804836630483656
-25.924283939679526,-22.266093932044093,-20.483231874647604,-22.257059255039188,-31.28249020961586,-23.22181351915342,-21.74007574668654,-97.84420850640133,-290.31766891299196,-22.627673004245985,-116.02042764823915,-173.25454552723613,-266.2906663119706,-25.940436273808338,-38.236176088783296,-21.598360565965763,-34.86597057475263,-122.81735658585504,-204.74759968064055,-27.75568036069822,-20.477811782798437,-29.689688237940416,-28.187290859079567,-30.35151697048873,-22.71652482449815,-34.98491317471904,-23.655918333737112,-29.33289248638622,-35.180603869713494,-29.297964971534416,-31.659945125178165,-25.533305839840132,-21.928561716934762,-23.849048836315635,-24.115575197667194,-25.357469696557263,-23.088693704005237,-28.964013526815833,-25.031823583323735,-23.425858607524788,-23.194071637059906,-22.685925650684712,-25.321116841978153,-24.050136453545683,-31.285273846097862,-37.530714876350316,-23.401874990784393,-24.55456607278119,-27.97337096862271,-25.992020217370342,-23.16785383735453,-22.54829492148069,-26.873898263625748,-30.571273637201365,-60.276791583696394,-39.05501222645907,-36.42233235567498,-22.47139450225336,-24.064324428212778
-25.969149490553665,-22.341013720129297,-20.579479985751096,-22.332828532494553,-31.322620898163713,-23.288720817146853,-21.81504464518029,-97.32856285626808,-290.8485829036202,-22.694725224536107,-115.20028488596442,-172.5997576978785,-265.521759815915,-25.97844532567232,-38.167020285783025,-21.679640034350072,-34.82592675709326,-123.07071248771156,-204.07532156319007,-27.786732487495616,-20.574242908436002,-29.71359244665637,-28.224456137131124,-30.358406871191107,-22.783921957921212,-35.063245370065594,-23.714938759789476,-29.396856625341723,-35.18945462919655,-29.330497635009667,-31.68335207008237,-25.599565369524893,-22.021064863674702,-23.9279748764687,-24.19145798714388,-25.436372804533153,-23.175836252325443,-29.0035815254011,-25.101003570046853,-23.50842509359075,-23.28206686986887,-22.778195534494163,-25.385216656002534,-24.12739692190159,-31.314310368745083,-37.472905760377444,-23.484038412681578,-24.626861367485148,-28.034925324544076,-26.046520961541795,-23.25598573944643,-22.642229969215258,-26.94575656829501,-30.59878946865198,-60.125925549838925,-39.014645699936416,-36.40217315788801,-22.56488389218017,-24.142034756748192
-25.958785470099215,-22.294482622719496,-20.471146123493476,-22.239269839929754,-31.269421125219438,-23.231913111347296,-21.7483770636841,-97.84217846599333,-290.3139434975264,-22.619711103621267,-115.35998334864263,-174.0608166628242,-266.12697767811926,-25.932458350513606,-38.20558587688681,-21.593133737138253,-34.8652168877292,-123.60469142654512,-204.47310528329655,-27.79367167082818,-20.465616458553296,-29.795758691587814,-28.222976066564897,-30.371289257481997,-22.714485132330864,-35.09975618374187,-23.662291980166145,-29.40379687975326,-35.16181319545802,-29.21210018581667,-31.709740267061868,-25.489321674992862,-21.902561717802538,-23.83631767692569,-24.11874681145417,-25.394846996407743,-23.077272070867103,-28.97067310346612,-25.022008847361263,-23.42285770960676,-23.190062857080378,-22.68516275848963,-25.291200529266323,-24.031829374270764,-31.29955562029975,-37.38136343845535,-23.404702607797077,-24.558617217087235,-28.052061420431848,-25.95174786402142,-23.150889354001393,-22.537511270148357,-26.885828621400837,-30.558061321139242,-60.179861347424186,-39.132981162916366,-36.48686099517191,-22.45908391237693,-24.072076167215343
-25.92139628596175,-22.203128034393565,-20.308105759209628,-22.102151579081653,-31.20317616844404,-23.13585604062451,-21.635986954276543,-98.6697190837981,-290.1661922894934,-22.50501989113952,-116.03033580635018,-175.9784576732311,-267.5335114009621,-25.86378846485567,-38.284791908038414,-21.45895879759369,-34.92616831796452,-124.22087836905006,-205.46491926208066,-27.781635741122603,-20.302201145817854,-29.86085608157859,-28.201121896752486,-30.380375157842085,-22.60458203402801,-35.11815102828319,-23.574535841644,-29.38374928163028,-35.1443870988003,-29.081597452030387,-31.723318525032884,-25.343089230646978,-21.732192176141282,-23.698982415254683,-24.000260114743046,-25.309067014078508,-22.927682703502704,-28.91483443985241,-24.90206792068886,-23.288484133347946,-23.046636020887746,-22.537942573954403,-25.160230663543725,-23.89136922409559,-31.271084273712134,-37.33184797981929,-23.276333760890434,-24.446428618432297,-28.03441100540075,-25.826980179945156,-22.99476864103116,-22.378316543126466,-26.788096414609157,-30.503862069063665,-60.36398519287012,-39.27007438131236,-36.578629041050306,-22.298780727425875,-23.955852144289597
-25.93531102037177,-22.312305176063873,-20.589427830904075,-22.34810106813807,-31.33957155735508,-23.27769583918548,-21.804081748891846,-97.34149267860393,-291.25705917601954,-22.70056459018003,-115.86804734862255,-171.87141366850005,-265.9276732306744,-25.98478937195678,-38.19663303231028,-21.682300302217595,-34.82542383625111,-122.47690830377076,-204.45964401015328,-27.749304973977694,-20.584300978641796,-29.61008733071062,-28.19043802373882,-30.33994451659876,-22.783426256705685,-34.97266300553954,-23.70763798817664,-29.335317704785982,-35.216957946806346,-29.41688160270565,-31.63659677208519,-25.641818592814985,-22.044870391382112,-23.939082034902235,-24.185813118080965,-25.40160144334594,-23.184546567254777,-28.99635442482407,-25.108152953978035,-23.50922234926068,-23.283917216908193,-22.77671283469633,-25.412454283958244,-24.143346324624158,-31.30241799203985,-37.62343063701287,-23.479147154745203,-24.620100042634594,-27.960782200075336,-26.085934735213655,-23.270159271715098,-22.650572727713435,-26.935848137611792,-30.6125219335931,-60.25621596374137,-38.93580215352233,-36.33574521029472,-22.574452289217255,-24.132751725261453
-25.95277778922511,-22.293818373893313,-20.485740207879395,-22.253434781318305,-31.277451566494115,-23.23618111145236,-21.754293500101518,-97.78467401636439,-290.32801907364853,-22.629788642331206,-115.47559583970886,-173.727043863734,-266.0652741111718,-25.93927642106305,-38.20758484888866,-21.603974265802762,-34.86111588689774,-123.36315071161914,-204.47218743627363,-27.785078008818424,-20.480264845843987,-29.76480529812369,-28.215640252343565,-30.365629524595914,-22.722791943812343,-35.06955497471348,-23.666853760230637,-29.387520971805543,-35.167670728544245,-29.24248859184068,-31.696323079379553,-25.510554580145865,-21.92111150950235,-23.84913825927314,-24.126346074431503,-25.391453668323745,-23.09071578288623,-28.972960649543005,-25.032963902098082,-23.43310175819288,-23.20121161805838,-22.69577529717758,-25.307896908745047,-24.04629882852961,-31.297954961545692,-37.42162423114484,-23.41305562023929,-24.565572370985933,-28.03362157958585,-25.97042590352042,-23.16618990591753,-22.551472675680035,-26.889730217591627,-30.56512421906138,-60.18978225397262,-39.10412376883045,-36.46457411102557,-22.47350973758373,-24.07833178951774
-25.924716570580067,-22.268717550872168,-20.48976148436871,-22.262729009038022,-31.28584344317351,-23.22514486610031,-21.743958686890604,-97.81344695171776,-290.3593143535082,-22.632185875034573,-116.01542447280761,-173.16277242415723,-266.26179779128125,-25.943214877809737,-38.234015547982565,-21.60352278297539,-34.86356370161303,-122.78549723145544,-204.72772034404184,-27.75503010046409,-20.48435959062484,-29.68411711375029,-28.187190013880844,-30.350661048139262,-22.720644102889526,-34.98268579990834,-23.65903285184275,-29.332271909520685,-35.18261833669501,-29.305688390513403,-31.658128712507022,-25.540186136929385,-21.93579665318277,-23.85461731130228,-24.119864727560394,-25.359830030352814,-23.09462338842628,-28.965932306626335,-25.036563270737766,-23.430971762786694,-23.199577274724668,-22.691469832371304,-25.32689819257419,-24.05594680210487,-31.28613818809111,-37.537282553764214,-23.406583106905074,-24.558570264909328,-27.97197702817921,-25.99799236597607,-23.174207230506035,-22.554599519076426,-26.877485690443276,-30.57383259165789,-60.27522330146509,-39.047309546068796,-36.41671120015006,-22.477764413959388,-24.06845253830364
-25.93396374182715,-22.27269385601498,-20.475759805167257,-22.248477526551373,-31.276293881232,-23.22270387197546,-21.740242238301636,-97.86224420128224,-290.26256828487044,-22.62263124011544,-115.82936976879064,-173.54292517721322,-266.24142163187344,-25.93643008066879,-38.228597692968904,-21.593774555799335,-34.86730589303614,-123.05176357410072,-204.67201222002964,-27.767111789490396,-20.470296397010735,-29.723951897820484,-28.197610423101473,-30.357633269419612,-22.713508774258944,-35.01787583591161,-23.65583128529986,-29.353256286021242,-35.17317858353966,-29.267876291455444,-31.675340178063003,-25.51621056676841,-21.91657673459383,-23.84189305243933,-24.113960050351665,-25.36659010625599,-23.081814532419834,-28.96475678471724,-25.02615879870732,-23.421901735527438,-23.189574105112797,-22.68236012788919,-25.308909752966464,-24.041273352484268,-31.288661798438454,-37.48266818043304,-23.399853867763277,-24.55341271919434,-27.996814394505446,-25.976464667832722,-23.159103917064673,-22.541346106927374,-26.8749331033396,-30.565705704870666,-60.24646247499886,-39.08272690849664,-36.444912368120356,-22.463984052176436,-24.06405816974431
-25.856738291895418,-22.162925604144185,-20.36803511204019,-22.169430753050243,-31.240541007721543,-23.13525866262068,-21.643485721147915,-98.49440900950796,-289.8282715396107,-22.547310556536154,-117.29951374824871,-173.80639817619488,-267.4276700874776,-25.896602697342495,-38.335328705822846,-21.49908319628709,-34.917279027431135,-122.29130285722012,-205.75322040475427,-27.703832815132113,-20.362432219882294,-29.622070607444726,-28.129427504382857,-30.337517463630107,-22.63339682605372,-34.85357942576207,-23.580630781607127,-29.230786619557193,-35.1805729536036,-29.291267529758006,-31.6140274452777,-25.467785531270042,-21.823203820974328,-23.755878941400862,-24.01991989273779,-25.247231486568868,-22.984412335398765,-28.913213737835576,-24.949398889901154,-23.324223184077812,-23.086130534139816,-22.57138864629437,-25.252537720482,-23.9609696091837,-31.24584562107596,-37.66077935397003,-23.29862552180157,-24.46300240590158,-27.869463193956186,-25.939970135973855,-23.064373062885867,-22.43536764966917,-26.781726463088283,-30.54320543976946,-60.516549775688205,-39.07726458534373,-36.4238786294608,-22.35950637085169,-23.96501987379909
-25.82878050765011,-22.129098811589685,-20.346757069238606,-22.156602865104258,-31.23801969433611,-23.112113622462605,-21.618047880204212,-98.64262143229115,-289.8392200376573,-22.53250734306147,-117.8639315744131,-173.61948972925603,-267.8483674437505,-25.890215767119045,-38.3704728981359,-21.47848756469669,-34.929317479759575,-121.93099461764416,-206.12801371900895,-27.67750449277316,-20.34115699815318,-29.565221189940285,-28.103208641965573,-30.32800724229819,-22.61526161602652,-34.78717005544847,-23.561763347304,-29.18287520288804,-35.191491379713234,-29.326366648730488,-31.58534910302214,-25.471261499928655,-21.809845303830233,-23.74054144907197,-23.996991333708895,-25.20963715366107,-22.9653149358765,-28.899632028042305,-24.934532990126332,-23.302577175397598,-23.063463202484414,-22.54588428495287,-25.249084144294425,-23.94839529854067,-31.23290149779092,-37.75337435657673,-23.274398046690383,-24.440478459076406,-27.81677412421641,-25.945767030626456,-23.047590496544622,-22.414164404182756,-26.75769121398143,-30.543291914234132,-60.6268416709169,-39.049981836253,-36.396908260087486,-22.339037625239904,-23.93992932850552
-25.844967573912072,-22.151191251755947,-20.36640150486459,-22.170491797921564,-31.24326385704671,-23.12903267477409,-21.636902675973896,-98.52245124068457,-289.87679465510206,-22.546156696202935,-117.54144278985726,-173.61315115370755,-267.576007996468,-25.897074928165125,-38.34811223418573,-21.496131965627146,-34.91963241219474,-122.09416768147338,-205.89152555862333,-27.691463952377678,-20.360821042480097,-29.590430822658426,-28.117739495037544,-30.332296246153888,-22.63029568573228,-34.82174410423173,-23.57604438261521,-29.20894677674129,-35.18767574036692,-29.315864545036394,-31.599261637278833,-25.477468146934957,-21.825895856810963,-23.75576137685678,-24.0149276188996,-25.23354483397908,-22.983042592643056,-28.909486828054604,-24.94846549885016,-23.32077892449973,-23.082695175535004,-22.56675448689537,-25.257868601218167,-23.962333054035273,-31.241146754801086,-37.70931124132776,-23.293573749179966,-24.457839619383833,-27.844680933787686,-25.949644654201535,-23.06451641694666,-22.43352070455081,-26.775395701056233,-30.546259958897238,-60.56320208931786,-39.05597680010253,-36.40520638558923,-22.358057595700977,-23.95890033792369
-25.874477894974113,-22.211545903151308,-20.461613556762966,-22.24816823755392,-31.286316332150093,-23.18834507820407,-21.70397038414619,-98.02942713053454,-290.4831492698241,-22.612083124496102,-117.00851693671896,-172.68925483936124,-266.9627391073729,-25.93526671337307,-38.2919528304799,-21.574306250264275,-34.88003094220349,-122.09194892717119,-205.36440726981021,-27.706306316110364,-20.456245728867973,-29.5730062619886,-28.139424137933297,-30.33099067531182,-22.69402678842803,-34.86111570119872,-23.629333752598328,-29.24572105604316,-35.20555462066612,-29.37935670466009,-31.60333356675283,-25.556403248787184,-21.92288507074073,-23.83514459008267,-24.084897735878545,-25.29532187757667,-23.069199222745738,-28.943830490699963,-25.01676657478141,-23.399660040639095,-23.167084010206082,-22.65398041624955,-25.32907327638123,-24.041818060889973,-31.263546067695252,-37.71115918363921,-23.369935502442953,-24.523884375313983,-27.875004918407956,-26.016614888994265,-23.153668781719997,-22.526059079506474,-26.839604143200518,-30.577215058704382,-60.466902986558495,-38.98568833307466,-36.35913239483166,-22.450623697703602,-24.02929399232017
-25.93376551208705,-22.27182611534316,-20.47375981082313,-22.246750667704745,-31.275323683320476,-23.22165134209302,-21.739009469536853,-97.87180597627476,-290.2531664664133,-22.62124283299294,-115.8323381505533,-173.5701439351769,-266.25266947062346,-25.935579324263642,-38.2293190379322,-21.592177333886134,-34.86803864441797,-123.06155447249931,-204.67962740340306,-27.76723859531829,-20.46829104388798,-29.725467959106542,-28.197582464525965,-30.357867340360627,-22.7122258524166,-35.01852630329725,-23.654853044523772,-29.353379110216927,-35.172671376012474,-29.265683330786658,-31.675821542255225,-25.514171969498022,-21.91438809493865,-23.84019391882221,-24.112614433004538,-25.365809020744877,-23.079992765841254,-28.964148979535235,-25.02470012724787,-23.420317713565375,-23.187872017134328,-22.68063872296504,-25.30717216976688,-24.03950540790786,-31.28838702623952,-37.48096703062193,-23.39838349294869,-24.552151162742064,-27.99711825362577,-25.974704382858604,-23.157162751443504,-22.53940997945839,-26.87382262348271,-30.56495126498921,-60.24742040144172,-39.08492938555291,-36.44649376535118,-22.46202848689383,-24.062760406087985
-25.8320384644747,-22.148217029400172,-20.39390103918813,-22.197415105215857,-31.263434857007937,-23.136235308105213,-21.645492755402046,-98.4168620664249,-290.2545130292611,-22.565101862698565,-117.84002921166035,-172.94889822230004,-267.72011701928903,-25.910187506125965,-38.35430708448038,-21.515403691742137,-34.91092364841745,-121.75552081005057,-206.01023252459206,-27.672467231410327,-20.388433104274547,-29.523866832763996,-28.102548332479365,-30.322169677030296,-22.644588358089166,-34.7785248010031,-23.584525799383798,-29.18077256826389,-35.20934500425981,-29.384892003333306,-31.572736462934397,-25.521858309770746,-21.862398874339057,-23.781312250037548,-24.027641371490553,-25.227996534051357,-23.0080162282703,-28.913430374256063,-24.968434732710215,-23.339501381743386,-23.103223728139557,-22.585861568148243,-25.29100304231119,-23.990575629642773,-31.24000097531401,-37.805096685120155,-23.30840392855668,-24.468856132792975,-27.807732263697638,-25.990501734095783,-23.093368359989974,-22.459721080870025,-26.78467926595859,-30.562563591272255,-60.6315990991683,-38.99103719223609,-36.353047886017066,-22.3849678153412,-23.969835084657422
-25.986332093093196,-22.36139593143082,-20.591864308334937,-22.340348963071683,-31.324991136767302,-23.302623817811078,-21.829910601037426,-97.24347894438742,-290.88233901831126,-22.703641341500493,-114.88021504218347,-172.7143470488726,-265.3261365536692,-25.98263987415825,-38.147479493033686,-21.6916338728327,-34.81959004463741,-123.3153033476512,-203.87695914212946,-27.802628109382116,-20.586625323346887,-29.7475474729512,-28.240582723449307,-30.365260496529615,-22.794612177661094,-35.105898477621864,-23.72654743847544,-29.42637840906366,-35.18452863091048,-29.311448430576004,-31.70112979847609,-25.598054520791308,-22.02888962784575,-23.937413441242526,-24.205009600860446,-25.45969127395627,-23.187048150050625,-29.012080094350353,-25.109778356175493,-23.521257726371957,-23.295474532665114,-22.793226201942772,-25.387452872949602,-24.13504774017515,-31.322961989111086,-37.42124560770368,-23.49846992677348,-24.640105842957283,-28.066933329714406,-26.04415007795094,-23.265766548562464,-22.65468007936277,-26.960647905587177,-30.599545214360635,-60.071035818977776,-39.030541008392895,-36.417573299674565,-22.576862431323118,-24.157106074912694
-26.12910782703564,-22.60406524043478,-20.917460540933245,-22.598861145664223,-31.478237491067645,-23.524198939287956,-22.076925170933915,-95.56980354842419,-293.4597174274408,-22.929398380104136,-112.36893082960603,-170.515753027051,-263.284694492159,-26.11314991371421,-37.93325857564413,-21.964548937684263,-34.69209111516187,-124.2511882732541,-202.04265442068544,-27.89896544012351,-20.91289464151257,-29.80398837512945,-28.361169427495096,-30.388995027645766,-23.020137764338767,-35.3639552646775,-23.92224291810427,-29.634122728816408,-35.23508009898629,-29.448471910073472,-31.77038003363647,-25.83280843464517,-22.345476515146714,-24.203937941241737,-24.456712983252693,-25.716415493254424,-23.480640420833062,-29.145783243336425,-25.343685022826428,-23.79687662762127,-23.590086152325863,-23.100905894798558,-25.60953267829054,-24.397965106050545,-31.42297725515126,-37.27449084785468,-23.77094336308302,-24.879839651507552,-28.25493136629557,-26.237109788554562,-23.564409936625385,-22.970800389758107,-27.202963393648275,-30.69893113893767,-59.64231274267624,-38.88283186730448,-36.339023106351604,-22.89173957008706,-24.414098690801247
-25.96140132972681,-22.309085539467084,-20.50673821515195,-22.27024305775827,-31.286211534538225,-23.25025549844107,-21.770178239758117,-97.6735972190724,-290.4241681269261,-22.64447001195866,-115.32009254153269,-173.55851880130047,-265.89837881451973,-25.94773036769895,-38.19373210337926,-21.621589057776582,-34.852606997395675,-123.38845436491351,-204.33142656300103,-27.790591891777606,-20.501304824883178,-29.766696595011105,-28.222494881078457,-30.36655336376019,-22.737358938366146,-35.08228057275597,-23.679383900971764,-29.39882250126967,-35.16982515490131,-29.252100786947892,-31.699816705688036,-25.52613391725108,-21.941735931275225,-23.866515537388665,-24.142588502313885,-25.40727061059968,-23.10979328496176,-28.98126570784799,-25.048142629564623,-23.45095525843816,-23.220244974373195,-22.715629471174562,-25.322607062780286,-24.063480621323333,-31.303710458404638,-37.41388211243436,-23.430659209806038,-24.581015573160222,-28.044407237858806,-25.983431517347316,-23.185633015601915,-22.571977199886547,-26.904718950004074,-30.571430446843436,-60.15992387747437,-39.09306893153741,-36.45826069814871,-22.49397046060764,-24.09482760838734
-25.84292945530456,-22.165536576216386,-20.414382487798303,-22.213149054187166,-31.271018895923092,-23.151094535734025,-21.662206146745945,-98.30268024513379,-290.34357384564134,-22.579277891848676,-117.62793229552386,-172.83496326315463,-267.51880444784615,-25.91791225327455,-38.33731338799031,-21.532914829246618,-34.9017232530348,-121.82737092402037,-205.8383175572378,-27.68060444930275,-20.408949394801926,-29.533229602808387,-28.111760561945147,-30.323893607393686,-22.659152683103017,-34.7987316192167,-23.59743187127735,-29.196995666466044,-35.20967224399193,-29.387652822063668,-31.579500671123803,-25.534191246648664,-21.88144594751025,-23.79780326896837,-24.044271708306333,-25.246254006992256,-23.026516317734878,-28.922052092483565,-24.983050771841285,-23.357321348745426,-23.122184455550062,-22.605913977732172,-25.303604768865732,-24.00651760892775,-31.24640368430604,-37.785005227342936,-23.32635429601656,-24.484760472259456,-27.824012687654847,-26.000261716614116,-23.11187283287476,-22.47973161073633,-26.80045632615063,-30.567606019556756,-60.59011706185298,-38.98538274555507,-36.351384090293855,-22.404832877747832,-23.986961547062673
-25.931459290129823,-22.27522535500924,-20.49016319342525,-22.261709462652973,-31.284314803547446,-23.22846064021454,-21.747302345510207,-97.80014309716933,-290.34289171065865,-22.63256219481695,-115.88423931741866,-173.27728751624565,-266.1972866908548,-25.942855997923726,-38.22726119441343,-21.60474617711014,-34.86253752373127,-122.90851458040783,-204.65773399667074,-27.762066467227463,-20.484747285867,-29.702252974486477,-28.19389457481047,-30.353970766166775,-22.722062230912396,-35.001908335442536,-23.661521490857677,-29.344958290424852,-35.17902035533711,-29.291942849626427,-31.666762854990736,-25.534465052057133,-21.933775310203764,-23.854426006658457,-24.122347134233728,-25.367691844220346,-23.094949990279048,-28.96799392422526,-25.036730643646294,-23.432557699689955,-23.2011210595054,-22.693666549294814,-25.32356569126689,-24.05484549407541,-31.288997473160165,-37.510649569846585,-23.409119698598104,-24.56113700458097,-27.98624129466689,-25.99252181574243,-23.17363902474625,-22.555174199986666,-26.88100294650828,-30.5721840530681,-60.25262406987038,-39.05949869618058,-36.42721579564062,-22.47809625586968,-24.07166497076618
-25.7527477331083,-22.036293861958956,-20.28772406595578,-22.12090022888334,-31.236168467868417,-23.048668875329,-21.546304691368242,-99.0547977340311,-290.21062253518926,-22.4917958391204,-119.47143524648425,-173.1165213268978,-269.27408763985073,-25.873085760136153,-38.469242650123505,-21.4206470955023,-34.96256432876523,-121.10076247840502,-207.2773111220574,-27.604921514534066,-20.282135268689817,-29.40714609864424,-28.0322906916388,-30.30456803027814,-22.564328569487216,-34.6236135031986,-23.510779366678012,-29.057650385513973,-35.23147370083917,-29.431388154472533,-31.50858652699062,-25.483461426017,-21.77342507344902,-23.699609390091585,-23.932936658897155,-25.109562208545878,-22.912146245849407,-28.863058998345206,-24.892888691932217,-23.24270446389133,-23.000763467141443,-22.475113466337657,-25.240144557169657,-23.91436390453268,-31.200746438146943,-38.02244336026366,-23.207459548362976,-24.37710875413601,-27.674536213921755,-25.966313854086142,-23.000803427022518,-22.355415241657255,-26.69465428788569,-30.546543349494733,-60.98079046947839,-38.969042197327155,-36.31639387767087,-22.282086983002603,-23.870992303599014
-25.774531202631305,-22.049868851628826,-20.26625222395892,-22.09730161830516,-31.213785070401624,-23.048376938902635,-21.54638964982786,-99.11753518487727,-289.6539413618566,-22.476777941826786,-118.95388348190781,-173.86766952213213,-268.85623857418847,-25.86130535925555,-38.45093409977132,-21.407852648525026,-34.968011826799746,-121.48473600863515,-206.98213141837508,-27.63312827932472,-20.260545342774346,-29.495278072781453,-28.055863009022307,-30.316710711169236,-22.555822952209432,-34.67946774321321,-23.507367456067758,-29.09871199427084,-35.200501354794675,-29.34395513640255,-31.544065424395725,-25.434843533891403,-21.739624316283837,-23.677154198945985,-23.927496919242348,-25.125316509456642,-22.892607332184603,-28.862918932215337,-24.877309973006522,-23.230240313549626,-22.986792802271424,-22.46365145401116,-25.206536598312475,-23.888684312621024,-31.204288342383315,-37.88567066816632,-23.199806889285416,-24.373568841407604,-27.727978053814397,-25.919349240177095,-22.97652571630409,-22.33514584157547,-26.691030471338124,-30.528013899851587,-60.84723392447308,-39.04889590009478,-36.38305488682978,-22.26097104462305,-23.867460409658875
-25.900536530406413,-22.201083499725307,-20.358642174862155,-22.151705613935366,-31.22642031184899,-23.1508886799909,-21.657793357203392,-98.46411474235727,-289.8532451218805,-22.54074326859819,-116.42630421860704,-174.7714272099479,-267.1369918739788,-25.888170275854538,-38.29259034410016,-21.497221774912063,-34.91331158917305,-123.2441108182022,-205.3683042266565,-27.751812203811653,-20.352916998611214,-29.753445681062136,-28.17463569340803,-30.360528518637157,-22.634446343901114,-34.99560529154468,-23.59083603094502,-29.32046720260194,-35.15687937289717,-29.185158511672615,-31.675457261815893,-25.416476894389977,-21.79631267477485,-23.743749574430975,-24.0277250538865,-25.295709332637614,-22.975042022858602,-28.922944278310347,-24.940996232595108,-23.32474729915343,-23.08579172392751,-22.575324347518073,-25.218825806007434,-23.942177714268297,-31.26380639417917,-37.469785057362614,-23.306145073989793,-24.4718243528566,-27.968323528132608,-25.891689289577304,-23.048377534709402,-22.427161462177555,-26.799500048103027,-30.527422271807303,-60.37690527973711,-39.17174027728953,-36.50330737937515,-22.34944530651203,-23.978190790570945
-25.812551835092016,-22.08995226337339,-20.27746328769588,-22.098845616368983,-31.206846026219395,-23.071291808591027,-21.571444837296248,-98.99752306227607,-289.48391878916544,-22.48425562632984,-118.14512843545221,-174.41601472603764,-268.285992852602,-25.86173931260399,-38.40618235186797,-21.42218497118634,-34.95754540895512,-122.06268739958963,-206.48931109713047,-27.672543902166602,-20.271699840240917,-29.593287250361016,-28.09322266139015,-30.331648419961958,-22.569572453365584,-34.77708712001738,-23.524461565970885,-29.167865912567216,-35.177186619025335,-29.268333401292843,-31.58966918111612,-25.408561636367796,-21.737179960424587,-23.681877059678857,-23.947505459766152,-25.170700990209426,-22.902303525306262,-28.87622393156949,-24.88450717560266,-23.24583850984058,-23.002743932439454,-22.483606869545955,-25.193934533764505,-23.889000574560082,-31.21920747437096,-37.72929425303499,-23.220209678104737,-24.393983445500552,-27.806454466902554,-25.8916077221188,-22.981726893495367,-22.34671504489928,-26.713950493794577,-30.519315715043255,-60.680902826809344,-39.112311145362824,-36.440052213865776,-22.271348426712983,-23.890698159038926
-26.02819789485784,-22.41434538150873,-20.632085261350127,-22.367589355571052,-31.33737366492037,-23.341276760501053,-21.87138498394915,-96.99199415121566,-291.10816749554306,-22.732347215706653,-114.1216046996837,-172.84049391706625,-264.8724668709233,-25.997388436198623,-38.09806679061135,-21.72852665787968,-34.8007289680241,-123.88129564330814,-203.40023178430667,-27.839393177567814,-20.626873413164095,-29.81885744951648,-28.279157781848582,-30.380843702925247,-22.82669867225342,-35.207916371863035,-23.759505836920848,-29.497009291594047,-35.17822353929976,-29.280556096158705,-31.740898420650332,-25.606390565631173,-22.059579077627365,-23.96933148044097,-24.244178555573406,-25.51989479661238,-23.223438373617796,-29.03568801753242,-25.138391306204035,-23.560190409060084,-23.336442995437206,-22.838065025141642,-25.40247313073138,-24.162986231864274,-31.345766458919414,-37.31186743028452,-23.540544430715016,-24.677994425303545,-28.141299457841697,-26.049207881156516,-23.299456938547113,-22.694677226479,-27.00270440204617,-30.606222440399982,-59.947630586339045,-39.05479947033976,-36.44393543785651,-22.61579848070009,-24.19983356830587
