station_id,xi,sigma
Annandale (WTP),0.1980980027817144,20.28400968172057
Annandale (WTP),0.0639910585678683,22.972704620882027
Annandale (WTP),0.1106744655351017,20.22489319395717
Annandale (WTP),0.09106035068376403,19.86718216625614
Annandale (WTP),0.02943224116148599,21.519572927162834
Annandale (WTP),0.04907129956902251,21.691306817870178
Annandale (WTP),-0.05746786699181648,23.946689405668074
Annandale (WTP),0.09033456754562302,23.371872230175903
Annandale (WTP),0.14005753473145838,21.70818912420287
Annandale (WTP),0.04253772273646945,22.07402429227013
Annandale (WTP),0.010422855332241205,23.79718367830487
Annandale (WTP),0.13155410714873078,20.401131724684838
Annandale (WTP),0.13575602107400886,22.40667130900335
Annandale (WTP),0.144684999843739,23.784845165170783
Annandale (WTP),0.09963709598409251,21.65615208954859
Annandale (WTP),-0.035944178263720004,24.377165230089652
Annandale (WTP),0.06271818997383227,21.48481508145171
Annandale (WTP),0.14440818649175374,21.326754357751526
Annandale (WTP),0.08302253881969843,22.187908405042286
Annandale (WTP),0.08314952641128033,22.141807442066764
Annandale (WTP),0.06448494318831807,24.802458417829087
Annandale (WTP),0.07387209279513587,22.132677806773707
Annandale (WTP),0.008667487775311877,24.582964918534472
Annandale (WTP),0.040573826318085676,22.50904333720804
Annandale (WTP),0.2715135227874619,17.83801132379551
Annandale (WTP),0.024060598904827972,22.010057521279407
Annandale (WTP),0.004225723572662243,22.22956023497285
Annandale (WTP),0.029908215347152246,23.42406374387268
Annandale (WTP),0.1431087431538593,22.705245883719428
Annandale (WTP),0.09650894189303935,21.607773393368582
Annandale (WTP),-0.013753558114269242,25.34386779168848
Annandale (WTP),0.21720815662242726,20.630904984125834
Annandale (WTP),0.09645657734266327,21.79619757124796
Annandale (WTP),-0.03470611151534497,23.346831721270576
Annandale (WTP),0.17853101405497282,19.49482605706453
Annandale (WTP),0.12670798888850993,22.021982781638723
Annandale (WTP),-0.019663867114771416,23.72307655581257
Annandale (WTP),0.10707628207656397,21.37244216803115
Annandale (WTP),0.15978175765156916,20.483676012259266
Annandale (WTP),0.1933077565724433,19.141535382071872
Annandale (WTP),0.09286093670243259,22.265080049262004
Annandale (WTP),-0.019096034191224208,24.117208450977678
Annandale (WTP),0.04778698893607429,22.826655555359373
Annandale (WTP),0.14793083546304603,19.333563680724485
Annandale (WTP),0.10229175416869299,21.89025298977908
Annandale (WTP),0.17598024605863655,19.573495290027786
Annandale (WTP),0.23701348347715,19.612975885038498
Annandale (WTP),-0.027329481445987226,24.229321259869316
Annandale (WTP),0.09729742039142286,21.795012789127632
Annandale (WTP),0.016767325309553445,21.53036073456809
Annandale (WTP),0.17808732940922098,20.903307785370657
Annandale (WTP),0.10350950835847503,22.857321266359754
Annandale (WTP),-0.013701755498660616,21.893126643474318
Annandale (WTP),0.2631591259413253,19.33537563076065
Annandale (WTP),0.23477003578625696,19.71686197765427
Annandale (WTP),0.19152587478147892,19.778174037601673
Annandale (WTP),0.058200800600605535,24.941882554702147
Annandale (WTP),0.11247754432210914,21.581590537099018
Annandale (WTP),0.030696617135987807,24.673883421305277
Annandale (WTP),0.1808379512936415,19.513776549446177
Annandale (WTP),0.1747362619488828,20.481123379019966
Annandale (WTP),0.11312511761843136,21.423058524027383
Annandale (WTP),0.1062627721411864,22.13464573678408
Annandale (WTP),0.14117568781524778,21.20947088120855
Annandale (WTP),0.10350006655133986,21.38745148445003
Annandale (WTP),0.09472744192348645,22.28512438171178
Annandale (WTP),0.18613318669553908,23.002753503118477
Annandale (WTP),0.07041860311284107,22.988020342329563
Annandale (WTP),0.19654056547303392,18.96229485520835
Annandale (WTP),0.06435366849969229,23.983313675741755
Annandale (WTP),0.10811851681297889,21.46395896591729
Annandale (WTP),0.17648083414062216,20.17497738668868
Annandale (WTP),0.11282549649750909,23.541322350877206
Annandale (WTP),0.1435642219004905,22.761677703072994
Annandale (WTP),0.2001003831875792,20.986861791904786
Annandale (WTP),0.09743065147059501,22.56416529814084
Annandale (WTP),0.08829849394539713,22.159192038109346
Annandale (WTP),0.166360945502874,18.024273361371648
Annandale (WTP),0.0028004785006171167,24.619341659903228
Annandale (WTP),0.12631433651299603,20.729266806915142
Annandale (WTP),0.013360923189930003,23.6330658690385
Annandale (WTP),0.12516518504466537,21.030504031784055
Annandale (WTP),0.10697590509274549,20.368922305212386
Annandale (WTP),0.12676954675865815,20.915282359701422
Annandale (WTP),0.021354373599553632,23.623663490996467
Annandale (WTP),0.05358994869347096,23.87431122618915
Annandale (WTP),0.09445656587560193,21.718743641139067
Annandale (WTP),0.20385209821840178,19.58392589087716
Annandale (WTP),0.062453793651879266,23.34710133375622
Annandale (WTP),0.17688360803905623,20.76301095801055
Annandale (WTP),0.09980720415720336,22.17908937743229
Annandale (WTP),0.18692393338878538,20.950195270108665
Annandale (WTP),0.16979954384424883,20.395499698599767
Annandale (WTP),0.0808035939397389,19.269867282444586
Annandale (WTP),0.12198569753878594,20.613862145736455
Annandale (WTP),0.12016891162869225,21.817731434577063
Annandale (WTP),0.07517010958046022,23.88535378672954
Annandale (WTP),0.08126771349357045,22.369795866341335
Annandale (WTP),0.23953641090024502,16.967651247732043
Annandale (WTP),0.1120182353237427,21.037945439108633
