station,X_m,Y_m,X_km,Y_km,Elevation_150m,TR,TR_mean,TR_std,TR_z,TR_std_z,Elev_z,Elev_norm
Guapo,645487.8906,1338306.287,645.4878906,1338.306287,375.583,100,497.4880829,201.5760629,1.666245705,2.051490667,0.944514254,0.895779819
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,5,141.2446635,13.04391983,0.017137904,-0.765811988,1.000477286,1.220640349
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,10,166.2176961,18.77647208,-0.087364597,-0.806643644,1.000477286,1.220640349
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,25,203.6984384,29.13992718,-0.210679787,-0.829364344,1.000477286,1.220640349
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,50,235.920405,39.58214241,-0.289406964,-0.833141811,1.000477286,1.220640349
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,75,256.5083158,46.9383886,-0.329405976,-0.832229731,1.000477286,1.220640349
Les Avocat (WTP),641406.311,1334198.04,641.406311,1334.19804,382.6017,100,271.96114,52.79176743,-0.355176331,-0.830618312,1.000477286,1.220640349
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,5,151.1124441,18.97751337,0.316202767,0.181364774,0.128999401,0.139710299
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,10,181.2144193,28.31453468,0.2600998,0.091248742,0.128999401,0.139710299
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,25,227.7091247,45.90087665,0.173705423,-0.012070339,0.128999401,0.139710299
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,50,268.8972792,64.34387212,0.106456409,-0.079231716,0.128999401,0.139710299
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,75,295.7836944,77.7015472,0.068149766,-0.114754834,0.128999401,0.139710299
Mamma Cannes (WTP),646713.0572,1335136.862,646.7130572,1335.136862,273.3038,100,316.2488616,88.52300971,0.04177924,-0.138466403,0.128999401,0.139710299
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,5,139.29555,17.70902172,-0.04193428,-0.021123955,0.685216296,0.764709674
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,10,167.8442908,26.65686413,-0.049677447,-0.064800744,0.685216296,0.764709674
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,25,212.6590152,43.81568404,-0.067230609,-0.113748076,0.685216296,0.764709674
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,50,252.9948968,62.15105918,-0.084440117,-0.14599538,0.685216296,0.764709674
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,75,279.6110487,75.6105997,-0.09555402,-0.163521034,0.685216296,0.764709674
Mardigras (WTP),640099.7888,1332964.805,640.0997888,1332.964805,343.0627,100,300.0098755,86.61182503,-0.103772524,-0.175488069,0.685216296,0.764709674
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,5,162.5631991,17.61417776,0.66324316,-0.036263851,0.075982548,0.046435725
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,10,193.0322041,25.85085154,0.533910247,-0.140677009,0.075982548,0.046435725
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,25,239.1147178,41.00902474,0.356296676,-0.250605825,0.075982548,0.046435725
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,50,279.0660389,56.54262442,0.228524969,-0.316753063,0.075982548,0.046435725
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,75,304.7517253,67.61346994,0.15892654,-0.350034386,0.075982548,0.046435725
Mirabeau (WTP),645894.3697,1342246.573,645.8943697,1342.246573,266.6546,100,324.1111651,76.48912807,0.112249904,-0.371575403,0.075982548,0.046435725
Mt Horne (WTP),647736.8848,1342690.508,647.7368848,1342.690508,145.5919,5,150.0256558,22.23731436,0.283265249,0.701725282,-0.889301009,-0.895779819
