station,X_m,Y_m,X_km,Y_km,Elevation_150m,TR,TR_mean,TR_std,TR_z,TR_std_z,Elev_z,Elev_norm
Peggy's Whim (WTP),647128.3562519671,1346005.6788220564,647.1283562519671,1346.0056788220563,241.6209,75,464.41575848209766,144.22471011006027,1.6017040856354698,1.1586974121769433,-0.12362161553359721,-0.23421919391461965
Peggy's Whim (WTP),647128.3562519671,1346005.6788220564,647.1283562519671,1346.0056788220563,241.6209,100,510.1657088588101,168.85210955358784,1.588038127477134,1.1292025779549877,-0.12362161553359721,-0.23421919391461965
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,5,161.83613974777035,22.35053277144866,0.6675472560274277,0.6358180280647484,0.6471256822027811,0.645630749275982
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,10,193.10496666228795,34.937443732462754,0.5517709438315294,0.6076521209351847,0.6471256822027811,0.645630749275982
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,25,241.0588013141056,59.61896894294665,0.39018383328104583,0.530072634379838,0.6471256822027811,0.645630749275982
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,50,283.421758357637,86.39623287139835,0.27533259763498963,0.45607599578901314,0.6471256822027811,0.645630749275982
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,75,311.0937802217422,106.22793126656708,0.21388822132220198,0.41058676558976986,0.6471256822027811,0.645630749275982
Petit Etang (WTP),643102.24324995,1333701.5358637525,643.10224324995,1333.7015358637525,338.2855,100,332.19000843599906,122.52673688030778,0.17324952115039657,0.3781169607239293,0.6471256822027811,0.645630749275982
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,5,110.21135170118444,14.825978670113576,-0.8133244804699212,-0.44318191578119637,0.38150719591626087,0.3308725717264201
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,10,132.87131632143746,22.99771603098397,-0.756741824971827,-0.3886330523964523,0.38150719591626087,0.3308725717264201
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,25,168.77002876913522,39.12682019832549,-0.6748249190914325,-0.33822822754915494,0.38150719591626087,0.3308725717264201
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,50,201.43808425249583,56.8015915568029,-0.6146218659182208,-0.3132946503051886,0.38150719591626087,0.3308725717264201
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,75,223.1817245844409,69.99383218389437,-0.5818603521188468,-0.3028188471569009,0.38150719591626087,0.3308725717264201
Plaisance (WTP),646641.7064039197,1337946.811127813,646.6417064039198,1337.9468111278131,304.9725,100,239.9465441928906,80.89199188994824,-0.5600247511756637,-0.2969182593894495,0.38150719591626087,0.3308725717264201
Point Saline (MBIA),632169.1794283406,1327633.398995253,632.1691794283406,1327.633398995253,14.8969,5,101.01038249929853,7.223390427380165,-1.0772569004376291,-1.5333717365358503,-1.9313869229158513,-5.199337582605575
