X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
641567.805,1336019.436,500.22,156.991,18.131,159.8,26.636,187.495,23.878,190.794,35.106,236.153,35.404,239.884,52.232,315.2,58.317,284.579,71.654,353.141,70.639,314.457,86.457,384.577,81.142,337.607,98.829,18.497,3.586,19.007,5.305,28.266,6.408,28.136,9.487,58.56,15.749,47.153,19.366,87.562,25.918,68.512,31.701,119.048,34.724,83.035,41.546,139.567,41.93,98.701,50.611
641567.805,1335929.436,492.84,156.818,18.274,159.444,26.626,187.102,24.066,190.436,35.1,235.232,35.685,239.463,52.229,314.785,58.396,284.072,71.658,353.629,70.725,313.882,86.467,384.794,81.231,336.974,98.845,18.228,3.615,18.939,5.306,27.8,6.458,28.014,9.505,58.224,15.764,46.823,19.469,86.846,25.942,68.071,31.827,118.773,34.808,82.53,41.607,138.613,42.015,98.136,50.756
641567.805,1335839.436,492.47,157.053,18.332,159.525,26.615,187.273,24.143,190.639,35.089,235.227,35.799,239.827,52.218,315.128,58.423,284.576,71.646,354.367,70.755,314.478,86.457,385.52,81.262,337.639,98.838,18.071,3.627,18.949,5.306,27.546,6.478,27.997,9.511,58.142,15.77,46.575,19.502,86.755,25.951,67.766,31.869,118.382,34.832,82.382,41.634,138.169,42.04,97.791,50.805
641567.805,1335749.436,497.79,157.741,18.306,159.956,26.602,188.075,24.11,191.292,35.074,236.25,35.749,240.822,52.197,316.023,58.401,285.894,71.62,355.239,70.731,316.018,86.428,386.58,81.236,339.351,98.806,18.039,3.622,19.022,5.304,27.519,6.469,28.062,9.507,58.245,15.766,46.367,19.465,87.13,25.945,67.538,31.829,118.606,34.802,82.524,41.624,138.585,42.01,97.579,50.762
641567.805,1335659.436,505.95,158.927,18.194,160.551,26.588,189.564,23.961,192.155,35.053,238.38,35.526,242.114,52.166,317.132,58.326,287.6,71.579,355.864,70.65,318.007,86.378,387.506,81.151,341.561,98.749,18.135,3.598,19.124,5.301,27.718,6.429,28.16,9.492,58.529,15.751,46.12,19.358,87.775,25.922,67.266,31.705,118.794,34.711,82.802,41.579,139.303,41.919,97.317,50.622
641567.805,1335569.436,514.7,159.816,18.0,161.161,26.573,190.678,23.703,193.038,35.028,239.978,35.141,243.441,52.126,318.034,58.196,289.355,71.522,356.267,70.509,320.057,86.308,388.196,81.002,343.84,98.667,18.183,3.559,19.23,5.295,27.835,6.359,28.249,9.464,58.756,15.726,45.775,19.176,88.322,25.882,66.859,31.491,118.359,34.548,83.097,41.498,139.364,41.752,96.87,50.377
641567.805,1335479.436,524.98,160.559,17.714,161.847,26.556,191.617,23.325,194.021,34.999,241.351,34.576,244.912,52.077,318.919,58.005,291.302,71.451,356.502,70.303,322.331,86.219,388.77,80.785,346.368,98.56,18.209,3.5,19.35,5.287,27.918,6.257,28.346,9.425,59.014,15.689,45.373,18.912,88.957,25.823,66.377,31.178,117.027,34.288,83.471,41.381,138.605,41.484,96.32,50.017
641567.805,1335389.436,538.28,161.488,17.335,162.707,26.537,192.824,22.823,195.228,34.965,243.177,33.825,246.702,52.018,319.881,57.743,293.665,71.365,356.507,70.023,325.089,86.109,389.217,80.49,349.434,98.428,18.292,3.422,19.503,5.277,28.099,6.12,28.476,9.371,59.283,15.638,44.977,18.558,89.791,25.739,65.91,30.755,115.853,33.904,84.019,41.231,137.923,41.081,95.795,49.526
641567.805,1335299.436,545.45,161.829,16.864,163.14,26.518,193.261,22.2,195.889,34.927,243.852,32.894,247.741,51.952,319.672,57.4,295.07,71.265,355.666,69.659,326.743,85.98,388.553,80.106,351.278,98.272,18.255,3.326,19.582,5.266,28.058,5.951,28.475,9.301,59.254,15.571,44.331,18.103,89.898,25.628,65.074,30.21,113.649,33.358,84.236,41.05,135.752,40.5,94.726,48.89
641567.805,1335209.436,549.56,161.736,16.304,163.348,26.499,193.139,21.458,196.264,34.886,243.704,31.787,248.387,51.877,318.716,56.967,295.98,71.152,354.315,69.197,327.828,85.833,387.218,79.617,352.492,98.092,18.135,3.212,19.624,5.252,27.869,5.751,28.397,9.212,58.956,15.487,43.553,17.539,89.554,25.485,64.04,29.533,110.773,32.61,84.306,40.839,132.563,39.692,93.358,48.097
