X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
639677.805,1342139.436,364.2,130.893,20.81,117.58,26.549,164.114,25.29,148.942,32.853,212.738,33.576,198.107,42.987,245.79,39.498,244.161,53.867,277.065,46.167,276.628,62.855,302.737,52.31,303.034,71.108,15.742,2.64,15.561,3.661,23.388,3.256,24.564,5.282,45.624,7.054,47.827,11.09,77.45,14.442,80.25,21.633,106.103,22.443,108.743,32.608,132.946,30.777,135.001,43.826
639677.805,1342049.436,371.8,131.8,20.802,117.763,26.543,165.214,25.275,149.153,32.841,213.904,33.544,198.36,42.963,247.713,39.417,244.429,53.83,279.033,46.071,276.888,62.809,304.733,52.199,303.282,71.053,15.883,2.634,15.572,3.659,23.485,3.249,24.588,5.279,45.76,7.039,47.884,11.082,77.633,14.411,80.364,21.618,106.337,22.396,108.92,32.587,133.239,30.713,135.245,43.8
639677.805,1341959.436,375.79,132.467,20.791,117.896,26.537,166.009,25.255,149.28,32.83,214.732,33.5,198.45,42.941,249.803,39.283,244.432,53.795,281.253,45.911,276.798,62.764,307.053,52.016,303.105,71.001,16.039,2.625,15.566,3.657,23.597,3.237,24.579,5.275,45.939,7.014,47.858,11.075,77.894,14.361,80.311,21.604,106.674,22.318,108.845,32.567,133.657,30.608,135.155,43.775
639677.805,1341869.436,383.69,133.258,20.778,118.094,26.531,166.699,25.23,149.518,32.819,215.661,33.445,198.76,42.918,251.706,39.092,244.791,53.761,283.173,45.682,277.174,62.721,308.985,51.754,303.488,70.95,16.178,2.612,15.582,3.655,23.677,3.221,24.611,5.272,46.044,6.978,47.934,11.067,78.035,14.288,80.458,21.591,106.865,22.208,109.067,32.548,133.914,30.46,135.456,43.751
639677.805,1341779.436,395.05,134.184,20.763,118.35,26.526,167.392,25.201,149.856,32.808,216.741,33.379,199.268,42.897,253.251,38.849,245.471,53.728,284.615,45.39,277.968,62.679,310.341,51.418,304.373,70.901,16.281,2.596,15.616,3.653,23.716,3.199,24.682,5.269,46.056,6.931,48.101,11.061,78.014,14.195,80.783,21.579,106.837,22.067,109.553,32.53,133.901,30.271,136.106,43.727
639677.805,1341689.436,413.33,135.438,20.745,118.716,26.52,168.273,25.167,150.385,32.797,218.182,33.3,200.152,42.877,254.141,38.547,246.757,53.697,285.18,45.026,279.556,62.64,310.639,51.001,306.216,70.854,16.327,2.576,15.687,3.651,23.686,3.172,24.825,5.266,45.907,6.873,48.444,11.054,77.702,14.08,81.456,21.567,106.404,21.893,110.556,32.513,133.382,30.037,137.44,43.705
639677.805,1341599.436,437.05,136.937,20.724,119.169,26.515,169.329,25.127,151.065,32.787,219.869,33.209,201.335,42.858,254.57,38.187,248.527,53.667,285.172,44.594,281.778,62.602,310.272,50.505,308.823,70.809,16.33,2.553,15.785,3.649,23.611,3.141,25.026,5.263,45.662,6.803,48.927,11.048,77.209,13.942,82.404,21.555,105.71,21.685,111.967,32.496,132.527,29.758,139.316,43.684
639677.805,1341509.436,463.49,138.539,20.7,119.668,26.509,170.507,25.082,151.825,32.777,221.589,33.104,202.679,42.839,253.921,37.768,250.558,53.638,283.871,44.089,284.34,62.565,308.422,49.924,311.838,70.766,16.238,2.525,15.899,3.647,23.451,3.103,25.257,5.26,45.221,6.722,49.484,11.042,76.323,13.781,83.495,21.544,104.418,21.442,113.592,32.481,130.862,29.433,141.473,43.664
639677.805,1341419.436,483.76,139.878,20.674,120.076,26.504,171.749,25.032,152.432,32.768,222.925,32.985,203.727,42.821,252.993,37.277,252.113,53.611,282.366,43.498,286.279,62.531,306.41,49.246,314.1,70.726,16.102,2.493,15.984,3.646,23.287,3.06,25.429,5.258,44.776,6.627,49.896,11.037,75.388,13.594,84.298,21.534,102.994,21.159,114.783,32.466,128.954,29.053,143.053,43.645
639677.805,1341329.436,497.71,140.813,20.643,120.392,26.499,172.647,24.974,152.883,32.759,223.693,32.85,204.472,42.804,252.243,36.719,253.182,53.585,281.19,42.827,287.579,62.498,304.849,48.475,315.59,70.687,15.974,2.456,16.039,3.644,23.147,3.011,25.542,5.255,44.403,6.52,50.16,11.031,74.578,13.381,84.805,21.524,101.727,20.838,115.532,32.451,127.222,28.621,144.044,43.627
639677.805,1341239.436,499.02,141.1,20.609,120.518,26.495,173.182,24.909,153.013,32.75,223.629,32.697,204.591,42.788,252.747,36.084,253.241,53.561,281.736,42.064,287.557,62.467,305.399,47.599,315.481,70.65,15.926,2.415,16.033,3.643,23.123,2.955,25.53,5.253,44.321,6.398,50.12,11.026,74.314,13.14,84.71,21.515,101.229,20.472,115.38,32.438,126.459,28.13,143.837,43.609
