X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
640577.805,1327289.436,17.5,70.614,15.5,90.666,23.636,93.036,22.555,105.662,29.597,108.916,32.488,132.569,42.843,121.595,44.252,147.54,58.212,147.874,57.245,178.114,75.373,164.076,67.536,193.284,88.225,9.914,3.839,13.226,5.549,15.618,6.957,19.305,9.513,-506.656,13.811,32.911,19.365,37.303,23.97,46.878,32.0,320.722,32.016,57.265,42.589,53.531,39.107,65.839,52.009
640577.805,1327199.436,19.02,71.786,15.823,91.156,23.753,94.292,22.859,106.362,29.782,110.959,32.988,133.867,43.244,124.556,44.929,150.41,59.186,150.923,57.847,181.143,76.314,167.266,68.118,197.164,89.327,10.061,3.878,13.353,5.576,-8.668,7.018,19.52,9.578,-745.086,13.959,33.295,19.506,37.095,24.093,47.441,32.248,264.028,32.184,57.958,42.928,52.459,39.304,66.637,52.429
640577.805,1327109.436,20.58,72.729,16.141,91.663,23.871,94.819,23.153,107.081,29.967,112.836,33.474,135.182,43.641,127.371,45.583,153.285,60.119,153.353,58.416,184.133,77.2,169.027,68.657,200.956,90.347,10.102,3.914,13.474,5.599,100.653,7.075,19.728,9.637,-90.302,14.094,33.661,19.632,36.96,24.201,47.977,32.471,475.797,32.331,58.618,43.234,47.391,39.476,67.397,52.807
640577.805,1327019.436,21.13,72.945,16.452,92.079,23.989,94.684,23.434,107.692,30.153,114.371,33.946,136.346,44.032,129.651,46.218,155.949,61.007,154.788,58.954,186.845,78.031,169.498,69.159,204.393,91.288,10.041,3.948,13.572,5.619,9.991,7.126,19.903,9.691,-90.138,14.218,33.964,19.744,35.801,24.296,48.422,32.671,258.089,32.458,59.164,43.507,43.041,39.626,68.024,53.146
640577.805,1326929.436,21.03,75.194,16.709,92.44,24.107,96.703,23.669,108.235,30.338,115.803,34.227,137.412,44.418,132.136,46.605,158.465,61.852,158.421,59.335,189.35,78.808,174.603,69.538,207.555,92.152,10.19,3.978,13.654,5.637,399.497,7.172,20.054,9.739,-31.438,14.331,34.22,19.843,34.818,24.379,48.797,32.848,684.931,32.566,59.623,43.75,40.863,39.755,68.55,53.448
640577.805,1326839.436,19.64,74.609,16.969,92.681,24.225,95.915,23.897,108.633,30.523,116.71,34.591,138.277,44.796,133.4,47.094,160.697,62.652,158.268,59.746,191.5,79.532,172.817,69.916,210.275,92.942,10.065,4.006,13.709,5.653,-85.296,7.212,20.165,9.782,51.743,14.433,34.403,19.93,34.699,24.45,49.064,33.004,-33.445,32.659,59.947,43.965,39.32,39.864,68.917,53.715
640577.805,1326749.436,18.57,75.601,17.23,92.964,24.343,96.816,24.124,109.08,30.708,117.99,34.943,139.196,45.167,135.335,47.564,162.957,63.408,160.002,60.138,193.65,80.204,174.412,70.274,212.946,93.661,10.145,4.031,13.763,5.666,92.373,7.249,20.275,9.82,241.092,14.524,34.579,20.006,35.457,24.51,49.322,33.142,351.73,32.737,60.26,44.155,41.759,39.957,69.272,53.951
640577.805,1326569.436,15.56,76.281,17.774,93.467,24.577,96.891,24.579,109.899,31.074,120.802,35.7,140.894,45.883,139.543,48.559,167.172,64.787,162.607,60.924,197.528,81.401,176.076,70.954,217.672,94.901,9.995,4.078,13.84,5.688,131.261,7.312,20.448,9.885,332.182,14.679,34.84,20.13,34.476,24.606,49.702,33.367,407.097,32.858,60.718,44.465,40.682,40.099,69.788,54.338
640577.805,1326479.436,15.17,77.021,18.036,93.844,24.693,97.535,24.795,110.459,31.255,122.314,36.06,141.92,46.227,141.708,49.03,169.424,65.412,164.266,61.287,199.6,81.929,177.333,71.26,220.109,95.43,10.02,4.099,13.887,5.697,68.886,7.339,20.55,9.912,216.429,14.745,34.991,20.179,33.939,24.646,49.924,33.457,296.251,32.904,60.988,44.59,40.05,40.154,70.094,54.495
640667.805,1348439.436,11.97,145.984,16.344,149.451,24.109,166.813,23.006,180.275,30.279,201.11,33.487,225.047,43.797,226.047,45.485,262.315,58.936,231.708,57.808,276.92,75.412,234.499,67.737,291.229,87.717,14.727,3.848,15.741,5.52,-324.566,6.914,23.855,9.465,-18.363,13.7,38.32,19.212,44.478,23.873,53.483,31.742,-634.889,31.792,64.394,42.244,54.416,38.884,73.206,51.587
