LE,gammaE
4.634241254798596,0.4043567343627968
3.6813359528962772,0.47282793418167185
4.274757000867715,0.42272531860640084
3.8166541173239077,0.4674519148091136
3.8952112734850557,0.4654729679639157
3.898272284837666,0.4669346824565916
3.84626394423265,0.44930370470672765
3.9671842389023153,0.42050338265230813
4.0265698513117805,0.4459386839078985
4.238078259882116,0.44607786620899864
4.348080867066926,0.44082936014608626
4.134615167406385,0.4076534562744666
3.916078089992798,0.41828755486263924
3.8460784725383577,0.41531013958342544
3.7403104459067347,0.41306999245652526
4.488170176194662,0.46824232468699445
3.692671096988599,0.4453854919203332
3.665259271060307,0.43722008702924303
4.22779631225196,0.4504202996941527
4.254449653461307,0.4675407299969531
4.2911022296186445,0.4547471440320256
4.324626816779145,0.46506770935355923
3.8221982801362815,0.43549869517384654
3.838286602066878,0.4375194841258479
4.032977323487775,0.43425851089503903
3.9978772581152793,0.4294907995726486
4.33685514846725,0.4459536956277633
3.7152456840168164,0.4466209752483709
4.270526051686775,0.43628892367236083
4.033368924814709,0.44686351387172446
4.256627495659618,0.45521030197479967
4.003416518068224,0.4523492264371428
3.9225723969686817,0.4465860885310025
4.121063704109201,0.4398652260267621
3.9464782305491712,0.454800257717561
3.8385574489377987,0.44639986023609174
3.9940025780921173,0.45901676661400503
4.383179601714724,0.416117772150378
4.69835203669724,0.424498674476254
4.614428836322435,0.42543599418946226
4.608010466089455,0.42076537205868414
4.629265298380176,0.41596162519755836
4.012367860408807,0.44740184621010154
3.865323611576236,0.43948618019024654
3.9212035092353807,0.4667059936333719
3.8800428419421484,0.46723027176110177
3.8164265616361908,0.44790819244053315
4.337197731771551,0.444932186780271
3.9248032881171637,0.4697782099395011
4.2212679885584174,0.4104391618656587
4.057365538308205,0.4048483304296991
3.934888989401229,0.42075380106077753
4.262432335308758,0.4479544935620136
3.891879175260639,0.46063582797397784
3.705642048127963,0.4734681330818675
4.261215611923596,0.4412482005830816
4.116175013549055,0.4478544315530791
4.0709014099054555,0.4854095469678165
4.025271333654958,0.43792690538368534
4.547463848646191,0.4015152182360389
3.4660743579456574,0.4842740654478379
3.880083767586857,0.43761702578661404
3.855666320041704,0.460664808939622
4.236234844016066,0.44502334363711604
4.132246575097126,0.44534678116458676
4.435374186156983,0.4344944531027404
4.189777067541464,0.4352787155640394
4.160701178721511,0.45825153993106915
4.181096524237899,0.46124559591380065
3.824359852870995,0.4592329391020685
4.136708166309832,0.4474297764911172
3.870764563323928,0.45246394401037904
3.641601873161389,0.452208114648978
3.5709034513283915,0.45254164868963914
3.9353118156757816,0.43088043616479904
3.96724116730393,0.460892104407606
3.865972222575567,0.46356055697043974
3.9675720719289163,0.43216922817940395
3.8915291596782784,0.4390661268695719
3.8215735449796537,0.45894893576393025
4.0141951419111574,0.47156584649249855
4.185047219126525,0.45521966818787174
4.0170029157282965,0.44127686592434673
