LE,gammaE,LElev,LA,w,nugget
16.36390528705098,0.7017771712250415,1216.0704803886929,8.506286844332156,0.9653591684827966,0.20872212890117442
15.717426505476027,0.725493616209342,1136.4856549600026,9.209164069611216,0.9668161774044286,0.21164694228387385
14.079385465511304,0.7179444912137244,1144.2640462925547,4.763937244561995,0.9772881471401275,0.1944080478051096
15.73404408078976,0.6606918915311226,1033.8180047085802,12.094279968849865,0.9634346448904566,0.18258982515661631
14.359430047136133,0.6380251225021882,879.3683639624662,5.934647234752016,0.9774684801445607,0.15332752602189142
16.046234163415992,0.7240096875835202,1348.7227193322421,7.230953051080281,0.9832958129636339,0.22213885023545837
17.125325961549233,0.7032886665843121,1067.6031429961686,9.465504807088342,0.9731919684530368,0.2107024721924003
16.905335585819888,0.7835907345652809,1169.616987759442,7.673555779229103,0.9702268610938313,0.23906889304026613
18.070988973383187,0.7738251603524888,1006.122545109961,4.894446763232532,0.9713394321727298,0.23511772023156322
16.056483016056127,0.7523065158696066,1022.5970679281467,6.6877022063951825,0.9684831231432313,0.21605660549080505
15.312045007998398,0.7975826543300799,1019.5091932508467,9.009237305526655,0.9782040528570386,0.23042604521867763
15.81236945410316,0.8058158846138629,1041.950804375671,9.561415997092235,0.9795115748240996,0.22579523222933778
13.491993927657798,0.6680963384264456,1321.849980883307,6.506620863238931,0.9861282971615555,0.17751950433777738
16.0621064805532,0.6660727210801153,901.1620590246183,10.598727674515569,0.9634454138931796,0.17847135454966792
14.742775168197058,0.6760091970626858,1103.403829882976,4.984559386909634,0.9702909302947141,0.17661455447482077
16.603374192318075,0.7524524825853417,1155.8515460067772,8.758854984719536,0.9799997737101415,0.23292716649104095
16.802875526728542,0.702803485100818,1226.0438129941056,5.481123037050336,0.9702728928646341,0.21054996337052773
17.211746105060346,0.7481191190225001,1127.1970376570232,7.398891032159808,0.9616571012059122,0.22450976809527823
16.468608241514325,0.7985821900180498,1257.1118902772473,5.707569185560774,0.975033156569269,0.22597160248045337
16.04794541417516,0.7644490991894342,1208.9921062773608,8.893875851514219,0.9528497748464385,0.22406344356035268
15.482275831717963,0.7098758838181745,1014.8055205095566,7.841110013568,0.9945061751337465,0.2046513997956023
15.366471096342398,0.774101951715206,1233.7297025149905,23.230778146355927,0.990200416586805,0.23897498096362327
16.064232420042206,0.6657555300682492,981.6354183062514,4.453107574247748,0.9745878904055426,0.18014526697752972
13.51328140732797,0.7057312877657251,1045.7058097838712,12.225650982291889,0.9692431379863975,0.1773723184168288
14.343553289406273,0.7581833863109311,1030.2574399495563,4.220003961277703,0.975623978849236,0.20157464135041145
16.879036591742096,0.7116329832012005,1490.3309992652478,13.337322271447208,0.973771214431918,0.21687539719574983
17.074331138976603,0.7646711845422927,994.2841435166463,5.816354570853602,0.9783489078011753,0.23658234547382362
15.048562858801015,0.7498617992827722,1084.1883122136717,7.882686688469378,0.9825305944365263,0.21113503473504852
16.813353223608846,0.7223080669328107,1184.8340763449623,6.889989729886192,0.9784840971653019,0.22092047907877518
15.730407008988587,0.7066414882409875,1298.315145678445,11.582468912295644,0.9855732846728621,0.20857937311924357
17.589684309069625,0.7694009627092719,1395.1478829430457,5.022415723373168,0.9627807537830341,0.23243296430275162
18.413166431177807,0.7448517444931293,1107.854510793948,8.94518985423891,0.9715031812394395,0.23060886100314856
13.7260969221631,0.7299641908225989,1146.700894736775,7.52479342072113,0.9791320342568428,0.19819854293983435
17.580582474106347,0.70803303540587,1144.3465200824303,8.363880645893513,0.9731710326453767,0.21328419593221906
14.271262118108417,0.7268593199430209,1252.4683416739144,9.274995861522878,0.9872708533820516,0.21319823950385652
15.719067490529627,0.6741091995059685,989.9089767026859,9.112728416951638,0.9888445686437836,0.18966972649201974
15.569050643294672,0.7125828306264451,973.5106157757077,8.406707532694924,0.9831083861297599,0.20381357991656346
15.212249634116487,0.7496027998453478,1240.30001644971,6.695292938275289,0.9626015351160776,0.217100482249056
15.064892377128757,0.7433023024304676,1261.8114499073906,6.2855238660059385,0.9656584879635609,0.2128620268708956
15.032676507344615,0.7594374009658349,1232.5324765932887,6.390244526618499,0.9762764256456782,0.21223471076299547
15.93305276871244,0.772390545183428,1155.3024051204345,6.972437235894894,0.9790568652050341,0.229311339341473
15.618363681025452,0.7808390805020695,1140.511599141673,7.255411437776671,0.9794323943529886,0.2332185330475032
17.335641973641504,0.8137092750848076,1119.759883541573,6.396086813714136,0.9579440735866729,0.23568763448762867
17.324035497473464,0.8104150074728461,1135.5377279761703,6.854624219289099,0.9582598576339771,0.23488317890063118
17.307479373938452,0.8083320779335195,1131.8640962039337,5.990665438672826,0.965935425410157,0.23908280642921487
17.83674938071366,0.8324144672617665,1357.7830490639085,6.280152695761103,0.9690542029005955,0.2632752711952767
17.591148574193213,0.8387511764913622,1305.0238797145075,6.359564386567621,0.9552792878101637,0.2590296694367186
16.422224730782773,0.8179015162534501,1033.844966616594,5.211387456477232,0.9739538248228415,0.2368748410462562
17.256233493925144,0.8426568965327691,1201.5066252237216,9.344529550411115,0.9836132273512009,0.26256559214860214
17.21217486714802,0.7095096726445688,1353.128564333372,5.960944523791424,0.9601720222612209,0.20780330476963038
17.083043483195315,0.6632234976563625,1201.420877089825,10.696888200460009,0.9780113132949533,0.19859445432184245
17.367550721113187,0.7900469833811554,1191.4043197607225,4.952858782613337,0.9669681872271334,0.23491681055188035
17.18281481043215,0.8092784539949138,1217.6804167117657,6.117651680971174,0.9727453810285877,0.23824757076017852
16.830134743337563,0.7555262005521414,1201.8389152108496,6.748987875095477,0.9563989371935007,0.23070528853949798
17.289117700544118,0.7462328215647689,1182.5343633366815,5.958057997275673,0.9576510689225446,0.21663552700218497
16.1864623784373,0.7417913105553416,1481.5750215504636,5.4849147829414715,0.9693562997005842,0.23604629015226902
17.237652677859455,0.7538127061605593,950.3520493023551,9.974519743965214,0.9707562424059923,0.22068360385829694
15.764042510039427,0.7377285231902362,1038.5969902498782,7.140478229783367,0.9784253926030586,0.21084138035362412
15.143767742061026,0.6677370739610395,1282.1227707132264,7.340708516700752,0.9662641130097731,0.17116007988223128
15.512664054245096,0.7877130716287246,969.0662094046744,9.202711367662728,0.9838118619785755,0.21721063167988475
14.975721802974695,0.6953788205072018,1446.1654368321854,4.95662074789752,0.961083368210599,0.19279105758642068
14.727662956876195,0.7570322712063966,1247.4516388421089,4.285000769981243,0.960290349470872,0.20073380174962926
15.829412448778585,0.7901098844758521,943.4580060882814,9.616121327353936,0.9874143972790722,0.23146823693359228
16.722859438963376,0.7532111570608468,1495.1871673231535,5.079268057447098,0.9538798335351708,0.2303680428097323
16.88235190625576,0.7975684453068026,1611.2996700716767,9.260951574001043,0.9828708740364845,0.2523520895907637
16.876483526464025,0.7792903100898603,1572.5426907532214,8.847877663303937,0.978797865455266,0.25265538520593855
18.913272346050064,0.733306356076573,1233.066538488967,5.353658702583415,0.9606367241898888,0.226719943181428
15.801761870624913,0.727230370592835,1263.1816106708645,12.767202348531153,0.9847189885701888,0.2182390880948906
16.430927453334128,0.7402226334110975,1072.1052059493807,6.874937135207123,0.974310384593088,0.21511388674114768
16.827476901935174,0.7248145377126304,1064.6599310028757,5.24781035139763,0.9716325876235362,0.2212204428753973
16.710516487323254,0.7451784152730934,1085.975189862626,5.621221372811665,0.9720092402750374,0.21608390649103282
16.41026633562713,0.8075039161935902,1286.226695417105,10.019556575749053,0.9653445859891995,0.25527027269970154
16.75595549678218,0.8011581484992005,1311.3062374877907,10.594293065862976,0.9675015037677125,0.24854779263921642
16.336924798798194,0.7318746403741113,1167.6276435424713,7.197052695258951,0.9688074918013407,0.22030964192612554
16.13327112970195,0.7356849837223552,1214.1021772284025,6.464732233027228,0.9686154112569375,0.2259727497280292
15.600154395334165,0.7603440283223101,1184.294645092941,6.039855506057014,0.9712562719006352,0.21641282592010663
15.786573775670673,0.8232315583658388,1040.8978189994584,7.496391921048584,0.9757247456469,0.2252873995840846
15.758307468606576,0.6733396143359982,1351.0330448988534,8.89990223786429,0.9767105019164944,0.21757439629247008
16.71940536057136,0.7784030176415385,1015.601525041598,12.457998322109578,0.9862265234570153,0.22015110560970946
12.796834758117912,0.82387599136384,1078.18599580494,7.652877293413906,0.9759221670788106,0.2239782798929687
19.197486397105695,0.6841438558339317,1145.1690388433394,6.846368889191898,0.9702317064569697,0.2336835400215828
16.220630432129035,0.7434144712936808,1136.9039007254887,6.6075231082761094,0.975294617327745,0.22674878139668223
14.765057287481676,0.7063477801890445,1059.1678540033304,8.849567865929684,0.9785976978654793,0.19680220349196068
16.035404322794964,0.7321808034976403,1048.7956385272582,6.367292149991151,0.9659069930465308,0.20542922080398096
15.711792281408592,0.6707365341556767,1206.375556047813,17.86543122028052,0.9838081710380108,0.20331983488849906
14.746032927551827,0.7334332025773082,965.1868360322925,12.391653474622059,0.9906857415231036,0.1986873044976526
14.332488670231392,0.6910559987191778,959.7009444217155,11.01398111365076,0.9889800294542967,0.18313521335883542
15.30820208868542,0.6948145314330383,1350.2784240451456,15.638895796084284,0.9897476714667509,0.1981876274833002
15.154725727943113,0.689790679357453,1342.035815813121,15.347771632697846,0.990134362126387,0.21101330710672758
15.494200259877704,0.8052868879522017,926.0522318217736,5.922541546891369,0.9717635650397265,0.2254767653604323
16.123146134551057,0.6710711358760245,1040.4879109716937,10.790971497511428,0.9707567270463551,0.1988306939882687
16.446525135710925,0.8277246461366204,1167.5193016749179,5.593376828955656,0.9724619337569989,0.24076099120139893
16.70284855719187,0.7442839442732582,1426.1813310144953,6.108537723981397,0.9610093084266572,0.22942202047570678
18.021259395220646,0.800048602591065,1194.452055332818,9.001438825962905,0.9807975656536895,0.26019304553978534
17.999421931487483,0.7759501494618136,1431.3206214617355,8.122511392675808,0.9779807994242167,0.25102235548474844
18.146560625749977,0.7410665750869618,1509.8783234899465,8.424228594589662,0.9736256739766007,0.24055198668210903
18.07596794888278,0.7181577106737099,1569.1940385566425,9.80671337829463,0.9752185395752974,0.2503069526285345
15.503181827077189,0.7928146216681962,934.8912494249248,5.820663066561702,0.9633698551874187,0.22056611268867696
14.96466177881803,0.7319617911984931,1138.1929488842354,9.921712553151817,0.9845400188982898,0.2055888793069318
14.67583256501614,0.765207219211699,1092.8092265496214,9.306458437119737,0.9807075721579804,0.21410020762771997
16.88392221020458,0.6925504356595036,1271.6059012865874,7.820395642203201,0.9782906562334522,0.21504376523582922
17.504650916187757,0.7963189440426706,1109.554130967624,8.407573596186793,0.9669053948057853,0.24681797397579466
16.752122559765763,0.852071956269541,1175.5670946063883,2.9468372621629655,0.9556549024271062,0.24780295691564017
17.859767437084308,0.8112896882194982,1148.255706701379,3.97430721482523,0.9558878216501293,0.24235711108745925
14.560329535776798,0.8121774012371336,1299.4528712984468,7.39471286742997,0.9717458825899234,0.22706060226152341
20.84812443869229,0.7358206881594972,1076.8439748434641,9.494986744863184,0.9805855133349501,0.25298404884530457
18.51085997099746,0.738853591056019,1128.8235281134623,9.395265077155162,0.9659938470320864,0.23852071203170327
16.122305040060358,0.7534110958630674,1474.3881900435526,8.10741837891956,0.9872829984549893,0.2336668038638973
15.585272999521687,0.7613103286802474,1285.879978963028,7.862616340702967,0.9827393232312562,0.22715820113647525
15.338689470743148,0.7455979800316245,1258.3812263085501,8.606883214489256,0.9821876742728458,0.2322376259457079
